SECCION,DIVISION,GRUPO,CLASE,SECCION_DESC,DIVISION_DESC,GRUPO_DESC,CLASE_DESC,GRUPO,CODIGO_GEO,PROVINCIA,MUNICIPIO,PROVINCIA_DESC,MUNICIPIO_DESC,EMPRESAS
C,C14,C14142,C141421429,"Explotación de minas y canteras","Explotación de otras minas y canteras","Explotación de minas y canteras n.c.p.","Explotación de otras minas y canteras n.c.p.","010 a 049",20091003000000000,10,1003,INDEPENDENCIA,"LA DESCUBIERTA",1
G,G51,G51519,G515195190,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Comercio al por mayor y en comisión, excepto el comercio de vehículos automotores y motocicletas","Venta al por mayor de otros productos","Venta al por mayor de otros productos","001 a 009",20091003000000000,10,1003,INDEPENDENCIA,"LA DESCUBIERTA",1
