SECCION,DIVISION,GRUPO,CLASE,SECCION_DESC,DIVISION_DESC,GRUPO_DESC,CLASE_DESC,GRUPO,CODIGO_GEO,PROVINCIA,MUNICIPIO,PROVINCIA_DESC,MUNICIPIO_DESC,EMPRESAS
G,G50,G50504,G505045040,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Venta, mantenimiento y reparación de vehículos automotores y motocicletas; venta al por menor de combustible para automotores","Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios","Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios","010 a 049",20092106000000000,21,2106,"SAN CRISTOBAL",YAGUATE,1
