SECCION,DIVISION,GRUPO,CLASE,SECCION_DESC,DIVISION_DESC,GRUPO_DESC,CLASE_DESC,GRUPO,CODIGO_GEO,PROVINCIA,MUNICIPIO,PROVINCIA_DESC,MUNICIPIO_DESC,EMPRESAS
G,G52,G52523,G525235234,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos","Comercio al por menor de otros productos nuevos en almacenes especializados","Venta al por menor de artículos de ferretería, pinturas y productos de vidrio","001 a 009",20092002000000000,20,2002,SAMANA,SANCHEZ,1
I,I60,I60602,I606026022,"Transporte, almacenamiento y comunicaciones","Transporte por vía terrestre; transporte por tuberías","Otros tipos de transporte por vía terrestre","Otros tipos de transporte no regular de pasajeros por vía terrestre","001 a 009",20092002000000000,20,2002,SAMANA,SANCHEZ,1
