SECCION,DIVISION,GRUPO,CLASE,SECCION_DESC,DIVISION_DESC,GRUPO_DESC,CLASE_DESC,GRUPO,CODIGO_GEO,PROVINCIA,MUNICIPIO,PROVINCIA_DESC,MUNICIPIO_DESC,EMPRESAS
A,A01,A01011,A010110113,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Cultivos en general; cultivo de productos de mercado; horticultura","Cultivo de frutas, nueces, plantas cuyas hojas o frutas se utilizan para preparar bebidas, y especias","001 a 009",20092502000000000,25,2502,SANTIAGO,BISONO,1
A,A01,A01012,A010120122,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Cría de animales","Cría de otros animales; elaboración de productos animales n.c.p.","010 a 049",20092502000000000,25,2502,SANTIAGO,BISONO,1
A,A01,A01014,A010140140,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","Actividades de servicios agrícolas y ganaderos, excepto las actividades veterinarias","010 a 049",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D15,D15153,D151531533,"Industrias Manufactureras","Elaboración de productos alimenticios y bebidas","Elaboración de productos de molinería, almidones y productos derivados del almidón, y de alimentos preparados para animales","Elaboración de alimentos preparados para animales","250 o más",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D15,D15154,D151541549,"Industrias Manufactureras","Elaboración de productos alimenticios y bebidas","Otras industrias alimenticias","Elaboración de otros productos alimenticios n.c.p.","250 o más",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D16,D16160,D161601600,"Industrias Manufactureras","Industria del tabaco","Industria del tabaco","Elaboración de productos de tabaco","010 a 049",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D16,D16160,D161601600,"Industrias Manufactureras","Industria del tabaco","Industria del tabaco","Elaboración de productos de tabaco","100 a 249",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D16,D16160,D161601600,"Industrias Manufactureras","Industria del tabaco","Industria del tabaco","Elaboración de productos de tabaco","050 a 099",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D16,D16160,D161601600,"Industrias Manufactureras","Industria del tabaco","Industria del tabaco","Elaboración de productos de tabaco","100 a 249",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D16,D16160,D161601600,"Industrias Manufactureras","Industria del tabaco","Industria del tabaco","Elaboración de productos de tabaco","100 a 249",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D16,D16160,D161601600,"Industrias Manufactureras","Industria del tabaco","Industria del tabaco","Elaboración de productos de tabaco","100 a 249",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D16,D16160,D161601600,"Industrias Manufactureras","Industria del tabaco","Industria del tabaco","Elaboración de productos de tabaco","001 a 009",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D20,D20202,D202022023,"Industrias Manufactureras","Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables","Fabricación de recipientes de madera","100 a 249",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D21,D21210,D212102109,"Industrias Manufactureras","Fabricacion de Papel y Productos de papel","Fabricacion de Papel y Productos de papel","Fabricación de otros artículos de papel y cartón","100 a 249",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D26,D26261,D262612610,"Industrias Manufactureras","Fabricación de otros productos minerales no metálicos","Fabricación de vidrio y productos de vidrio","Fabricación de vidrio y productos de vidrio","010 a 049",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D26,D26269,D262692696,"Industrias Manufactureras","Fabricación de otros productos minerales no metálicos","Fabricación de productos minerales no metálicos n.c.p.","Corte, tallado y acabado de la piedra","001 a 009",20092502000000000,25,2502,SANTIAGO,BISONO,1
D,D36,D36361,D363613610,"Industrias Manufactureras","Fabricación de muebles; industrias manufactureras n.c.p.","Fabricación de muebles","Fabricación de muebles","010 a 049",20092502000000000,25,2502,SANTIAGO,BISONO,1
F,F45,F45452,F454524520,Construcción,Construcción,"Construcción de edificios completos y de partes de edificios; obras de ingeniería civil","Construcción de edificios completos y de partes de edificios; obras de ingeniería civil","001 a 009",20092502000000000,25,2502,SANTIAGO,BISONO,1
F,F45,F45452,F454524520,Construcción,Construcción,"Construcción de edificios completos y de partes de edificios; obras de ingeniería civil","Construcción de edificios completos y de partes de edificios; obras de ingeniería civil","010 a 049",20092502000000000,25,2502,SANTIAGO,BISONO,1
F,F45,F45452,F454524520,Construcción,Construcción,"Construcción de edificios completos y de partes de edificios; obras de ingeniería civil","Construcción de edificios completos y de partes de edificios; obras de ingeniería civil","001 a 009",20092502000000000,25,2502,SANTIAGO,BISONO,1
G,G51,G51519,G515195190,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Comercio al por mayor y en comisión, excepto el comercio de vehículos automotores y motocicletas","Venta al por mayor de otros productos","Venta al por mayor de otros productos","010 a 049",20092502000000000,25,2502,SANTIAGO,BISONO,1
J,J65,J65659,J656596592,"Intermediación financiera","Intermediación financiera, excepto la financiación de planes de seguros y de pensiones","Otros tipos de intermediación financiera","Otros tipos de crédito","001 a 009",20092502000000000,25,2502,SANTIAGO,BISONO,1
