SECCION,DIVISION,GRUPO,CLASE,SECCION_DESC,DIVISION_DESC,GRUPO_DESC,CLASE_DESC,GRUPO,CODIGO_GEO,PROVINCIA,MUNICIPIO,PROVINCIA_DESC,MUNICIPIO_DESC,EMPRESAS
A,A01,A01011,A010110112,"Agricultura, ganadería, caza y silvicultura","Agricultura, ganadería, caza y actividades de servicios conexas","Cultivos en general; cultivo de productos de mercado; horticultura","Cultivo de hortalizas y legumbres, especialidades hortícolas y productos de vivero","010 a 049",20091303000000000,13,1303,"LA VEGA",JARABACOA,2
D,D15,D15154,D151541541,"Industrias Manufactureras","Elaboración de productos alimenticios y bebidas","Otras industrias alimenticias","Elaboración de productos de panadería","010 a 049",20091303000000000,13,1303,"LA VEGA",JARABACOA,1
D,D15,D15154,D151541549,"Industrias Manufactureras","Elaboración de productos alimenticios y bebidas","Otras industrias alimenticias","Elaboración de otros productos alimenticios n.c.p.","001 a 009",20091303000000000,13,1303,"LA VEGA",JARABACOA,1
D,D24,D24242,D242422423,"Industrias Manufactureras","Fabricación de sustancias y productos químicos","Fabricación de otros productos químicos","Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos","010 a 049",20091303000000000,13,1303,"LA VEGA",JARABACOA,1
D,D24,D24242,D242422429,"Industrias Manufactureras","Fabricación de sustancias y productos químicos","Fabricación de otros productos químicos","Fabricación de otros productos químicos n.c.p.","001 a 009",20091303000000000,13,1303,"LA VEGA",JARABACOA,1
F,F45,F45452,F454524520,Construcción,Construcción,"Construcción de edificios completos y de partes de edificios; obras de ingeniería civil","Construcción de edificios completos y de partes de edificios; obras de ingeniería civil","001 a 009",20091303000000000,13,1303,"LA VEGA",JARABACOA,1
G,G50,G50501,G505015010,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Venta, mantenimiento y reparación de vehículos automotores y motocicletas; venta al por menor de combustible para automotores","Venta de vehículos automotores","Venta de vehículos automotores","001 a 009",20091303000000000,13,1303,"LA VEGA",JARABACOA,1
G,G50,G50501,G505015010,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Venta, mantenimiento y reparación de vehículos automotores y motocicletas; venta al por menor de combustible para automotores","Venta de vehículos automotores","Venta de vehículos automotores","001 a 009",20091303000000000,13,1303,"LA VEGA",JARABACOA,1
G,G50,G50503,G505035030,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Venta, mantenimiento y reparación de vehículos automotores y motocicletas; venta al por menor de combustible para automotores","Venta de partes, piezas y accesorios de vehículos automotores","Venta de partes, piezas y accesorios de vehículos automotores","001 a 009",20091303000000000,13,1303,"LA VEGA",JARABACOA,1
G,G50,G50505,G505055050,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos","Venta, mantenimiento y reparación de vehículos automotores y motocicletas; venta al por menor de combustible para automotores","Venta al por menor de combustible para automotores","Venta al por menor de combustible para automotores","001 a 009",20091303000000000,13,1303,"LA VEGA",JARABACOA,1
