1601,0,0,10,1,0,4,2,2,4,18,2,0,3,3,4,12,1,2,1,0,13,14,6,1,25,30,0,38,119,14,0,25,9,0,3,20,21,0,27,55,176,32,1,0,13,19
1602,0,0,10,1,0,4,2,2,4,18,2,0,3,3,4,12,1,2,1,0,13,14,6,1,25,30,0,38,119,14,0,25,9,0,3,20,21,0,27,55,176,32,1,0,13,19
1701,2,0,43,8,3,27,27,16,25,114,17,1,19,40,40,53,25,8,18,0,115,202,26,9,151,826,25,154,302,5,0,265,136,9,25,138,254,0,159,693,130,139,1,0,69,61
1702,0,0,18,1,1,3,5,5,9,22,5,1,2,11,10,11,9,4,7,0,19,30,4,1,22,70,9,44,46,3,0,36,28,2,11,11,20,0,72,210,15,22,0,0,12,4
1801,4,1,28,7,9,37,54,18,29,139,50,8,37,76,67,165,96,29,29,6,160,399,54,22,762,593,24,211,129,32,0,246,138,44,55,122,195,0,197,761,54,118,11,4,102,130
1802,0,0,2,2,0,4,1,4,1,36,3,0,1,10,7,15,5,6,2,0,17,23,2,0,34,40,8,24,94,0,0,23,5,0,8,20,20,0,28,114,31,13,0,0,15,19
1803,0,0,2,2,0,4,1,4,1,36,3,0,1,10,7,15,5,6,2,0,17,23,2,0,34,40,8,24,94,0,0,23,5,0,8,20,20,0,28,114,31,13,0,0,15,19
1804,1,0,4,2,1,4,4,0,4,8,4,0,1,11,7,4,7,4,6,1,12,25,2,4,80,43,4,17,38,0,0,32,15,7,10,13,34,0,47,72,56,22,3,0,11,9
1805,0,0,13,2,0,6,5,4,3,46,4,0,3,15,18,22,8,0,11,0,31,55,2,2,60,61,3,45,191,5,0,61,17,5,7,29,26,0,30,155,74,15,0,0,25,22
1806,0,0,13,2,0,6,5,4,3,46,4,0,3,15,18,22,8,0,11,0,31,55,2,2,60,61,3,45,191,5,0,61,17,5,7,29,26,0,30,155,74,15,0,0,25,22
1807,4,1,22,6,3,12,17,6,5,48,10,2,6,32,17,53,37,13,14,3,52,132,16,5,423,200,31,135,92,3,0,195,47,9,23,59,29,0,65,301,56,44,6,0,35,57
1808,0,0,13,2,0,6,5,4,3,46,4,0,3,15,18,22,8,0,11,0,31,55,2,2,60,61,3,45,191,5,0,61,17,5,7,29,26,0,30,155,74,15,0,0,25,22
1809,4,1,22,6,3,12,17,6,5,48,10,2,6,32,17,53,37,13,14,3,52,132,16,5,423,200,31,135,92,3,0,195,47,9,23,59,29,0,65,301,56,44,6,0,35,57
1901,0,1,8,2,2,10,6,7,26,78,11,1,8,12,55,26,6,3,11,0,38,58,8,1,48,99,10,40,117,0,0,38,28,2,4,22,18,0,33,182,27,20,0,1,24,30
1902,0,0,1,0,0,4,2,1,3,26,5,1,4,3,8,8,5,4,6,0,24,48,2,3,33,87,3,29,107,0,0,49,21,1,5,14,7,0,33,151,22,14,0,0,22,12
1903,1,0,3,0,0,8,5,5,6,31,3,0,4,4,18,7,3,3,1,1,23,30,1,0,22,75,6,26,107,0,0,23,5,0,1,16,24,0,28,108,33,14,0,0,9,13
2001,1,2,16,9,3,5,13,1,12,40,2,2,8,15,15,22,23,2,5,0,36,68,7,0,226,108,18,61,73,3,0,126,14,2,15,32,12,0,55,260,13,19,4,0,25,38
2002,0,0,4,3,0,8,14,6,3,42,5,2,5,14,10,13,19,3,2,0,29,50,8,2,161,99,16,62,47,3,0,139,28,1,13,26,4,1,58,198,10,25,3,0,15,33
2003,0,0,4,3,0,8,14,6,3,42,5,2,5,14,10,13,19,3,2,0,29,50,8,2,161,99,16,62,47,3,0,139,28,1,13,26,4,1,58,198,10,25,3,0,15,33
