PROV,MUN,sg110,grossalary,occinc,frstsourcinc,yearsedu,CODIGO
1,01,10,2.01129280217,2.2590541244,0.138107385795,3.0,101
1,01,11,2.01129280217,2.2590541244,0.138107385795,3.0,101
1,01,12,2.01129280217,2.2590541244,0.138107385795,3.0,101
1,01,13,2.01129280217,2.2590541244,0.138107385795,3.0,101
1,01,14,2.01129280217,2.2590541244,0.138107385795,3.0,101
1,01,15,3.23689185458,3.17917378296,,7.25,101
1,01,16,3.23689185458,3.17917378296,,7.25,101
1,01,17,1.57728063597,1.49962989697,0.270390966166,6.66666666667,101
1,01,18,1.57728063597,1.49962989697,0.270390966166,6.66666666667,101
1,01,19,2.02793224624,1.87193745807,,8.0,101
1,01,20,2.02793224624,1.87193745807,,8.0,101
1,01,21,2.02793224624,1.87193745807,,8.0,101
1,01,22,2.02793224624,1.87193745807,,8.0,101
1,01,23,2.02793224624,1.87193745807,,8.0,101
1,01,24,2.02793224624,1.87193745807,,8.0,101
1,01,25,2.02793224624,1.87193745807,,8.0,101
1,01,26,1.55474805545,1.47259080035,,6.5,101
1,01,27,1.55474805545,1.47259080035,,6.5,101
1,01,28,1.55474805545,1.47259080035,,6.5,101
1,01,29,2.02793224624,1.87193745807,,8.0,101
1,01,30,2.02793224624,1.87193745807,,8.0,101
1,01,31,2.02793224624,1.87193745807,,8.0,101
1,01,32,2.02793224624,1.87193745807,,8.0,101
1,01,33,1.63794527581,1.55994788173,1.12316247484,6.0,101
1,01,34,2.02793224624,1.87193745807,,8.0,101
1,01,35,2.02793224624,1.87193745807,,8.0,101
1,01,36,2.02793224624,1.87193745807,,8.0,101
1,01,37,2.02793224624,1.87193745807,,8.0,101
1,01,40,1.15885585596,1.14994158015,,4.5,101
1,01,45,1.7540413422,1.72882924899,0.326532624402,3.66666666667,101
1,01,50,0.316246604677,0.313813938487,,6.0,101
1,01,52,1.27637809748,1.23542560084,0.344891249062,5.09677419355,101
1,01,53,1.04372963668,1.03032101232,0.256105690539,5.42857142857,101
1,01,55,1.60045164578,1.28307543047,0.19679514151,6.6,101
1,01,60,1.81334992233,1.72719299477,,6.25,101
1,01,63,2.10831069784,2.09209292324,0.527077674461,8.0,101
1,01,64,2.0270156667,1.87109138464,,2.0,101
1,01,65,0.512322641033,0.494057225136,0.322986012825,5.33333333333,101
1,01,70,16.0456964672,16.0456964672,,8.0,101
1,01,72,1.63748698604,1.55952484501,1.12316247484,3.0,101
1,01,74,4.59642346715,4.34570945985,2.8971396399,5.75,101
1,01,75,1.29256999319,1.29256999319,1.13657016642,6.66666666667,101
1,01,80,14.6921282967,13.5619645816,,5.0,101
1,01,90,0.842080697532,0.872752173676,1.12028887838,4.14285714286,101
1,01,91,3.88986581022,3.88986581022,0.372130495844,7.0,101
1,01,93,1.18822010844,1.27655714086,0.480442143551,5.66666666667,101
2,01,01,0.742855460802,0.728476008145,0.136808799399,4.57142857143,201
2,01,05,0.742855460802,0.728476008145,0.136808799399,4.57142857143,201
2,01,1,1.11865814689,1.1130510879,0.457348194161,2.0,201
2,01,10,3.1666941999,3.14953477321,0.376467422123,6.75,201
2,01,11,3.1666941999,3.14953477321,0.376467422123,6.75,201
2,01,12,3.1666941999,3.14953477321,0.376467422123,6.75,201
2,01,13,3.1666941999,3.14953477321,0.376467422123,6.75,201
2,01,14,3.1666941999,3.14953477321,0.376467422123,6.75,201
2,01,15,1.35888793253,1.35403476134,0.249591661076,5.33333333333,201
2,01,16,1.35888793253,1.35403476134,0.249591661076,5.33333333333,201
2,01,17,1.08849696636,1.08364379517,0.436785406883,5.0,201
2,01,18,1.08849696636,1.08364379517,0.436785406883,5.0,201
2,01,19,1.57034753427,1.56306777749,0.249591661076,4.5,201
2,01,20,1.57034753427,1.56306777749,0.249591661076,4.5,201
2,01,21,1.57034753427,1.56306777749,0.249591661076,4.5,201
2,01,22,1.57034753427,1.56306777749,0.249591661076,4.5,201
2,01,23,1.57034753427,1.56306777749,0.249591661076,4.5,201
2,01,24,1.57034753427,1.56306777749,0.249591661076,4.5,201
2,01,25,1.57034753427,1.56306777749,0.249591661076,4.5,201
2,01,26,1.19110687147,1.18514440401,0.199673328861,3.0,201
2,01,27,1.19110687147,1.18514440401,0.199673328861,3.0,201
2,01,28,1.67330409446,1.66883224387,0.479770637402,2.75,201
2,01,29,2.08686361066,2.08201043948,0.64477845778,3.66666666667,201
2,01,30,1.57034753427,1.56306777749,0.249591661076,4.5,201
2,01,31,1.57034753427,1.56306777749,0.249591661076,4.5,201
2,01,32,1.57034753427,1.56306777749,0.249591661076,4.5,201
2,01,33,1.57034753427,1.56306777749,0.249591661076,4.5,201
2,01,34,1.57034753427,1.56306777749,0.249591661076,4.5,201
