PROV,MUN,grossalary,occinc,frstsourcinc,yearsedu,CODIGO
1,01,1.71994547951,1.7139701607,0.601939216027,5.02631578947,101
2,01,0.996783546802,1.00246292014,0.411632944319,4.07368421053,201
2,02,0.909225514137,0.905395248586,0.455188597557,4.90909090909,202
2,03,0.695533613526,0.733935152536,0.376608078754,3.76470588235,203
2,04,1.14958055314,1.16455079494,0.60828658288,3.5,204
2,05,0.91056646217,0.91056646217,0.45706194998,3.0,205
2,06,0.946179792289,1.04803951178,0.454422476756,4.21052631579,206
2,08,1.12846124202,1.1179874612,0.303642830544,3.0,208
2,09,0.839584385312,0.838133171808,0.223680374667,1.375,209
3,01,0.737815587463,0.746532868791,4.66111681439,3.40677966102,301
3,02,1.26711509886,1.29651723518,0.366220247464,2.8,302
3,03,0.886117137388,0.881226346337,5.09899389249,2.9,303
3,04,0.270467139853,0.265736955595,0.0327302689783,3.0,304
3,05,1.00890738368,1.00641620492,0.143554822843,3.5,305
4,01,0.779099304295,0.776618335057,4.21455596363,5.10112359551,401
4,02,0.662414026376,0.659015674838,0.478204773639,4.375,402
4,03,0.640654968615,0.637867221183,0.448468508976,2.03703703704,403
4,04,0.86611844397,0.858419904939,0.484387045434,4.44,404
4,05,1.43271477274,1.42903200776,0.354407749813,4.57142857143,405
4,06,0.573183109704,0.580879536104,0.42500245538,4.44444444444,406
4,07,0.999547309645,0.989622132765,0.297321699955,4.3,407
4,09,0.766689031055,0.707712951743,,5.0,409
4,10,0.707292129805,0.706479450243,0.420277356471,2.5,410
4,11,0.521468192006,0.388935501379,0.242403278806,4.375,411
5,01,1.03875320791,1.0173408092,0.432037429676,4.78723404255,501
5,02,0.890766242918,0.88934718764,0.190234496044,5.16666666667,502
5,03,1.01043524714,1.04037533996,0.308746716089,4.38888888889,503
5,05,0.518794934976,0.518505331858,0.30444383187,3.85714285714,505
6,01,0.936538059539,0.95887608962,0.541722829952,5.30188679245,601
6,02,1.39248048201,1.3916534855,0.852616957556,4.2,602
6,03,2.01195472621,1.94841396016,0.243266618982,3.5,603
6,04,0.795396954713,0.791200840297,0.419765987993,3.84615384615,604
6,05,1.01761988155,1.06762600763,0.307805426786,5.28571428571,605
6,06,0.874111614468,0.869460780991,0.168601851363,4.6,606
7,01,0.981325810973,1.04017814844,0.149306968515,3.29268292683,701
7,02,0.709862521535,0.705198722698,0.427914056105,3.53846153846,702
7,04,0.806343548676,0.800123697096,0.35603839318,2.69565217391,704
8,01,1.08057511155,1.09693461995,0.45320181235,4.03278688525,801
8,02,0.84498731217,0.910837237265,0.330798996054,3.38461538462,802
9,01,1.34223487177,1.3224858378,0.27025493778,4.79310344828,901
9,03,0.884400842231,0.879801487051,0.49156854985,3.5,903
9,04,0.663745444987,0.643720190999,0.182085064308,4.66666666667,904
10,01,1.68554850587,1.66729064757,0.793366516669,5.5,1001
10,02,0.683363740259,0.693671163004,0.278796496935,4.0,1002
10,04,0.829613331492,0.781234573493,0.126262668942,2.53846153846,1004
10,05,1.28016882771,1.26903496832,0.397264364849,3.42857142857,1005
11,01,1.40496761002,1.39193271709,0.581451361609,5.29032258065,1101
11,02,0.401452265854,0.392033171343,0.489994693135,4.3,1102
12,01,1.81090436396,1.80686331671,0.473788383875,6.18181818182,1201
12,02,0.62637943812,0.611954474283,0.222748974362,4.0,1202
12,03,1.40715079172,1.37379440926,0.458405799854,4.81818181818,1203
