mun,tariff
101,0.859363726466
201,0.899927655607
202,1.20232476069
203,0.88858410372
204,1.36482731979
205,1.26315063391
206,1.48201856918
207,0.554014225228
208,0.88858410372
209,0.88858410372
210,1.26315063391
301,0.945872246162
302,0.832898659675
303,1.08404021624
304,0.832898659675
305,0.832898659675
401,1.25477533866
402,1.10914450447
403,1.67650881351
404,1.65601359575
405,0.529145161233
406,0.537663215866
407,0.537663215866
408,0.537663215866
409,1.04339510395
410,1.04339510395
411,0.534008627788
501,0.713095153634
502,0.825485269585
503,0.8343901808
504,0.83891507332
505,0.83891507332
601,0.895368097707
602,1.75473113449
603,1.6870495497
604,1.15926047411
605,1.77435265311
606,1.24498508255
607,1.70477065841
701,0.930861644378
702,0.949185692496
703,0.745474781918
704,0.745474781918
705,0.949185692496
706,0.745474781918
801,2.76468670004
802,1.19437258993
901,1.13279941801
902,0.531310021955
903,0.783740344671
904,1.08846885522
1001,2.07373331997
1002,1.19732819739
1003,1.02741973349
1004,1.04202419225
1005,1.04202419225
1006,1.04202419225
1101,0.748523590655
1102,1.4873771994
1201,1.00002498054
1202,0.693988964049
1203,0.272330355535
1301,1.21870155464
1302,3.2443454027
1303,0.878439111816
1304,3.60106010363
1401,1.22816074039
1402,0.698438412309
1403,0.774842809905
1404,0.802400061134
1501,2.98137755921
1502,1.04894013698
1503,2.10401075479
1504,1.77608346356
1505,1.21452633395
1506,1.25326484554
1601,2.67254458718
1602,2.50544407883
1701,1.02324965997
1702,0.471339390578
1801,0.818968081833
1802,0.635082889974
1803,0.921171395031
1804,1.10465508558
1805,0.886237126679
1806,0.690138975879
1807,1.14108117447
1808,0.894435434974
1809,0.45426128139
1901,0.770147231592
1902,0.374002842544
1903,1.16648958879
2001,0.534368567146
2002,0.272204030225
2003,0.264020974956
2101,1.11034362117
2102,1.59039596502
2103,0.544348280159
2104,1.1066461148
2105,1.37870620425
2106,0.479610894154
2107,0.907085649394
2108,1.60322173894
2201,1.13017441741
2202,1.15818989479
2203,0.744659397117
2204,1.15666515822
2205,0.658337115392
2206,0.753318227316
2301,1.03623520644
2302,0.662941814892
2303,0.452145979936
2304,0.646004401488
2305,0.645672825709
2306,0.668679914848
2401,1.46936507246
2402,0.715004187789
2403,0.739202494114
2404,1.37140357433
2501,1.46208423261
2502,4.68216138479
2503,0.952530216236
2504,2.6556131455
2505,1.33476889282
2506,0.342476124577
2507,3.48594430929
2508,0.269295087117
2509,0.0
2601,1.82529131469
2602,0.694873893266
2603,1.04196165094
2701,1.7579164981
2702,1.19399503466
2703,2.38086086344
2801,0.64918995503
2802,0.507933734228
2803,0.408756037123
2901,1.13876714788
2902,1.15262029496
2903,0.648165262733
2904,0.725093906207
2905,0.217418993575
3001,1.18160780918
3002,1.15830840757
3003,1.04939803311
3101,2.43036037935
3102,3.44352867154
3103,3.22858418489
3201,0.929924445022
3202,1.02902620546
3203,0.959019937812
3204,1.08944449204
3205,0.628707088239
3206,0.337169838192
3207,0.300170662056
