mun,1,11,12,13,21,22,23,24,31,32,33,34,41,42,51,52,61,71,72,73,74,81,82,83,91,92,93,98,MUNTOTAL,share1,share11,share12,share13,share21,share22,share23,share24,share31,share32,share33,share34,share41,share42,share51,share52,share61,share71,share72,share73,share74,share81,share82,share83,share91,share92,share93,share98
505,21,1,1,1,0,14,33,7,4,5,10,5,24,21,25,18,33,15,4,1,4,4,8,22,64,8,12,1,366,0.0573770491803,0.00273224043716,0.00273224043716,0.00273224043716,0.0,0.0382513661202,0.0901639344262,0.0191256830601,0.0109289617486,0.0136612021858,0.0273224043716,0.0136612021858,0.0655737704918,0.0573770491803,0.068306010929,0.0491803278689,0.0901639344262,0.0409836065574,0.0109289617486,0.00273224043716,0.0109289617486,0.0109289617486,0.0218579234973,0.0601092896175,0.174863387978,0.0218579234973,0.0327868852459,0.00273224043716
601,11,8,10,45,14,89,163,53,34,36,27,87,233,107,159,257,316,229,135,9,151,4,92,135,516,126,155,29,3230,0.00340557275542,0.00247678018576,0.0030959752322,0.0139318885449,0.00433436532508,0.0275541795666,0.0504643962848,0.0164086687307,0.0105263157895,0.0111455108359,0.00835913312693,0.0269349845201,0.0721362229102,0.0331269349845,0.049226006192,0.0795665634675,0.0978328173375,0.0708978328173,0.0417956656347,0.00278637770898,0.0467492260062,0.00123839009288,0.0284829721362,0.0417956656347,0.159752321981,0.0390092879257,0.0479876160991,0.00897832817337
602,3,5,5,10,1,23,60,9,14,6,7,28,53,41,54,57,213,60,33,3,18,1,18,46,140,102,67,7,1084,0.00276752767528,0.00461254612546,0.00461254612546,0.00922509225092,0.000922509225092,0.0212177121771,0.0553505535055,0.00830258302583,0.0129151291513,0.00553505535055,0.00645756457565,0.0258302583026,0.0488929889299,0.0378228782288,0.049815498155,0.0525830258303,0.196494464945,0.0553505535055,0.030442804428,0.00276752767528,0.0166051660517,0.000922509225092,0.0166051660517,0.0424354243542,0.129151291513,0.0940959409594,0.0618081180812,0.00645756457565
603,7,5,6,14,1,26,74,10,14,9,10,30,59,38,59,64,234,60,31,3,17,2,22,43,157,113,66,6,1180,0.00593220338983,0.00423728813559,0.00508474576271,0.0118644067797,0.000847457627119,0.0220338983051,0.0627118644068,0.00847457627119,0.0118644067797,0.00762711864407,0.00847457627119,0.0254237288136,0.05,0.0322033898305,0.05,0.0542372881356,0.198305084746,0.0508474576271,0.0262711864407,0.00254237288136,0.014406779661,0.00169491525424,0.0186440677966,0.0364406779661,0.133050847458,0.0957627118644,0.0559322033898,0.00508474576271
604,1,4,5,9,1,23,54,8,14,6,6,27,49,34,47,52,196,50,29,3,16,1,18,37,122,86,57,5,960,0.00104166666667,0.00416666666667,0.00520833333333,0.009375,0.00104166666667,0.0239583333333,0.05625,0.00833333333333,0.0145833333333,0.00625,0.00625,0.028125,0.0510416666667,0.0354166666667,0.0489583333333,0.0541666666667,0.204166666667,0.0520833333333,0.0302083333333,0.003125,0.0166666666667,0.00104166666667,0.01875,0.0385416666667,0.127083333333,0.0895833333333,0.059375,0.00520833333333
605,3,5,5,10,1,23,60,9,14,6,7,28,53,41,54,57,213,60,33,3,18,1,18,46,140,102,67,7,1084,0.00276752767528,0.00461254612546,0.00461254612546,0.00922509225092,0.000922509225092,0.0212177121771,0.0553505535055,0.00830258302583,0.0129151291513,0.00553505535055,0.00645756457565,0.0258302583026,0.0488929889299,0.0378228782288,0.049815498155,0.0525830258303,0.196494464945,0.0553505535055,0.030442804428,0.00276752767528,0.0166051660517,0.000922509225092,0.0166051660517,0.0424354243542,0.129151291513,0.0940959409594,0.0618081180812,0.00645756457565
606,1,4,5,9,1,23,54,8,14,6,6,27,49,34,47,52,196,50,29,3,16,1,18,37,122,86,57,5,960,0.00104166666667,0.00416666666667,0.00520833333333,0.009375,0.00104166666667,0.0239583333333,0.05625,0.00833333333333,0.0145833333333,0.00625,0.00625,0.028125,0.0510416666667,0.0354166666667,0.0489583333333,0.0541666666667,0.204166666667,0.0520833333333,0.0302083333333,0.003125,0.0166666666667,0.00104166666667,0.01875,0.0385416666667,0.127083333333,0.0895833333333,0.059375,0.00520833333333
607,7,5,6,14,1,26,74,10,14,9,10,30,59,38,59,64,234,60,31,3,17,2,22,43,157,113,66,6,1180,0.00593220338983,0.00423728813559,0.00508474576271,0.0118644067797,0.000847457627119,0.0220338983051,0.0627118644068,0.00847457627119,0.0118644067797,0.00762711864407,0.00847457627119,0.0254237288136,0.05,0.0322033898305,0.05,0.0542372881356,0.198305084746,0.0508474576271,0.0262711864407,0.00254237288136,0.014406779661,0.00169491525424,0.0186440677966,0.0364406779661,0.133050847458,0.0957627118644,0.0559322033898,0.00508474576271
701,23,5,3,0,0,5,23,1,1,1,4,6,33,4,12,8,14,2,0,0,6,2,0,7,46,4,7,5,222,0.103603603604,0.0225225225225,0.0135135135135,0.0,0.0,0.0225225225225,0.103603603604,0.0045045045045,0.0045045045045,0.0045045045045,0.018018018018,0.027027027027,0.148648648649,0.018018018018,0.0540540540541,0.036036036036,0.0630630630631,0.00900900900901,0.0,0.0,0.027027027027,0.00900900900901,0.0,0.0315315315315,0.207207207207,0.018018018018,0.0315315315315,0.0225225225225
702,23,5,3,0,0,5,23,1,1,1,4,6,33,4,12,8,14,2,0,0,6,2,0,7,46,4,7,5,222,0.103603603604,0.0225225225225,0.0135135135135,0.0,0.0,0.0225225225225,0.103603603604,0.0045045045045,0.0045045045045,0.0045045045045,0.018018018018,0.027027027027,0.148648648649,0.018018018018,0.0540540540541,0.036036036036,0.0630630630631,0.00900900900901,0.0,0.0,0.027027027027,0.00900900900901,0.0,0.0315315315315,0.207207207207,0.018018018018,0.0315315315315,0.0225225225225
703,1,1,1,0,0,3,9,1,0,2,2,3,10,6,7,9,11,2,2,0,0,0,0,0,15,11,1,2,99,0.010101010101,0.010101010101,0.010101010101,0.0,0.0,0.030303030303,0.0909090909091,0.010101010101,0.0,0.020202020202,0.020202020202,0.030303030303,0.10101010101,0.0606060606061,0.0707070707071,0.0909090909091,0.111111111111,0.020202020202,0.020202020202,0.0,0.0,0.0,0.0,0.0,0.151515151515,0.111111111111,0.010101010101,0.020202020202
704,1,1,1,0,0,3,9,1,0,2,2,3,10,6,7,9,11,2,2,0,0,0,0,0,15,11,1,2,99,0.010101010101,0.010101010101,0.010101010101,0.0,0.0,0.030303030303,0.0909090909091,0.010101010101,0.0,0.020202020202,0.020202020202,0.030303030303,0.10101010101,0.0606060606061,0.0707070707071,0.0909090909091,0.111111111111,0.020202020202,0.020202020202,0.0,0.0,0.0,0.0,0.0,0.151515151515,0.111111111111,0.010101010101,0.020202020202
705,23,5,3,0,0,5,23,1,1,1,4,6,33,4,12,8,14,2,0,0,6,2,0,7,46,4,7,5,222,0.103603603604,0.0225225225225,0.0135135135135,0.0,0.0,0.0225225225225,0.103603603604,0.0045045045045,0.0045045045045,0.0045045045045,0.018018018018,0.027027027027,0.148648648649,0.018018018018,0.0540540540541,0.036036036036,0.0630630630631,0.00900900900901,0.0,0.0,0.027027027027,0.00900900900901,0.0,0.0315315315315,0.207207207207,0.018018018018,0.0315315315315,0.0225225225225
706,1,1,1,0,0,3,9,1,0,2,2,3,10,6,7,9,11,2,2,0,0,0,0,0,15,11,1,2,99,0.010101010101,0.010101010101,0.010101010101,0.0,0.0,0.030303030303,0.0909090909091,0.010101010101,0.0,0.020202020202,0.020202020202,0.030303030303,0.10101010101,0.0606060606061,0.0707070707071,0.0909090909091,0.111111111111,0.020202020202,0.020202020202,0.0,0.0,0.0,0.0,0.0,0.151515151515,0.111111111111,0.010101010101,0.020202020202
801,6,1,3,4,4,21,38,12,4,3,8,14,25,24,67,25,150,20,15,1,23,3,34,38,104,178,26,5,856,0.00700934579439,0.00116822429907,0.0035046728972,0.00467289719626,0.00467289719626,0.0245327102804,0.0443925233645,0.0140186915888,0.00467289719626,0.0035046728972,0.00934579439252,0.0163551401869,0.0292056074766,0.0280373831776,0.0782710280374,0.0292056074766,0.17523364486,0.0233644859813,0.017523364486,0.00116822429907,0.0268691588785,0.0035046728972,0.0397196261682,0.0443925233645,0.121495327103,0.207943925234,0.0303738317757,0.00584112149533
802,2,3,0,3,1,9,11,1,2,0,3,2,7,7,17,12,36,20,2,1,3,0,2,14,47,25,11,3,244,0.00819672131148,0.0122950819672,0.0,0.0122950819672,0.00409836065574,0.0368852459016,0.0450819672131,0.00409836065574,0.00819672131148,0.0,0.0122950819672,0.00819672131148,0.0286885245902,0.0286885245902,0.0696721311475,0.0491803278689,0.147540983607,0.0819672131148,0.00819672131148,0.00409836065574,0.0122950819672,0.0,0.00819672131148,0.0573770491803,0.19262295082,0.102459016393,0.0450819672131,0.0122950819672
901,8,2,8,29,17,39,113,49,31,15,23,109,191,81,138,273,226,152,171,32,202,2,345,122,400,79,96,34,2987,0.00267827251423,0.000669568128557,0.00267827251423,0.00970873786408,0.00569132909274,0.0130565785069,0.0378305992635,0.0164044191496,0.0103783059926,0.00502176096418,0.00770003347841,0.0364914630064,0.0639437562772,0.0271175092066,0.0462002008704,0.091396049548,0.075661198527,0.0508871777703,0.0572480749916,0.0107130900569,0.0676263809843,0.000669568128557,0.115500502176,0.040843655842,0.133913625711,0.026447941078,0.0321392701707,0.0113826581855
902,8,2,8,29,17,39,113,49,31,15,23,109,191,81,138,273,226,152,171,32,202,2,345,122,400,79,96,34,2987,0.00267827251423,0.000669568128557,0.00267827251423,0.00970873786408,0.00569132909274,0.0130565785069,0.0378305992635,0.0164044191496,0.0103783059926,0.00502176096418,0.00770003347841,0.0364914630064,0.0639437562772,0.0271175092066,0.0462002008704,0.091396049548,0.075661198527,0.0508871777703,0.0572480749916,0.0107130900569,0.0676263809843,0.000669568128557,0.115500502176,0.040843655842,0.133913625711,0.026447941078,0.0321392701707,0.0113826581855
