PROV,MUN,sg110,grossalary,occinc,frstsourcinc,yearsedu,CODIGO
10,02,90,833.243487368,832.373713373,336.513384294,6.81818181818,1002
10,02,93,861.076255213,861.076255213,470.004122637,4.0,1002
10,04,01,1736.50378135,1449.47836294,258.322876564,2.4,1004
10,04,05,1736.50378135,1449.47836294,258.322876564,2.4,1004
10,04,1,2078.06402925,2075.7678259,218.856881533,0.8,1004
10,04,52,344.430502085,344.430502085,236.795970184,7.0,1004
10,04,65,1243.77681309,1234.20929914,414.751729594,5.0,1004
10,04,75,1722.15251043,1722.15251043,,5.0,1004
10,05,01,940.008245274,934.985300452,143.512709202,6.5,1005
10,05,05,940.008245274,934.985300452,143.512709202,6.5,1005
10,05,1,3511.27761848,3507.4506129,877.022111791,3.0,1005
10,05,10,1865.66521963,1722.15251043,717.563546011,3.0,1005
10,05,11,1865.66521963,1722.15251043,717.563546011,3.0,1005
10,05,12,1865.66521963,1722.15251043,717.563546011,3.0,1005
10,05,13,1865.66521963,1722.15251043,717.563546011,3.0,1005
10,05,14,1865.66521963,1722.15251043,717.563546011,3.0,1005
10,05,15,1865.66521963,,,12.0,1005
10,05,16,1865.66521963,,,12.0,1005
10,05,50,2487.55362617,2468.41859828,,7.0,1005
10,05,53,3142.92833153,4477.59652711,3444.30502085,12.0,1005
10,05,64,1435.12709202,1435.12709202,,14.0,1005
10,05,72,1435.12709202,1435.12709202,,14.0,1005
10,05,73,7462.66087851,7462.66087851,,17.0,1005
10,05,75,12437.7681309,12342.0929914,,16.0,1005
10,05,80,7462.66087851,7462.66087851,344.430502085,16.0,1005
10,05,93,3142.92833153,4477.59652711,3444.30502085,12.0,1005
11,01,01,2661.68238,2641.20790016,,6.5,1101
11,01,05,2661.68238,2641.20790016,,6.5,1101
11,01,1,2865.12873014,2827.20037128,574.050836809,3.42857142857,1101
11,01,10,2776.49254737,2746.83325413,,6.0,1101
11,01,11,2776.49254737,2746.83325413,,6.0,1101
11,01,12,2776.49254737,2746.83325413,,6.0,1101
11,01,13,2776.49254737,2746.83325413,,6.0,1101
11,01,14,2776.49254737,2746.83325413,,6.0,1101
11,01,15,1849.71936305,1824.20599253,621.888406543,8.0,1101
11,01,16,1769.99008016,1765.20632319,621.888406543,7.57142857143,1101
11,01,17,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,18,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,19,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,20,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,21,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,22,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,23,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,24,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,25,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,26,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,27,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,28,10787.371975,10706.0481065,1243.77681309,7.0,1101
11,01,29,10787.371975,10706.0481065,1243.77681309,7.0,1101
11,01,30,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,31,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,32,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,33,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,34,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,35,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,36,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,37,861.076255213,861.076255213,621.888406543,6.0,1101
11,01,40,5855.31853545,5832.35650198,,5.75,1101
11,01,45,4074.69788424,4057.58266484,1291.61438282,8.33333333333,1101
11,01,50,3557.52060256,3540.45853602,557.307687402,5.4,1101
11,01,52,4144.41431845,4352.65846284,3066.50129057,9.82857142857,1101
11,01,53,2587.21522978,2535.39119591,1148.10167362,9.33333333333,1101
11,01,55,5194.10081265,5037.87014383,2025.25135226,9.14285714286,1101
11,01,60,4842.75664275,4785.35155906,599.615234075,9.40740740741,1101
11,01,61,2922.87551075,2698.038933,861.076255213,8.0,1101
11,01,63,2862.28125575,2822.41661431,433.982432627,9.33333333333,1101
11,01,64,3630.87154282,3545.72066869,180.251962758,13.6666666667,1101
11,01,65,4045.00821794,4335.18776182,1111.64944548,10.3571428571,1101
11,01,70,12150.7427125,12150.7427125,4305.38127607,11.3333333333,1101
11,01,72,3630.87154282,3545.72066869,180.251962758,13.6666666667,1101
11,01,74,7947.55988082,7827.96595648,2498.07789151,10.2272727273,1101
11,01,75,2439.71605644,2439.71605644,1215.26562152,9.5,1101
11,01,80,6792.93490224,6792.93490224,,16.6666666667,1101
11,01,85,11481.0167362,11481.0167362,,17.0,1101
11,01,86,11481.0167362,11481.0167362,,17.0,1101
11,01,90,2197.23506947,2135.17060649,1294.64250098,7.55102040816,1101
11,01,91,2391.8784867,2382.31097276,,9.5,1101
11,01,92,2757.03860234,2755.92239238,1865.66521963,10.0,1101
11,01,93,2548.76397108,2494.12041983,2774.57904458,9.63636363636,1101
11,02,01,924.859681525,861.076255213,1674.31494069,3.66666666667,1102
11,02,05,924.859681525,861.076255213,1674.31494069,3.66666666667,1102
11,02,1,643.367475353,643.367475353,566.301150512,3.5,1102
11,02,10,1435.12709202,1435.12709202,,6.0,1102
11,02,11,1435.12709202,1435.12709202,,6.0,1102
11,02,12,1435.12709202,1435.12709202,,6.0,1102
11,02,13,1435.12709202,1435.12709202,,6.0,1102
11,02,14,1435.12709202,1435.12709202,,6.0,1102
11,02,40,1262.91184098,1262.91184098,388.345391101,9.0,1102
11,02,55,373.133043926,370.262789742,,6.0,1102
11,02,90,373.133043926,370.262789742,,10.0,1102
12,01,1,4664.16304907,4362.78635975,,7.66666666667,1201
12,01,10,2114.42058225,2098.15580854,,12.0,1201
12,01,11,2114.42058225,2098.15580854,,12.0,1201
12,01,12,2114.42058225,2098.15580854,,12.0,1201
12,01,13,2114.42058225,2098.15580854,,12.0,1201
12,01,14,2114.42058225,2098.15580854,,12.0,1201
12,01,15,4093.51824723,4027.58659512,1148.10167362,7.5,1201
12,01,16,2007.45577632,1948.95999605,1148.10167362,7.5,1201
12,01,17,4289.36252414,4237.75808749,1148.10167362,8.85714285714,1201
12,01,18,2675.61268031,2620.5879941,1148.10167362,7.8,1201
12,01,19,4324.89900452,4273.02121032,1148.10167362,8.85714285714,1201
12,01,20,2007.45577632,1948.95999605,603.949317893,7.5,1201
12,01,21,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,22,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,23,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,24,1994.39611978,1936.00079841,1148.10167362,8.0,1201
12,01,25,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,26,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,27,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,28,2744.49878073,2692.91839954,1435.12709202,9.4,1201
12,01,29,2744.49878073,2692.91839954,1435.12709202,9.4,1201
12,01,3,2583.22876564,2583.22876564,1722.15251043,12.0,1201
12,01,30,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,31,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,32,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,33,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,34,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,35,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,36,2007.45577632,1948.95999605,603.949317893,7.5,1201
12,01,37,2054.71929522,1981.5086785,1148.10167362,7.66666666667,1201
12,01,40,2487.55362617,2296.20334724,,7.0,1201
12,01,45,2925.26738924,2854.46778603,,9.75,1201
12,01,50,10363.8181326,10288.5122303,4305.38127607,7.66666666667,1201
12,01,52,3767.60726297,3761.46810819,940.658836223,11.4545454545,1201
12,01,53,3635.65529979,3444.30502085,,11.5,1201
12,01,55,3571.07458065,3499.0790382,1057.49731654,9.83333333333,1201
12,01,60,4621.10923631,4543.61237334,,10.6,1201
12,01,64,4735.91940367,4735.91940367,1435.12709202,14.0,1201
12,01,65,6027.53378649,6027.53378649,2870.25418404,14.6666666667,1201
12,01,70,5740.50836809,5740.50836809,,14.0,1201
12,01,72,4735.91940367,4735.91940367,1435.12709202,14.0,1201
12,01,74,11765.4328326,8237.62950821,4152.30105292,15.1818181818,1201
12,01,75,6888.61004171,6888.61004171,,14.5,1201
12,01,80,2009.17792883,2009.17792883,,16.0,1201
12,01,85,8419.4122732,8419.4122732,1435.12709202,17.0,1201
12,01,86,8419.4122732,8419.4122732,1435.12709202,17.0,1201
12,01,90,2382.31097276,2437.32417795,400.543971383,5.42857142857,1201
12,01,91,1927.85406028,1805.38988176,,6.5,1201
12,01,92,2870.25418404,2870.25418404,2870.25418404,15.0,1201
12,01,93,2462.5717842,2412.28918312,540.564537995,10.4444444444,1201
12,01,99,1722.15251043,1722.15251043,621.888406543,15.0,1201
12,02,01,843.436151374,810.039548003,,3.28571428571,1202
12,02,05,843.436151374,810.039548003,,3.28571428571,1202
12,02,1,2487.55362617,2468.41859828,,,1202
12,02,53,2296.20334724,2296.20334724,,4.0,1202
12,02,60,287.025418404,287.025418404,,8.0,1202
12,02,63,2942.01053865,2870.25418404,430.538127607,9.0,1202
12,02,65,4975.10725234,4936.83719656,478.375697341,5.0,1202
12,02,93,2296.20334724,2296.20334724,,4.0,1202
12,03,01,1604.95046458,1600.88427115,287.025418404,9.0,1203
12,03,05,1604.95046458,1600.88427115,287.025418404,9.0,1203
12,03,1,3312.33711181,3204.73447162,,4.66666666667,1203
12,03,10,3726.14803587,3649.04981931,301.520202034,6.75,1203
12,03,11,3726.14803587,3649.04981931,301.520202034,6.75,1203
12,03,12,3726.14803587,3649.04981931,301.520202034,6.75,1203
12,03,13,3726.14803587,3649.04981931,301.520202034,6.75,1203
12,03,14,3726.14803587,3649.04981931,301.520202034,6.75,1203
12,03,15,3555.33602021,3527.98728159,,10.0,1203
12,03,16,3555.33602021,3527.98728159,,10.0,1203
12,03,17,6343.26174674,6294.46742561,,9.33333333333,1203
12,03,18,6343.26174674,6294.46742561,,9.33333333333,1203
12,03,19,5161.67377431,5121.96859143,,10.0,1203
12,03,20,5161.67377431,5121.96859143,,10.0,1203
12,03,21,5161.67377431,5121.96859143,,10.0,1203
12,03,22,5161.67377431,5121.96859143,,10.0,1203
12,03,23,5161.67377431,5121.96859143,,10.0,1203
12,03,24,5161.67377431,5121.96859143,,10.0,1203
12,03,25,5161.67377431,5121.96859143,,10.0,1203
12,03,26,4063.00425608,4031.75037719,,10.6666666667,1203
12,03,27,4063.00425608,4031.75037719,,10.6666666667,1203
12,03,28,4063.00425608,4031.75037719,,10.6666666667,1203
12,03,29,5161.67377431,5121.96859143,,10.0,1203
12,03,30,5161.67377431,5121.96859143,,10.0,1203
12,03,31,5161.67377431,5121.96859143,,10.0,1203
12,03,32,5161.67377431,5121.96859143,,10.0,1203
12,03,33,5161.67377431,5121.96859143,,10.0,1203
12,03,34,5161.67377431,5121.96859143,,10.0,1203
12,03,35,5161.67377431,5121.96859143,,10.0,1203
12,03,36,5161.67377431,5121.96859143,,10.0,1203
12,03,37,5161.67377431,5121.96859143,,10.0,1203
12,03,40,1865.66521963,1865.66521963,1148.10167362,4.0,1203
12,03,45,8998.24686698,8904.963606,836.4399068,6.25,1203
12,03,50,4975.10725234,4613.93360085,631.45592049,4.0,1203
12,03,52,2743.14292732,2732.0719469,729.733423751,5.42857142857,1203
12,03,53,2297.00064006,2181.39317987,725.389772419,4.83333333333,1203
12,03,55,2400.25006141,2334.59299695,1435.12709202,8.75,1203
12,03,60,4422.10494622,4345.56483464,2838.36247089,4.8,1203
12,03,63,3482.57507664,3455.78603759,302.23776558,7.0,1203
12,03,65,2080.93428343,2009.17792883,,12.0,1203
12,03,74,6356.018432,6288.72691724,2152.69063803,12.1666666667,1203
12,03,80,3366.56897003,3365.37303079,,14.875,1203
12,03,85,3850.92436359,3731.33043926,443.454271435,9.5,1203
12,03,90,2134.11840508,2063.20624288,1054.23479429,6.0,1203
12,03,91,6515.47699778,6400.66683042,1243.77681309,5.5,1203
12,03,92,3855.70812057,3826.04882733,2391.8784867,4.5,1203
12,03,93,2050.3182388,1979.75782344,1017.01306467,6.0,1203
13,01,01,2345.72930178,2472.99306588,910.109764191,5.70588235294,1301
13,01,05,2345.72930178,2472.99306588,910.109764191,5.70588235294,1301
13,01,1,2356.79514902,2368.0605486,523.519643917,6.33333333333,1301
13,01,10,4079.74740549,3981.82534986,1454.26211992,5.0,1301
13,01,11,4079.74740549,3981.82534986,1454.26211992,5.0,1301
13,01,12,4079.74740549,3981.82534986,1454.26211992,5.0,1301
13,01,13,4079.74740549,3981.82534986,1454.26211992,5.0,1301
13,01,14,4079.74740549,3981.82534986,1454.26211992,5.0,1301
13,01,15,3175.73123649,3053.1303792,861.076255213,7.14285714286,1301
13,01,16,3175.73123649,3053.1303792,861.076255213,7.14285714286,1301
13,01,17,2256.29945445,2220.04888007,1162.99510366,9.46153846154,1301
13,01,18,2118.23164197,2082.38854555,1333.40528374,9.58333333333,1301
13,01,19,2490.54347428,2437.92214757,729.522938444,8.625,1301
13,01,20,3298.74213009,3196.6430884,1148.10167362,9.28571428571,1301
13,01,21,2628.19608119,2552.23002045,1148.10167362,9.0,1301
13,01,22,2628.19608119,2552.23002045,1148.10167362,9.0,1301
13,01,23,2628.19608119,2552.23002045,1148.10167362,9.0,1301
13,01,24,2810.11552495,2702.54933243,1148.10167362,9.0,1301
13,01,25,2628.19608119,2552.23002045,1148.10167362,9.0,1301
13,01,26,2604.75567202,2538.26145009,1148.10167362,9.66666666667,1301
13,01,27,2628.19608119,2552.23002045,1148.10167362,9.0,1301
13,01,28,4204.92237962,4135.31871566,1148.10167362,8.75,1301
13,01,29,4204.92237962,4135.31871566,1148.10167362,8.75,1301
13,01,3,7462.66087851,7405.25579483,,5.0,1301
13,01,30,2628.19608119,2552.23002045,1148.10167362,9.0,1301
13,01,31,2628.19608119,2552.23002045,1148.10167362,9.0,1301
13,01,32,2628.19608119,2552.23002045,1148.10167362,9.0,1301
13,01,33,2628.19608119,2552.23002045,1148.10167362,9.0,1301
13,01,34,2628.19608119,2552.23002045,1148.10167362,9.0,1301
13,01,35,2628.19608119,2552.23002045,1148.10167362,9.0,1301
13,01,36,3298.74213009,3196.6430884,1148.10167362,9.28571428571,1301
13,01,37,2628.19608119,2552.23002045,1148.10167362,9.0,1301
13,01,40,829.184542057,2468.41859828,,11.3333333333,1301
13,01,45,2371.30833172,2575.57475448,451.554766576,7.66666666667,1301
13,01,50,3266.57005023,3528.85792536,1085.91283296,8.41666666667,1301
13,01,52,2561.32419423,2454.49398676,1062.52026136,8.0,1301
13,01,53,1861.31634965,1859.14191466,1275.66852624,8.09090909091,1301
13,01,55,2262.18551987,2234.97125798,8843.55611231,9.44444444444,1301
13,01,60,3420.70515312,3410.43602148,1476.91799294,7.13333333333,1301
13,01,63,2046.91645607,2016.35356429,,7.33333333333,1301
13,01,64,1722.15251043,1717.84712915,502.294482208,13.25,1301
13,01,65,4319.04915313,4256.17691863,968.710787115,11.8571428571,1301
13,01,70,4664.16304907,4305.38127607,574.050836809,13.0,1301
13,01,72,1722.15251043,1717.84712915,502.294482208,13.25,1301
13,01,73,7175.63546011,7175.63546011,3444.30502085,19.0,1301
13,01,74,4389.30204126,4297.05753893,2664.06556075,12.6285714286,1301
13,01,75,2152.69063803,2690.86329754,,8.2,1301
13,01,80,3297.57124862,3297.57124862,2009.17792883,15.3333333333,1301
13,01,85,5637.17921746,5637.17921746,1291.61438282,14.6,1301
13,01,86,7673.14618534,7673.14618534,,14.6666666667,1301
13,01,90,1466.84162899,1491.86980935,521.62086038,6.42307692308,1301
13,01,91,988.643107837,956.751394681,,7.0,1301
13,01,92,2367.95970184,2296.20334724,143584.178531,9.0,1301
13,01,93,1657.35434779,1653.00547781,959.143273168,7.52380952381,1301
13,02,01,3113.62782007,3097.54243724,144383.065946,5.125,1302
13,02,05,3113.62782007,3097.54243724,144383.065946,5.125,1302
13,02,1,5431.47766761,5423.91933159,7211.51363741,4.7,1302
13,02,10,2114.42058225,2098.15580854,,5.0,1302
13,02,11,2114.42058225,2098.15580854,,5.0,1302
13,02,12,2114.42058225,2098.15580854,,5.0,1302
13,02,13,2114.42058225,2098.15580854,,5.0,1302
13,02,14,2114.42058225,2098.15580854,,5.0,1302
13,02,26,0.0,,,9.0,1302
13,02,27,0.0,,,9.0,1302
13,02,28,621.888406543,,430.538127607,8.0,1302
13,02,29,1243.77681309,,430.538127607,7.0,1302
13,02,3,1243.77681309,,430.538127607,7.0,1302
13,02,33,1291.61438282,1291.61438282,,8.0,1302
13,02,45,7462.66087851,7405.25579483,,11.0,1302
13,02,50,1865.66521963,1851.31394871,143.512709202,13.0,1302
13,02,52,2105.17198543,2054.71929522,1017.8878088,4.06666666667,1302
13,02,53,2511.47241104,2511.47241104,,11.0,1302
13,02,60,2965.92932351,2956.36180957,2009.17792883,4.0,1302
13,02,63,1803.47637897,1789.60348375,,5.0,1302
13,02,64,1243.77681309,1234.20929914,,10.0,1302
13,02,65,1944.11883399,1944.11883399,932.832609814,9.33333333333,1302
13,02,72,1267.69559795,1262.91184098,,9.0,1302
13,02,73,4305.38127607,4305.38127607,861.076255213,16.0,1302
13,02,74,2787.33572984,2778.40605015,406.61934274,6.66666666667,1302
13,02,90,913.697581921,910.348952039,803.671171532,5.5,1302
13,02,93,2123.98809619,2115.37733364,430.538127607,10.8,1302
13,02,99,0.0,,,,1302
13,03,01,1752.98116648,1741.76591402,1435.12709202,2.88888888889,1303
13,03,05,1752.98116648,1741.76591402,1435.12709202,2.88888888889,1303
13,03,1,2871.0408463,2837.09430629,590.411285658,5.16666666667,1303
13,03,10,3015.89300746,3000.05345659,,3.75,1303
13,03,11,3015.89300746,3000.05345659,,3.75,1303
13,03,12,3015.89300746,3000.05345659,,3.75,1303
13,03,13,3015.89300746,3000.05345659,,3.75,1303
13,03,14,3015.89300746,3000.05345659,,3.75,1303
13,03,15,1148.10167362,1148.10167362,,5.0,1303
13,03,16,1148.10167362,1148.10167362,,5.0,1303
13,03,17,1148.10167362,1148.10167362,,5.0,1303
13,03,18,1148.10167362,1148.10167362,,5.0,1303
13,03,19,1148.10167362,1148.10167362,,5.0,1303
13,03,20,1148.10167362,1148.10167362,,5.0,1303
13,03,21,1148.10167362,1148.10167362,,5.0,1303
13,03,22,1148.10167362,1148.10167362,,5.0,1303
13,03,23,1148.10167362,1148.10167362,,5.0,1303
13,03,24,1148.10167362,1148.10167362,,5.0,1303
13,03,25,1148.10167362,1148.10167362,,5.0,1303
13,03,26,1148.10167362,1148.10167362,,5.0,1303
13,03,27,1148.10167362,1148.10167362,,5.0,1303
13,03,28,1148.10167362,1148.10167362,,5.0,1303
13,03,29,1148.10167362,1148.10167362,,5.0,1303
13,03,30,1148.10167362,1148.10167362,,5.0,1303
13,03,31,1148.10167362,1148.10167362,,5.0,1303
13,03,32,1148.10167362,1148.10167362,,5.0,1303
13,03,33,1148.10167362,1148.10167362,,5.0,1303
13,03,34,1148.10167362,1148.10167362,,5.0,1303
13,03,35,1148.10167362,1148.10167362,,5.0,1303
13,03,36,1148.10167362,1148.10167362,,5.0,1303
13,03,37,1148.10167362,1148.10167362,,5.0,1303
13,03,45,3446.21852364,3433.39805495,1243.77681309,8.75,1303
13,03,50,0.0,,,7.0,1303
13,03,52,1580.81423621,1552.54658137,573.189760554,7.36363636364,1303
13,03,53,861.076255213,861.076255213,,10.0,1303
13,03,55,1304.37106808,1272.47935493,,6.0,1303
13,03,60,3570.80122311,3486.9487973,582.342682229,6.0,1303
13,03,63,2786.77762486,2660.72562861,,5.0,1303
13,03,64,2296.20334724,2296.20334724,,12.0,1303
13,03,65,1435.12709202,1435.12709202,143.512709202,0.0,1303
13,03,72,2296.20334724,2296.20334724,,12.0,1303
13,03,74,2367.95970184,2296.20334724,,10.0,1303
13,03,80,4879.43211287,4879.43211287,,15.0,1303
13,03,90,1117.48562899,1113.65862341,,8.8,1303
13,03,93,1100.26410388,1097.8722254,2353.60843092,9.25,1303
13,04,01,2357.43543649,2343.27551585,,5.6,1304
13,04,05,2357.43543649,2343.27551585,,5.6,1304
13,04,1,3410.81872204,3386.89993717,387.484314846,6.5,1304
13,04,10,3053.63153469,2920.48363226,,7.33333333333,1304
13,04,11,3053.63153469,2920.48363226,,7.33333333333,1304
13,04,12,3053.63153469,2920.48363226,,7.33333333333,1304
13,04,13,3053.63153469,2920.48363226,,7.33333333333,1304
13,04,14,3053.63153469,2920.48363226,,7.33333333333,1304
13,04,15,2803.28158642,2698.038933,,10.0,1304
13,04,17,621.888406543,574.050836809,746.266087851,6.0,1304
13,04,18,621.888406543,574.050836809,746.266087851,6.0,1304
13,04,28,5596.99565889,5166.45753128,,9.5,1304
13,04,29,5596.99565889,5166.45753128,,9.5,1304
13,04,52,2920.48363226,2917.61337808,904.130067974,7.5,1304
13,04,53,1425.55957808,1417.90556692,509.470117668,3.5,1304
13,04,55,995.021450469,987.367439311,574.050836809,12.0,1304
13,04,74,4783.75697341,4764.62194551,,12.0,1304
13,04,75,5166.45753128,5166.45753128,,16.0,1304
13,04,90,861.076255213,861.076255213,,4.0,1304
13,04,93,1425.55957808,1417.90556692,509.470117668,3.5,1304
14,01,01,1431.0267289,1423.64607529,1013.86945294,4.14285714286,1401
14,01,05,1431.0267289,1423.64607529,1013.86945294,4.14285714286,1401
14,01,1,2790.80281465,2941.6039193,795.169751997,6.0,1401
14,01,10,3329.49485349,3309.4030742,1435.12709202,6.5,1401
14,01,11,3329.49485349,3309.4030742,1435.12709202,6.5,1401
14,01,12,3329.49485349,3309.4030742,1435.12709202,6.5,1401
14,01,13,3329.49485349,3309.4030742,1435.12709202,6.5,1401
14,01,14,3329.49485349,3309.4030742,1435.12709202,6.5,1401
14,01,17,2296.20334724,2296.20334724,373.133043926,12.0,1401
14,01,18,2296.20334724,2296.20334724,373.133043926,12.0,1401
14,01,20,1435.12709202,1435.12709202,,9.0,1401
14,01,36,1435.12709202,1435.12709202,,9.0,1401
14,01,45,5783.56218085,5338.67278232,837.157470346,8.5,1401
14,01,5,8395.49348833,8330.91276919,870.64376916,2.5,1401
14,01,50,3795.11386557,4822.02702919,,10.6666666667,1401
14,01,52,2531.80337818,2460.34600839,1785.23431905,9.73333333333,1401
14,01,53,2942.01053865,2942.01053865,639.062094077,5.0,1401
14,01,55,2273.87914803,2270.37105958,490.335089774,7.5,1401
14,01,64,1435.12709202,1435.12709202,2611.93130748,12.0,1401
14,01,65,1913.50278936,1913.50278936,,13.3333333333,1401
14,01,72,1435.12709202,1435.12709202,2611.93130748,12.0,1401
14,01,74,7124.38092111,7122.33073955,3731.33043926,13.0,1401
14,01,75,5740.50836809,5740.50836809,,16.0,1401
14,01,80,5531.38984896,5531.38984896,1191.87304992,15.8571428571,1401
14,01,85,4123.59851108,4123.59851108,,14.0,1401
14,01,86,4908.13465472,4908.13465472,,16.0,1401
14,01,90,1230.10893602,1148.10167362,3205.11717218,7.42857142857,1401
14,01,92,3850.92436359,3838.96497116,1148.10167362,13.5,1401
14,01,93,2942.01053865,2942.01053865,639.062094077,5.0,1401
14,02,01,3707.41165439,3695.45226196,,1.5,1402
14,02,05,3707.41165439,3695.45226196,,1.5,1402
14,02,1,3109.44203271,3085.52324785,,3.0,1402
14,02,10,3524.03430374,3496.92634756,2296.20334724,8.0,1402
14,02,11,3524.03430374,3496.92634756,2296.20334724,8.0,1402
14,02,12,3524.03430374,3496.92634756,2296.20334724,8.0,1402
14,02,13,3524.03430374,3496.92634756,2296.20334724,8.0,1402
14,02,14,3524.03430374,3496.92634756,2296.20334724,8.0,1402
14,02,15,861.076255213,861.076255213,,8.0,1402
14,02,16,861.076255213,861.076255213,,8.0,1402
14,02,17,574.050836809,574.050836809,,7.0,1402
14,02,18,574.050836809,574.050836809,,7.0,1402
14,02,24,1004.58896442,1004.58896442,,14.0,1402
14,02,26,1148.10167362,1148.10167362,,16.0,1402
14,02,27,1148.10167362,1148.10167362,,16.0,1402
14,02,28,1148.10167362,1148.10167362,,16.0,1402
14,02,52,1038.07526323,1036.16176044,65.4417953962,11.0,1402
14,02,55,2009.17792883,2009.17792883,,10.0,1402
14,02,60,2296.20334724,2296.20334724,1148.10167362,10.3333333333,1402
14,02,63,310.944203271,308.552324785,,4.0,1402
14,02,65,2296.20334724,2296.20334724,,13.6666666667,1402
14,02,74,3423.80320525,3563.89894519,,14.1428571429,1402
14,02,75,2272.28456237,2152.69063803,870.64376916,8.5,1402
14,02,80,4611.54172236,4611.54172236,966.318908628,15.1666666667,1402
14,02,85,5740.50836809,5740.50836809,,16.0,1402
14,02,90,990.237693495,957.708146076,219.287419661,7.33333333333,1402
14,02,93,2296.20334724,2296.20334724,,7.0,1402
14,03,01,4010.38292937,3992.04519431,310.705015423,7.0,1403
14,03,05,4010.38292937,3992.04519431,310.705015423,7.0,1403
14,03,1,2754.07722898,2712.39020392,565.095643755,3.71428571429,1403
14,03,10,3908.32944727,3884.8890381,,11.5,1403
14,03,11,3908.32944727,3884.8890381,,11.5,1403
14,03,12,3908.32944727,3884.8890381,,11.5,1403
14,03,13,3908.32944727,3884.8890381,,11.5,1403
14,03,14,3908.32944727,3884.8890381,,11.5,1403
14,03,52,2680.69781397,2624.12988776,287.025418404,6.375,1403
14,03,53,2583.22876564,2583.22876564,429.677051351,2.0,1403
14,03,55,621.888406543,617.104649569,143.512709202,9.0,1403
14,03,60,3138.14457455,3132.40406619,,6.0,1403
14,03,63,6218.88406543,6171.04649569,,,1403
14,03,74,7462.66087851,7462.66087851,1148.10167362,10.5,1403
14,03,85,1722.15251043,1722.15251043,,12.0,1403
14,03,90,1650.39615583,1578.63980122,861.076255213,9.0,1403
14,03,93,2583.22876564,2583.22876564,429.677051351,2.0,1403
14,04,1,4592.40669447,4592.40669447,,7.0,1404
14,04,40,1722.15251043,1722.15251043,474.453016622,12.0,1404
14,04,45,1435.12709202,1435.12709202,861.076255213,0.0,1404
14,04,5,4592.40669447,4592.40669447,,7.0,1404
14,04,50,2487.55362617,2468.41859828,,12.0,1404
14,04,52,4305.38127607,4305.38127607,359.642849261,12.0,1404
14,04,53,1865.66521963,1865.66521963,236.795970184,1.5,1404
14,04,60,2296.20334724,2296.20334724,344.430502085,7.5,1404
14,04,74,1435.12709202,1435.12709202,,14.0,1404
14,04,90,1554.72101636,1435.12709202,,12.0,1404
14,04,93,1817.82764989,1817.82764989,236.795970184,5.0,1404
15,01,01,1834.22910237,1825.48166105,,3.5,1501
15,01,05,1834.22910237,1825.48166105,,3.5,1501
15,01,1,3906.27926571,3898.62525456,4305.38127607,4.71428571429,1501
15,01,10,1722.15251043,1722.15251043,215.269063803,6.5,1501
15,01,11,1722.15251043,1722.15251043,215.269063803,6.5,1501
15,01,12,1722.15251043,1722.15251043,215.269063803,6.5,1501
15,01,13,1722.15251043,1722.15251043,215.269063803,6.5,1501
15,01,14,1722.15251043,1722.15251043,215.269063803,6.5,1501
15,01,15,1896.75963996,1882.16918119,2611.93130748,8.5,1501
15,01,16,1896.75963996,1882.16918119,2611.93130748,8.5,1501
15,01,20,4640.2442642,4621.10923631,389.206467356,7.5,1501
15,01,28,4305.38127607,4305.38127607,,12.0,1501
15,01,29,4305.38127607,4305.38127607,,12.0,1501
15,01,36,4640.2442642,4621.10923631,389.206467356,7.5,1501
15,01,45,4941.93987066,4820.1135264,,8.5,1501
15,01,5,5278.07852733,5266.91642772,,3.0,1501
