mun,1,11,12,13,21,22,23,24,31,32,33,34,41,42,51,52,61,71,72,73,74,81,82,83,91,92,93,98,10,14,15,16,17,18,19,20,25,26,27,28,29,30,35,36,40,45,5,50,55,60,62,63,64,65,66,67,70,80,85,90,37,2
101,0.0154837517758,7.32619401036e-05,0.000789954832421,0.00164043039797,0.00473335839104,0.026527192921,0.00351020252148,0.024638308987,0.00567302240541,0.000519204184212,0.00294003350937,0.00488625287473,0.00758420345159,0.00281899204312,0.0793108281147,0.102251371272,0.00187932802874,0.00515063291946,0.0105943135993,0.00145886819858,0.0919883290544,4.77795261545e-05,0.00115626453294,0.00154168604392,0.0344140000382,0.0157481318205,0.00810340763581,0.000694395780112,0.00124226768002,0.0022774907467,0.0338119780087,0.00114670862771,0.00826585802473,0.00614763236521,0.00265972695593,0.0019271075549,0.00847290263807,0.00582910219085,0.00680061922266,0.00731026750164,0.00318530174363,0.000159265087182,0.000254824139491,0.0059565142606,0.0141586662505,0.0491173528868,0.000111485561027,0.0531626861013,0.064534213326,0.0125023093438,0.00479387912417,0.0275050805563,0.0336845659389,0.0503914735843,0.012263411713,0.0114352332596,0.0390836523944,0.0329997260641,0.042268954138,0.000382236209236,0.0,0.0
201,0.108577094695,0.00148735746158,0.00247892910263,0.000991571641051,0.000991571641051,0.0233019335647,0.0342092216163,0.00991571641051,0.00495785820526,0.00793257312841,0.0128904313337,0.0153693604363,0.0267724343084,0.0143777887952,0.0213187902826,0.120475954388,0.0302429350521,0.0272682201289,0.0208230044621,0.000991571641051,0.0128904313337,0.00148735746158,0.00297471492315,0.0267724343084,0.117501239465,0.0213187902826,0.0218145761031,0.00743678730788,0.0,0.0,0.0545364402578,0.0,0.0,0.0,0.0,0.0,0.0,0.00247892910263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019831432821,0.00247892910263,0.00247892910263,0.0,0.0892414476946,0.0123946455131,0.0371839365394,0.0,0.0,0.00743678730788,0.039662865642,0.0347050074368,0.0,0.0,0.0
202,0.015243902439,0.00609756097561,0.0,0.0030487804878,0.0,0.0914634146341,0.0243902439024,0.0030487804878,0.0030487804878,0.0,0.0121951219512,0.0182926829268,0.030487804878,0.00609756097561,0.115853658537,0.106707317073,0.121951219512,0.0365853658537,0.030487804878,0.0,0.0213414634146,0.0,0.00914634146341,0.0243902439024,0.189024390244,0.0701219512195,0.0457317073171,0.015243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0.00549450549451,0.0879120879121,0.0164835164835,0.0,0.0,0.0659340659341,0.0879120879121,0.010989010989,0.00549450549451,0.0164835164835,0.0164835164835,0.00549450549451,0.0494505494505,0.010989010989,0.021978021978,0.0824175824176,0.0934065934066,0.0769230769231,0.00549450549451,0.0,0.0274725274725,0.0,0.0164835164835,0.043956043956,0.148351648352,0.021978021978,0.0659340659341,0.0164835164835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0143884892086,0.00239808153477,0.00959232613909,0.00239808153477,0.0,0.0671462829736,0.0431654676259,0.00959232613909,0.00479616306954,0.00479616306954,0.0167865707434,0.0191846522782,0.0743405275779,0.0431654676259,0.0959232613909,0.0599520383693,0.103117505995,0.0359712230216,0.0239808153477,0.00239808153477,0.00959232613909,0.00239808153477,0.0119904076739,0.0431654676259,0.143884892086,0.0359712230216,0.0287769784173,0.0191846522782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0719424460432,0.0,0.0,0.0
205,0.0167785234899,0.00671140939597,0.0,0.00335570469799,0.0,0.10067114094,0.0268456375839,0.00335570469799,0.00335570469799,0.0,0.0134228187919,0.0201342281879,0.0335570469799,0.00671140939597,0.0268456375839,0.11744966443,0.134228187919,0.0402684563758,0.0335570469799,0.0,0.0234899328859,0.0,0.010067114094,0.0268456375839,0.208053691275,0.0771812080537,0.0503355704698,0.0167785234899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0170454545455,0.00284090909091,0.0113636363636,0.00284090909091,0.0,0.0795454545455,0.0511363636364,0.0113636363636,0.00568181818182,0.00568181818182,0.0198863636364,0.0227272727273,0.0880681818182,0.0511363636364,0.0284090909091,0.0568181818182,0.122159090909,0.0426136363636,0.0284090909091,0.00284090909091,0.0113636363636,0.00284090909091,0.0142045454545,0.0511363636364,0.170454545455,0.0426136363636,0.0340909090909,0.0227272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0243161094225,0.00303951367781,0.00506585612969,0.00202634245187,0.00202634245187,0.047619047619,0.0699088145897,0.0202634245187,0.0101317122594,0.016210739615,0.0263424518744,0.0314083080041,0.0547112462006,0.0293819655522,0.0334346504559,0.12462006079,0.0618034447822,0.0557244174265,0.0425531914894,0.00202634245187,0.0263424518744,0.00303951367781,0.00607902735562,0.0547112462006,0.164133738602,0.0233029381966,0.0445795339412,0.0151975683891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0.00549450549451,0.0879120879121,0.0164835164835,0.0,0.0,0.0659340659341,0.0879120879121,0.010989010989,0.00549450549451,0.0164835164835,0.0164835164835,0.00549450549451,0.0494505494505,0.010989010989,0.021978021978,0.0824175824176,0.0934065934066,0.0769230769231,0.00549450549451,0.0,0.0274725274725,0.0,0.0164835164835,0.043956043956,0.148351648352,0.021978021978,0.0659340659341,0.0164835164835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
