HS6,1996DFLines,1996AvgRate,1996NumLines,1997DFLines,1997AvgRate,1997NumLines,1998DFLines,1998AvgRate,1998NumLines,1999DFLines,1999AvgRate,1999NumLines,2000DFLines,2000AvgRate,2000NumLines,2001DFLines,2001AvgRate,2001NumLines,2002DFLines,2002AvgRate,2002NumLines,2003DFLines,2003AvgRate,2003NumLines,2004DFLines,2004AvgRate,2004NumLines,2005DFLines,2005AvgRate,2005NumLines,2006DFLines,2006AvgRate,2006NumLines,Base,duty2007,duty2008,duty2009,duty2010,duty2011,duty2012,duty2013,duty2014,duty2015
'846930,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847010,,14.0,1.0,,14.0,1.0,,14.0,1.0,,14.0,1.0,,14.0,1.0,,14.0,1.0,,14.0,1.0,,14.0,1.0,,14.0,1.0,,14.0,1.0,,14.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847021,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847029,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847030,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847040,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847050,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847090,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847110,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847130,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847141,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847149,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847150,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847160,,3.0,4.0,,3.0,4.0,,3.0,4.0,,3.0,4.0,,3.0,4.0,4.0,0.0,,4.0,0.0,,4.0,0.0,,4.0,0.0,,4.0,0.0,,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847170,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,2.0,0.0,,2.0,0.0,,2.0,0.0,,2.0,0.0,,2.0,0.0,,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847180,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847190,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847210,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847220,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847230,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847290,,6.0,5.0,,6.0,5.0,,6.0,5.0,,6.0,5.0,,6.0,5.0,,6.0,5.0,,6.0,5.0,,6.0,5.0,,6.0,5.0,,6.0,5.0,,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847310,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847321,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847329,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847330,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847340,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847350,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847410,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847420,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847431,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847432,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847439,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847480,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847490,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847510,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847521,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847529,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847590,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847621,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847629,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847681,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847689,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847690,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847710,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847720,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847730,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847740,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847751,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847759,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847780,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847790,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847810,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847890,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847910,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847920,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847930,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847940,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847950,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847960,,20.0,1.0,,20.0,1.0,,20.0,1.0,,20.0,1.0,,20.0,1.0,,20.0,1.0,,20.0,1.0,,20.0,1.0,,20.0,1.0,,20.0,1.0,,20.0,1.0,20.0,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636
'847981,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847982,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847989,,3.0,7.0,,3.0,7.0,,3.0,7.0,,3.0,7.0,,3.0,7.0,,3.0,7.0,,3.0,7.0,,3.0,7.0,,3.0,7.0,,3.0,7.0,,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'847990,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848010,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848020,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848030,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848041,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848049,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848050,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848060,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848071,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848079,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848110,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848120,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848130,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848140,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848180,,8.5,4.0,,8.5,4.0,,8.5,4.0,,8.5,4.0,,8.5,4.0,,8.5,4.0,,8.5,4.0,,8.5,4.0,,8.5,4.0,,8.5,4.0,,8.5,4.0,8.5,6.21212121212,5.42424242424,4.63636363636,3.84848484848,3.06060606061,2.27272727273,1.81818181818,1.36363636364,0.909090909091
'848190,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848210,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848220,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848230,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848240,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848250,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848280,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848291,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848299,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848310,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848320,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848330,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848340,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848350,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848360,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848390,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848410,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'848420,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
