occ,mun,inctot,educdo,edu10
11,903,5.82593515092,12.5,8.3125
11,904,5.82593515092,12.5,8.3125
11,1001,1.19326382609,14.125,5.0
11,1002,1.19326382609,14.125,5.0
11,1003,1.19326382609,14.125,5.0
11,1004,1.19326382609,14.125,5.0
11,1005,1.19326382609,14.125,5.0
11,1006,1.19326382609,14.125,5.0
11,1101,0.421151938621,10.0,9.79166666667
11,1201,4.49228734529,16.0,13.3333333333
11,1202,4.49228734529,16.0,13.3333333333
11,1301,1.06691824451,11.0,12.5227272727
11,1601,0.561535918161,12.0,3.0
11,1602,0.561535918161,12.0,3.0
11,1701,6.87881499747,9.5,8.65625
11,1801,3.13056274375,13.5,9.875
11,1804,8.42303877242,9.0,2.5
11,1805,1.4038397954,12.0,7.25
11,1806,1.4038397954,12.0,7.25
11,1808,1.4038397954,12.0,7.25
11,1901,1.68460775448,12.0,15.625
11,1903,5.61535918161,10.0,
11,2001,2.1057596931,12.0,10.40625
11,2101,1.60037736676,13.0,14.25
11,2106,2.24614367264,12.0,
11,2201,7.44035091564,16.0,11.5
11,2202,7.44035091564,16.0,11.5
11,2203,0.14038397954,10.0,7.33333333333
11,2204,7.44035091564,16.0,11.5
11,2205,2.80767959081,16.5,8.0
11,2206,0.14038397954,10.0,7.33333333333
11,2301,4.96959287573,18.0,8.8
11,2302,7.01919897701,13.0,4.5
11,2303,4.96959287573,18.0,8.8
11,2305,7.01919897701,13.0,4.5
11,2306,7.01919897701,13.0,4.5
11,2403,3.93075142713,16.0,
11,2404,0.280767959081,11.0,4.66666666667
11,2501,8.49323076219,13.875,12.3359375
11,2502,0.561535918161,10.0,9.0
11,2509,2.67665454324,11.0,
11,2601,16.4249256062,15.125,6.33333333333
11,2602,16.4249256062,15.125,6.33333333333
11,2603,16.4249256062,15.125,6.33333333333
11,2701,2.29122109727,9.58027522936,10.0
11,2702,4.21151938621,13.0,11.5
11,2703,4.21151938621,13.0,6.0
11,2802,5.29247602867,15.0,2.0
11,2803,5.29247602867,15.0,2.0
11,2901,3.09720714138,15.1609195402,10.375
11,2902,0.166787132938,11.121274409,7.66666666667
11,2903,7.01322519065,12.820668693,11.2
11,2904,0.561535918161,12.0,16.0
11,2905,0.561535918161,12.0,
11,3002,7.01919897701,16.5,5.0
11,3003,7.01919897701,16.5,5.0
11,3101,13.4768620359,17.0,8.125
11,3102,7.86150285426,16.5,12.0
11,3103,7.86150285426,16.5,12.0
11,3201,2.35845085628,14.6,13.8318965517
11,3202,1.12307183632,16.25,10.3636363636
11,3203,0.842303877242,12.0,11.2619047619
11,3204,3.15863953966,14.25,10.0
11,3207,3.36921550897,17.25,9.16666666667
12,101,8.62117161627,16.0010330579,14.9501510574
12,201,9.0407282824,15.2,13.0
12,203,2.79972449863,13.6666666667,
12,204,1.75676511997,16.125,
12,206,1.75676511997,16.125,
12,207,9.0407282824,15.2,13.0
12,208,2.79972449863,13.6666666667,
12,209,2.79972449863,13.6666666667,
12,301,2.78896172687,14.3333333333,12.0
12,302,2.78896172687,14.3333333333,12.0
12,303,5.61535918161,14.0,
12,304,2.78896172687,14.3333333333,12.0
12,305,2.78896172687,14.3333333333,12.0
12,401,2.94104437137,15.625,15.0
12,405,4.21151938621,17.25,
12,406,2.94104437137,15.625,15.0
12,407,2.94104437137,15.625,15.0
12,408,2.94104437137,15.625,15.0
12,411,4.21151938621,17.25,
12,502,5.05382326345,12.0,11.8333333333
12,503,5.05382326345,12.0,11.8333333333
12,504,5.05382326345,12.0,11.8333333333
12,505,5.05382326345,12.0,11.8333333333
12,601,4.47161100169,15.7984210526,15.225
12,602,2.3404817069,16.9,12.0
12,603,2.01244263325,16.9636363636,
12,604,2.3404817069,16.9,
12,605,2.3404817069,16.9,12.0
12,606,2.3404817069,16.9,
12,607,2.01244263325,16.9636363636,
12,701,2.32457152255,15.6666666667,
12,702,2.32457152255,15.6666666667,
12,703,8.42303877242,19.0,16.0
12,704,8.42303877242,19.0,16.0
12,705,2.32457152255,15.6666666667,
12,706,8.42303877242,19.0,16.0
12,801,2.78896172687,15.0833333333,14.0
12,901,4.74727845338,15.8860638739,15.7272727273
12,902,4.74727845338,15.8860638739,15.7272727273
12,903,2.73748760104,13.5,
12,904,2.73748760104,13.5,
12,1001,3.06037075398,16.0,13.0
12,1002,3.06037075398,16.0,13.0
12,1003,3.06037075398,16.0,13.0
12,1004,3.06037075398,16.0,13.0
12,1005,3.06037075398,16.0,13.0
12,1006,3.06037075398,16.0,13.0
12,1101,3.47972496835,16.0199506239,14.44
12,1102,3.15583186007,15.5,
12,1201,3.74223579746,13.4285714286,15.2777777778
12,1202,3.74223579746,13.4285714286,15.2777777778
12,1301,6.05376577782,16.1398052372,14.6346153846
12,1302,1.50202504312,14.4900556881,9.0
12,1303,3.13592335737,15.6390243902,11.5
12,1304,3.6701987611,14.0,16.25
12,1401,4.23126349775,15.165375447,8.0
12,1402,3.12706003935,16.028978389,12.0
12,1403,4.49228734529,16.25,
12,1404,3.12706003935,16.028978389,12.0
12,1501,4.94151607982,16.5,12.0
12,1502,3.4815226926,13.0,11.0
12,1503,2.80767959081,15.0,
12,1504,2.80767959081,15.0,
12,1505,4.94151607982,16.5,12.0
12,1506,3.4815226926,13.0,11.0
12,1601,5.89612714069,14.0625,
12,1602,5.89612714069,14.0625,
12,1701,4.60576311887,15.419329696,16.125
12,1702,2.94806357035,15.0,10.0
12,1801,5.51843947651,15.166438557,12.4375
12,1802,3.08844754989,15.0,
12,1803,3.08844754989,15.0,
12,1804,3.08844754989,15.0,16.25
12,1805,3.15804469229,15.9915254237,
12,1806,3.15804469229,15.9915254237,
12,1807,2.80881531789,16.2449436579,14.5
12,1808,3.15804469229,15.9915254237,
12,1809,2.80881531789,16.2449436579,14.5
12,1901,3.00421716216,16.5,9.5
12,1903,2.85512937589,15.0,
12,2001,2.80767959081,20.0,10.8333333333
12,2002,2.52691163173,14.0,12.0
12,2003,2.52691163173,14.0,12.0
12,2101,4.23608658263,15.71875,13.0
12,2102,2.80767959081,16.0,
12,2103,4.77305530437,14.5,9.75
12,2105,3.89331569925,13.6666666667,9.33333333333
12,2106,2.19420160021,16.0,12.0
12,2108,2.80767959081,16.0,
12,2201,4.55798704771,16.725,13.45
12,2202,4.55798704771,16.725,13.45
12,2204,4.55798704771,16.725,13.45
12,2301,14.498155487,14.75,12.6041666667
12,2302,1.68460775448,15.0,14.625
12,2303,14.498155487,14.75,12.6041666667
12,2304,3.36921550897,15.0,
12,2305,1.68460775448,15.0,14.625
12,2306,1.68460775448,15.0,14.625
12,2401,2.17595168287,16.625,9.0
12,2402,2.17595168287,16.625,9.0
12,2403,3.22883152943,17.0,15.625
12,2404,1.96537571356,17.0,
12,2501,5.73583109749,15.625,14.8827160494
12,2502,3.08844754989,13.0,16.5
12,2504,2.69424933534,15.3333333333,15.0
12,2505,2.51755269976,13.3333333333,
12,2507,3.17267793761,14.0,
12,2509,1.96537571356,15.0,
12,2601,2.80767959081,17.25,
12,2602,2.80767959081,17.25,
12,2603,2.80767959081,17.25,
12,2701,2.5683667633,16.7836869266,15.6666666667
12,2702,2.40011974269,11.914017341,14.0
12,2703,3.45186854861,16.5393258427,16.0
12,2801,2.52290791924,15.7595005429,16.375
12,2802,3.60798826049,17.9134615385,14.0
12,2803,3.60798826049,17.9134615385,14.0
12,2901,2.98333245191,15.5476190476,
12,2902,6.47439948396,14.2723535457,14.75
12,2903,3.22584463625,14.7446808511,11.5
12,2904,4.0018319231,15.3475738397,
12,2905,2.52691163173,9.0,
12,3002,1.68460775448,15.0,
12,3003,1.68460775448,15.0,
12,3101,3.03229395807,13.0,
12,3102,1.96537571356,17.0,7.0
12,3103,1.96537571356,17.0,7.0
12,3201,4.4913355895,15.6101694915,14.4338842975
12,3202,6.64156607205,15.1875,14.9602272727
12,3203,5.42116134325,15.6458333333,14.2045454545
12,3204,3.32242084912,12.3333333333,14.0625
12,3205,4.21151938621,14.0,16.5
12,3206,4.26455333404,14.8888888889,13.15
12,3207,0.561535918161,15.0,13.5
13,101,7.62892881832,15.5537897311,15.0153301887
13,201,2.2601820706,17.0,13.8289473684
13,204,1.68460775448,15.0,13.0
13,206,1.68460775448,15.0,13.0
13,207,2.2601820706,17.0,13.8289473684
13,401,26.6111871617,12.2,12.54
13,402,1.4038397954,10.0,10.3333333333
13,406,26.6111871617,12.2,12.54
13,407,26.6111871617,12.2,12.54
13,408,26.6111871617,12.2,12.54
13,409,1.4038397954,10.0,10.3333333333
13,410,1.4038397954,10.0,10.3333333333
13,601,1.5117965534,13.1035087719,13.9895833333
13,602,0.935893196935,11.6666666667,14.05
13,603,1.88880263381,11.6666666667,16.1666666667
13,604,0.935893196935,11.6666666667,10.15625
13,605,0.935893196935,11.6666666667,14.05
13,606,0.935893196935,11.6666666667,10.15625
13,607,1.88880263381,11.6666666667,16.1666666667
13,801,3.35049764503,15.0833333333,12.1071428571
13,802,4.21151938621,12.0,15.4166666667
13,901,0.893746948965,12.7379458731,13.4471153846
13,902,0.893746948965,12.7379458731,13.4471153846
13,903,2.10097165482,13.8032192575,10.7083333333
13,904,2.10097165482,13.8032192575,10.7083333333
13,1001,5.12401525322,16.5,12.375
13,1002,5.12401525322,16.5,12.375
13,1003,5.12401525322,16.5,12.375
13,1004,5.12401525322,16.5,12.375
13,1005,5.12401525322,16.5,12.375
13,1006,5.12401525322,16.5,12.375
13,1101,1.36214832132,14.7376825681,13.1590909091
13,1102,2.30192290718,14.0,12.9375
13,1201,3.20790763152,14.4523809524,13.7151162791
13,1202,3.20790763152,14.4523809524,13.7151162791
13,1301,4.4835746689,14.948700028,13.796875
13,1302,5.24345890168,13.3908114558,15.1944444444
13,1303,1.38137835868,14.0402439024,14.35
13,1304,4.21151938621,17.25,9.66666666667
13,1401,1.28451341279,13.625,11.7083333333
13,1402,3.6949063415,14.5,12.0833333333
13,1404,3.6949063415,14.5,12.0833333333
13,1501,2.55779610722,12.75,14.0
13,1502,1.68460775448,11.0,12.0
13,1503,7.44035091564,14.0,8.66666666667
13,1504,7.44035091564,14.0,8.66666666667
13,1505,2.55779610722,12.75,14.0
13,1506,1.68460775448,11.0,12.0
13,1701,1.35704513556,15.0,12.3103448276
13,1801,6.65204087668,14.3461538462,15.0178571429
13,1802,4.21151938621,16.0,13.75
13,1803,4.21151938621,16.0,13.75
13,1805,2.49883483582,13.0,14.3928571429
13,1806,2.49883483582,13.0,14.3928571429
13,1807,3.74357278774,14.0416666667,12.875
13,1808,2.49883483582,13.0,14.3928571429
13,1809,3.74357278774,14.0416666667,12.875
13,1901,3.36921550897,18.0,13.225
13,1902,0.280767959081,12.0,14.4166666667
13,1903,1.85306852993,11.5,13.875
13,2001,2.1057596931,13.5,15.5
13,2002,1.82499173402,16.25,14.275
13,2003,1.82499173402,16.25,14.275
13,2101,2.90343226362,14.3269230769,13.5714285714
13,2102,0.561535918161,12.0,13.625
13,2103,3.43940749874,13.25,14.0454545455
13,2104,1.26345581586,12.0,16.0833333333
13,2106,0.14038397954,11.0,14.25
13,2107,0.701919897701,12.0,13.5714285714
13,2108,0.561535918161,12.0,13.625
13,2201,1.82098076318,14.2142857143,15.0
13,2202,1.82098076318,14.2142857143,15.0
13,2204,1.82098076318,14.2142857143,15.0
13,2205,0.561535918161,10.0,13.65625
13,2301,3.241038832,13.8152173913,13.8018867925
13,2302,2.80767959081,12.0,7.9
13,2303,3.241038832,13.8152173913,13.8018867925
13,2304,1.68460775448,12.0,12.625
13,2305,2.80767959081,12.0,7.9
13,2306,2.80767959081,12.0,7.9
13,2401,2.0776828972,14.05,13.9642857143
13,2402,2.0776828972,14.05,13.9642857143
13,2403,2.52691163173,16.25,13.35
13,2404,1.23537901995,12.5,10.5
13,2501,5.04820790427,15.169047619,14.1232517483
13,2502,2.80767959081,11.0,14.175
13,2503,0.982687856782,12.0,14.6666666667
13,2504,2.80767959081,16.0,14.8571428571
13,2505,5.61535918161,14.0,11.5
13,2506,3.04165289004,13.6666666667,13.6785714286
13,2507,2.52691163173,16.25,12.8333333333
13,2601,11.2307183632,18.0,13.46875
13,2602,11.2307183632,18.0,13.46875
13,2603,11.2307183632,18.0,13.46875
13,2701,1.78989573914,14.5625,15.28125
13,2702,2.73748760104,13.5,13.75
13,2703,0.842303877242,16.0,12.6428571429
13,2801,3.40750204884,14.7727272727,14.875
13,2903,0.701919897701,10.0,9.6
13,2904,0.168460775448,9.0,10.75
13,3001,3.19373553454,13.8125,13.4027777778
13,3002,2.49883483582,13.0,15.5
13,3003,2.49883483582,13.0,15.5
13,3101,7.01919897701,16.0,13.0
13,3102,2.24614367264,13.0,9.08333333333
13,3103,2.24614367264,13.0,9.08333333333
13,3201,4.33286824988,14.5550847458,14.6872693727
13,3202,4.46616939561,14.9825581395,14.2925531915
13,3203,2.58742196773,14.0689655172,13.25
13,3205,1.68460775448,14.0,10.0833333333
13,3206,6.12916454673,14.7,13.15
13,3207,1.54422377494,14.625,11.8194444444
21,101,5.5676083432,16.0311986864,16.108783008
21,201,2.39354685116,16.0,16.2083333333
21,207,2.39354685116,16.0,16.2083333333
21,301,3.15863953966,16.375,15.78125
21,302,3.15863953966,16.375,15.78125
21,303,1.68460775448,14.0,
21,304,3.15863953966,16.375,15.78125
21,305,3.15863953966,16.375,15.78125
21,401,6.21299383737,15.3571428571,16.0089285714
21,402,2.68133400922,16.375,16.1
21,403,5.61535918161,17.25,16.5
21,404,5.61535918161,17.25,16.5
21,406,6.21299383737,15.3571428571,16.0089285714
21,407,6.21299383737,15.3571428571,16.0089285714
21,408,6.21299383737,15.3571428571,16.0089285714
21,409,2.68133400922,16.375,16.1
21,410,2.68133400922,16.375,16.1
21,501,11.2307183632,16.0,15.8333333333
21,601,2.50410440709,15.6131578947,16.0472972973
21,602,3.16200875517,16.0,16.25
21,603,3.16200875517,16.0,15.0833333333
21,604,3.16200875517,16.0,15.7954545455
21,605,3.16200875517,16.0,16.25
21,606,3.16200875517,16.0,15.7954545455
21,607,3.16200875517,16.0,15.0833333333
21,801,3.86055943736,16.3125,16.0833333333
21,802,3.36921550897,16.5,
21,901,2.58027035377,15.9252384903,15.9551282051
21,902,2.58027035377,15.9252384903,15.9551282051
21,903,1.34768620359,16.05,
21,904,1.34768620359,16.05,
21,1001,2.1057596931,16.75,16.0625
21,1002,2.1057596931,16.75,16.0625
21,1003,2.1057596931,16.75,16.0625
21,1004,2.1057596931,16.75,16.0625
21,1005,2.1057596931,16.75,16.0625
21,1006,2.1057596931,16.75,16.0625
21,1101,3.50959948851,15.0,15.9534883721
21,1201,3.75555222066,15.685,15.9958333333
21,1202,3.75555222066,15.685,15.9958333333
21,1301,2.98122220016,15.8341187747,16.0528169014
21,1302,3.36358674797,16.2052505967,15.5
21,1303,2.48335835807,15.6390243902,16.0208333333
21,1304,1.01076465269,14.0,16.25
21,1501,3.43825681038,16.1159250585,16.125
21,1502,2.52691163173,16.0,16.0
21,1503,2.52691163173,16.0,16.1666666667
21,1504,2.52691163173,16.0,16.1666666667
21,1505,3.43825681038,16.1159250585,16.125
21,1506,2.52691163173,16.0,16.0
21,1601,2.52691163173,16.25,16.0
21,1602,2.52691163173,16.25,16.0
21,1701,2.80315010116,14.3837879969,16.0
21,1702,2.48479643786,13.0,16.2
21,1801,3.2662672573,14.1666666667,16.1
21,1805,2.5971036215,18.0,15.5625
21,1806,2.5971036215,18.0,15.5625
21,1807,6.77352701282,16.875,15.9090909091
21,1808,2.5971036215,18.0,15.5625
21,1809,6.77352701282,16.875,15.9090909091
21,1901,0.301965939991,13.5,15.7777777778
21,1902,0.701919897701,14.0,16.0
21,2002,3.36921550897,22.0,16.3125
21,2003,3.36921550897,22.0,16.3125
21,2101,4.18031403304,15.3154761905,16.0892857143
21,2103,3.41788195521,15.3666666667,16.1111111111
21,2104,1.221340622,12.5,15.1666666667
21,2105,13.1025047571,14.6666666667,15.9642857143
21,2106,1.68460775448,16.25,15.8
21,2201,3.18203686958,15.5416666667,16.1041666667
21,2202,3.18203686958,15.5416666667,16.1041666667
21,2203,4.21151938621,16.5,15.0625
21,2204,3.18203686958,15.5416666667,16.1041666667
21,2206,4.21151938621,16.5,15.0625
21,2301,6.8416322137,15.7635135135,15.8798701299
21,2302,3.36921550897,14.0,16.1
21,2303,6.8416322137,15.7635135135,15.8798701299
21,2304,3.36921550897,16.0,16.15
21,2305,3.36921550897,14.0,16.1
21,2306,3.36921550897,14.0,16.1
21,2401,2.0776828972,13.7,15.75
21,2402,2.0776828972,13.7,15.75
21,2403,2.03556770333,16.5,16.15625
21,2404,1.19326382609,16.5,16.1666666667
21,2501,4.75295394614,15.4329710145,16.0155109489
21,2502,2.45204017597,14.25,15.8611111111
21,2503,4.13121974991,15.0,14.625
21,2504,0.842303877242,17.25,16.2
21,2506,1.68460775448,15.0,15.625
21,2507,2.80767959081,15.25,16.1818181818
21,2509,2.1057596931,13.0,
21,2601,2.1057596931,16.25,16.225
21,2602,2.1057596931,16.25,16.225
21,2603,2.1057596931,16.25,16.225
21,2701,1.68895450614,16.4637327982,16.0375
21,2702,2.08433693553,16.25,16.0
21,2703,3.00579451025,16.1421348315,16.25
21,2801,6.20505963567,15.359375,15.9347826087
21,2802,2.24614367264,16.0,16.0833333333
21,2803,2.24614367264,16.0,16.0833333333
21,2901,1.54422377494,13.0,16.25
21,2902,1.54422377494,13.0,15.1666666667
21,2903,1.65943251195,15.6671732523,16.0833333333
21,2904,1.1754937021,13.0,16.25
21,2905,1.54422377494,13.0,
21,3001,2.73046840206,16.125,15.5555555556
21,3101,4.99766967163,16.25,15.7045454545
21,3102,0.0280767959081,12.0,16.5
21,3103,0.0280767959081,12.0,16.5
21,3201,4.66422674348,15.4835680751,16.0742857143
21,3202,3.13713768963,15.0981012658,16.0862068966
21,3203,4.61621701653,15.1453488372,15.9269230769
21,3204,4.57250676217,14.8928571429,16.125
21,3206,2.54696648595,15.3928571429,15.773255814
21,3207,4.58587666498,15.5833333333,16.1666666667
22,101,4.66743684895,16.3893596987,16.0815839695
22,201,2.7496949036,14.5434782609,15.7424242424
22,202,0.711278829671,13.1666666667,15.125
22,203,0.87038067315,11.25,
22,204,2.49482386497,15.2142857143,13.0
22,205,0.711278829671,13.1666666667,15.125
22,206,2.49482386497,15.2142857143,13.0
22,207,2.7496949036,14.5434782609,15.7424242424
22,208,0.87038067315,11.25,
22,209,0.87038067315,11.25,
22,210,0.711278829671,13.1666666667,15.125
22,301,2.01872162579,15.0,15.4107142857
22,302,2.01872162579,15.0,15.4107142857
22,303,1.86008772891,14.5,
22,304,2.01872162579,15.0,15.4107142857
22,305,2.01872162579,15.0,15.4107142857
22,401,2.14175608179,15.025862069,16.0166666667
22,402,2.10724375232,14.5,16.25
22,403,1.35236566957,13.8333333333,15.625
22,404,1.35236566957,13.8333333333,15.625
22,405,30.2302861542,16.35,15.0
22,406,2.14175608179,15.025862069,16.0166666667
22,407,2.14175608179,15.025862069,16.0166666667
22,408,2.14175608179,15.025862069,16.0166666667
22,409,2.10724375232,14.5,16.25
22,410,2.10724375232,14.5,16.25
22,411,30.2302861542,16.35,15.0
22,501,2.06715409873,15.1666666667,15.6428571429
22,502,2.02152930538,13.8,15.84375
22,503,2.02152930538,13.8,15.84375
22,504,2.02152930538,13.8,15.84375
22,505,2.02152930538,13.8,15.84375
22,601,2.47118708576,14.9762614901,15.9558823529
22,602,1.72906675044,14.5326086957,14.25
22,603,1.6114394024,15.0951910408,16.125
22,604,1.72906675044,14.5326086957,15.8214285714
22,605,1.72906675044,14.5326086957,14.25
22,606,1.72906675044,14.5326086957,15.8214285714
22,607,1.6114394024,15.0951910408,16.125
22,701,3.43940749874,14.9375,16.4166666667
22,702,3.43940749874,14.9375,16.4166666667
22,703,3.57511201229,16.75,16.25
22,704,3.57511201229,16.75,16.25
22,705,3.43940749874,14.9375,16.4166666667
22,706,3.57511201229,16.75,16.25
22,801,2.87787158058,16.8,16.0
22,802,1.75479974425,13.8125,16.5
22,901,2.20845252472,15.0067192036,15.7797619048
22,902,2.20845252472,15.0067192036,15.7797619048
22,903,1.76883814221,12.8,16.0357142857
22,904,1.76883814221,12.8,16.0357142857
22,1001,1.99997256541,14.6111111111,14.7
22,1002,1.99997256541,14.6111111111,14.7
22,1003,1.99997256541,14.6111111111,14.7
22,1004,1.99997256541,14.6111111111,14.7
22,1005,1.99997256541,14.6111111111,14.7
22,1006,1.99997256541,14.6111111111,14.7
22,1101,3.77436367392,16.08,15.6785714286
22,1201,2.43703780802,15.475,15.9433962264
22,1202,2.43703780802,15.475,15.9433962264
22,1301,4.08005469485,14.7217672738,15.9268292683
22,1302,2.63813219645,13.7890214797,14.0
22,1303,1.40308287985,12.4005321508,14.9375
22,1304,0.954183725959,15.038267148,16.5
22,1401,1.82790315386,14.3022943981,15.9615384615
22,1402,1.31362447181,14.2711198428,15.75
22,1403,1.71879286095,14.0229007634,16.25
22,1404,1.31362447181,14.2711198428,15.75
22,1501,1.20894606456,14.1303669009,16.15625
22,1502,2.08185940017,15.3517762661,15.0
22,1503,0.685742774744,11.2840778923,16.25
