mun,duty02,duty13,inc02,edu02,edu10,grossalary13,occinc13,frstsourcinc13,edu13,prov
2202,9.12993282156,1.71249590728,2182.6577011,8.21525809574,5.63558367512,1781.4710969,1913.82170649,535.780781022,2.875,22
2203,10.0491469817,1.03146945271,2071.49141463,6.96250306598,3.8373330029,1870.6608287,1845.06562614,1090.06513402,4.02564102564,22
2204,9.12993282156,1.71249590728,2182.6577011,8.21525809574,5.63558367512,1059.86793389,1048.75898714,248.317648854,4.61111111111,22
2205,8.60135124257,1.01313862643,4122.63880917,9.35634654172,5.12650519433,1713.94063961,1694.8492175,901.549738455,7.54098360656,22
2206,10.0491469817,1.03146945271,2071.49141463,6.96250306598,3.8373330029,3961.2603112,4007.35321662,1973.29975153,7.29411764706,22
2301,11.3246432471,1.04963668381,2734.89117463,8.92771322947,7.72448060526,2654.84429001,2644.7675754,1148.64758471,9.02843601896,23
2302,10.1695893005,1.27017980855,1506.58793011,6.2764261745,5.78746365466,1261.95508958,1280.57494365,404.825433875,5.13333333333,23
2304,8.13554801654,1.02277007573,1946.752041,7.77404718693,6.9104040404,2955.61434754,2927.56667888,572.979275247,9.09375,23
2305,9.39254696398,1.18628124747,1506.58793011,6.2764261745,5.78746365466,1824.15692835,1788.57681591,910.787463095,6.42307692308,23
2401,12.4004938805,1.5859175263,2465.17356279,9.2182952183,6.78362248439,3788.84144899,3804.58193536,2805.4918443,9.16363636364,24
2403,8.43118133947,0.967806587983,2119.38565926,9.01104100946,7.4574270557,2354.59817374,2340.74177423,1325.89797446,7.44827586207,24
2404,7.3897946225,1.93976743682,1419.97646477,6.94614512472,6.14696,3783.82129987,3924.56005129,1152.56651346,6.20930232558,24
2501,11.0048080828,1.70787066654,3009.40511635,9.46394085697,7.62777987184,3725.28540392,3783.07191572,3659.19480107,9.41363636364,25
2502,13.3744339261,3.52071738671,1764.07690473,7.67682119205,6.31386542383,1994.32218899,2074.92861825,474.056648188,6.0,25
2503,5.61521893455,1.76154546564,1964.26991788,6.78010948905,5.14511548656,1977.17140551,1991.09532747,684.510974496,5.9,25
2505,7.61471262408,2.17829465863,1752.23665554,6.64705882353,5.3897080292,4591.60940164,4069.77084565,1969.80392913,8.20833333333,25
2506,4.4802545242,0.451645788303,2149.90608455,7.4211409396,6.35305623472,3268.29465594,3268.62566993,2175.24263519,7.67857142857,25
2507,12.3666989443,2.80729646889,1938.59938763,7.8041958042,6.46791747888,3061.46626556,3037.3093559,1014.34046902,6.97058823529,25
2509,6.07333050697,0.0,1597.46945085,6.50461613217,0.0,1718.16604628,1685.07839388,1824.20599253,7.36363636364,25
2601,10.8647006996,1.95124378114,2066.19841077,8.33843797856,6.14027220933,2415.62009539,2385.41738709,1537.99021213,9.34567901235,26
2602,6.86687023581,1.15640718869,2066.19841077,8.33843797856,6.14027220933,1926.47873015,1969.40980178,893.005658576,5.4,26
2603,8.3126697418,1.40925095621,2066.19841077,8.33843797856,6.14027220933,3812.65430781,3772.37507409,2183.44336143,9.66666666667,26
2701,10.0617427593,1.9893025501,2520.83476677,8.51100377462,4.86803300939,2516.3765755,2500.70895785,1612.64127387,7.28767123288,27
2702,10.8948727912,1.81230896601,1820.70778159,7.38426818213,4.51788553891,2739.01591184,2691.16319689,1580.70064373,7.5223880597,27
2703,11.1144510274,2.93650651655,1705.52578348,6.41703719827,2.35380306067,3087.51647992,3072.96588579,12126.2908804,8.06349206349,27
2801,11.0159603902,0.882645462463,3181.06115509,8.95330630793,6.76467742968,3292.3891461,3380.47563295,7144.24665474,9.18,28
2802,6.41933947448,0.805948036031,1926.49040863,8.50915371072,5.2990057428,2767.9233827,2880.56100589,2151.09605238,10.0434782609,28
2803,5.82362482991,0.744792299735,1926.49040863,8.50915371072,5.2990057428,3392.2356661,3722.7196767,2051.64812324,9.44,28
2901,9.69337420131,1.5783935853,3685.30707544,7.66156072366,5.69943917049,4112.66420942,4344.90246829,1412.6593801,7.0,29
2903,8.18807005931,1.2091863151,2350.6953789,7.45836772481,4.2132833615,1881.73098905,1849.23301442,1476.99293847,5.16,29
2905,9.19917913931,0.607052632919,2084.5738003,7.24067531008,3.68943883713,1616.90985701,1616.90985701,853.326568916,6.13333333333,29
3001,12.0645101927,1.46173932189,2508.32071359,8.12219551282,6.32546221865,2009.8454298,2033.0500429,1014.34782864,7.23255813953,30
3002,10.8487303517,1.75003890564,1629.25029485,6.02226720648,5.71807711567,2246.2256757,2291.73850739,872.010556867,2.66666666667,30
3003,10.7673964406,1.80295730527,1629.25029485,6.02226720648,5.71807711567,6314.5592049,6306.18763019,426.041396052,11.1818181818,30
3101,10.8099549644,2.96816137226,1853.69334022,7.0795990566,5.87836791576,2014.53928016,1992.43477942,984.975560824,6.75471698113,31
3102,13.7780508101,3.75255416679,1910.11592408,5.23907455013,4.89400458979,3217.72889511,3385.46481008,1020.53482099,8.81818181818,31
3103,13.5218879972,3.71935609385,1910.11592408,5.23907455013,4.89400458979,2740.72371308,2740.72371308,899.729011558,5.42857142857,31
3201,9.49487881547,1.04934053351,3849.31150051,10.7548810723,8.60786314526,3580.97012364,3766.03563935,10528.1207506,10.3222591362,32
3202,8.12018983564,1.15815765383,4085.51374353,10.1818927262,8.34791615028,3555.63354655,3581.48857634,1614.06950131,10.1186440678,32
3203,8.15062828332,1.12634318992,3559.17144488,9.4682706355,7.51728034655,2818.15309091,2814.42377572,1326.94058816,9.57754010695,32
3204,9.50621886152,1.00763459962,2954.70523951,7.95579029734,6.91409651669,2307.45528265,2356.62641877,11693.0843626,9.0,32
3206,7.78715319983,0.467366159847,2916.32687359,8.62669094693,7.27498469364,2979.07425572,3153.40341806,1625.69956751,8.66037735849,32
3207,5.71579186209,0.461018083591,2746.48342643,8.10107913669,6.81911592015,2645.41760629,2597.41602203,928.048852841,7.97058823529,32
