mun,tariff
101,0.494045927303
201,0.486415812338
202,0.677940517889
203,0.493819002484
204,0.763388963924
205,0.712237677312
206,0.828937553958
207,0.307250847091
208,0.493819002484
209,0.493819002484
210,0.712237677312
301,0.501340930189
302,0.455822380598
303,0.59916630342
304,0.455822380598
305,0.455822380598
401,0.691945926016
402,0.604302113603
403,0.944564783326
404,0.933017536589
405,0.286377552581
406,0.295594742706
407,0.295594742706
408,0.295594742706
409,0.566153600786
410,0.566153600786
411,0.289009699203
501,0.39259968395
502,0.455803654063
503,0.460720629835
504,0.463219114813
505,0.463219114813
601,0.488137125854
602,0.992976269217
603,0.942929564343
604,0.648782040096
605,1.00422974393
606,0.696757958875
607,0.952834286656
701,0.510680771443
702,0.520733542534
703,0.398047296024
704,0.398047296024
705,0.520733542534
706,0.398047296024
801,1.57108259331
802,0.671865987093
901,0.622900819453
902,0.292089446025
903,0.438506381281
904,0.609003405381
1001,1.16312150061
1002,0.636088158318
1003,0.56197293605
1004,0.571240560667
1005,0.571240560667
1006,0.571240560667
1101,0.416769189008
1102,0.792040797963
1201,0.569885562398
1202,0.375604474583
1203,0.141948081197
1301,0.679865788009
1302,1.83610419427
1303,0.484798118102
1304,2.12550941563
1401,0.686848987552
1402,0.372975339786
1403,0.434911288457
1404,0.444113765697
1501,1.78765755132
1502,0.587682753659
1503,1.10749389465
1504,1.00637897271
1505,0.676200898673
1506,0.678330070424
1601,1.42435455775
1602,1.42724288748
1701,0.575978734748
1702,0.254821933073
1801,0.462857130274
1802,0.345595352655
1803,0.509812103778
1804,0.6159704382
1805,0.488952163093
1806,0.380761463194
1807,0.639322033787
1808,0.493475309838
1809,0.236791583264
1901,0.420881718696
1902,0.203998005109
1903,0.652425239255
2001,0.296084382809
2002,0.131610467326
2003,0.126707472946
2101,0.603669103526
2102,0.899013245711
2103,0.284977681902
2104,0.61919860474
2105,0.778644570068
2106,0.265518866318
2107,0.487545731297
2108,0.906263352533
2201,0.634808671873
2202,0.647434519123
2203,0.400731810363
2204,0.646582183
2205,0.36148392739
2206,0.405391482576
2301,0.582467723173
2302,0.36768362879
2303,0.239834939455
2304,0.356062664218
2305,0.357730493846
2306,0.370866118365
2401,0.811756730986
2402,0.393021679016
2403,0.38224602727
2404,0.772258509327
2501,0.858821745868
2502,2.82259380561
2503,0.527355749461
2504,1.53226530881
2505,0.745953469149
2506,0.183006257058
2507,2.17711778573
2508,0.140130711525
2509,0.0
2601,1.02567238773
2602,0.385740328951
2603,0.584408160637
2701,1.01242001932
2702,0.672940443661
2703,1.34181204981
2801,0.36303315537
2802,0.266279899313
2803,0.218718971583
2901,0.627628846411
2902,0.643078639631
2903,0.353871462078
2904,0.402309980566
2905,0.117150508107
3001,0.64231382234
3002,0.611755987625
3003,0.582007270472
3101,1.3783539725
3102,1.95760117154
3103,1.83479941085
3201,0.517504723412
3202,0.587491787264
3203,0.541885423236
3204,0.583886822968
3205,0.344767370685
3206,0.179930018661
3207,0.161860413332
