mun,1,2,3,11,12,13,14,21,22,23,24,25,26,31,32,33,34,35,36,37,41,42,43,44,51,52,53,54,61,62,63,71,72,73,74,75,81,82,83,91,92,93,94,95,96,98,MUNTOTAL,share1,share2,share3,share11,share12,share13,share14,share21,share22,share23,share24,share25,share26,share31,share32,share33,share34,share35,share36,share37,share41,share42,share43,share44,share51,share52,share53,share54,share61,share62,share63,share71,share72,share73,share74,share75,share81,share82,share83,share91,share92,share93,share94,share95,share96,share98
504,1,1,21,6,3,12,2,4,10,44,1,0,4,12,18,15,6,2,8,1,20,43,6,4,31,43,4,47,129,9,0,39,9,1,5,21,28,0,31,156,54,26,0,0,20,25,922,0.00108459869848,0.00108459869848,0.0227765726681,0.00650759219089,0.00325379609544,0.0130151843818,0.00216919739696,0.00433839479393,0.0108459869848,0.0477223427332,0.00108459869848,0.0,0.00433839479393,0.0130151843818,0.0195227765727,0.0162689804772,0.00650759219089,0.00216919739696,0.00867678958785,0.00108459869848,0.0216919739696,0.0466377440347,0.00650759219089,0.00433839479393,0.0336225596529,0.0466377440347,0.00433839479393,0.0509761388286,0.139913232104,0.00976138828633,0.0,0.0422993492408,0.00976138828633,0.00108459869848,0.00542299349241,0.0227765726681,0.0303687635575,0.0,0.0336225596529,0.169197396963,0.058568329718,0.0281995661605,0.0,0.0,0.0216919739696,0.027114967462
505,1,1,21,6,3,12,2,4,10,44,1,0,4,12,18,15,6,2,8,1,20,43,6,4,31,43,4,47,129,9,0,39,9,1,5,21,28,0,31,156,54,26,0,0,20,25,922,0.00108459869848,0.00108459869848,0.0227765726681,0.00650759219089,0.00325379609544,0.0130151843818,0.00216919739696,0.00433839479393,0.0108459869848,0.0477223427332,0.00108459869848,0.0,0.00433839479393,0.0130151843818,0.0195227765727,0.0162689804772,0.00650759219089,0.00216919739696,0.00867678958785,0.00108459869848,0.0216919739696,0.0466377440347,0.00650759219089,0.00433839479393,0.0336225596529,0.0466377440347,0.00433839479393,0.0509761388286,0.139913232104,0.00976138828633,0.0,0.0422993492408,0.00976138828633,0.00108459869848,0.00542299349241,0.0227765726681,0.0303687635575,0.0,0.0336225596529,0.169197396963,0.058568329718,0.0281995661605,0.0,0.0,0.0216919739696,0.027114967462
601,2,1,15,11,8,53,39,34,95,226,43,5,36,58,128,124,51,20,27,0,211,269,34,16,251,762,31,217,558,1,1,344,161,21,55,200,94,0,230,995,137,165,6,11,111,93,5950,0.000336134453782,0.000168067226891,0.00252100840336,0.0018487394958,0.00134453781513,0.00890756302521,0.00655462184874,0.00571428571429,0.0159663865546,0.0379831932773,0.0072268907563,0.000840336134454,0.00605042016807,0.00974789915966,0.021512605042,0.0208403361345,0.00857142857143,0.00336134453782,0.00453781512605,0.0,0.0354621848739,0.0452100840336,0.00571428571429,0.00268907563025,0.0421848739496,0.128067226891,0.00521008403361,0.0364705882353,0.093781512605,0.000168067226891,0.000168067226891,0.0578151260504,0.0270588235294,0.00352941176471,0.00924369747899,0.0336134453782,0.0157983193277,0.0,0.0386554621849,0.167226890756,0.023025210084,0.027731092437,0.00100840336134,0.0018487394958,0.0186554621849,0.0156302521008
602,0,0,5,3,1,6,2,2,5,41,3,0,3,10,18,5,1,1,1,0,31,49,2,3,31,86,5,39,168,2,0,35,12,1,0,17,13,0,52,173,177,24,1,0,13,19,1060,0.0,0.0,0.00471698113208,0.00283018867925,0.000943396226415,0.00566037735849,0.00188679245283,0.00188679245283,0.00471698113208,0.038679245283,0.00283018867925,0.0,0.00283018867925,0.00943396226415,0.0169811320755,0.00471698113208,0.000943396226415,0.000943396226415,0.000943396226415,0.0,0.0292452830189,0.0462264150943,0.00188679245283,0.00283018867925,0.0292452830189,0.0811320754717,0.00471698113208,0.0367924528302,0.158490566038,0.00188679245283,0.0,0.0330188679245,0.011320754717,0.000943396226415,0.0,0.0160377358491,0.0122641509434,0.0,0.0490566037736,0.16320754717,0.166981132075,0.022641509434,0.000943396226415,0.0,0.0122641509434,0.0179245283019
603,0,0,1,1,0,3,2,3,2,36,0,0,1,3,9,6,4,0,8,0,10,16,0,1,11,37,4,15,84,0,0,12,5,0,2,9,4,0,14,80,69,7,0,0,9,8,476,0.0,0.0,0.00210084033613,0.00210084033613,0.0,0.0063025210084,0.00420168067227,0.0063025210084,0.00420168067227,0.0756302521008,0.0,0.0,0.00210084033613,0.0063025210084,0.0189075630252,0.0126050420168,0.00840336134454,0.0,0.0168067226891,0.0,0.0210084033613,0.0336134453782,0.0,0.00210084033613,0.0231092436975,0.077731092437,0.00840336134454,0.031512605042,0.176470588235,0.0,0.0,0.0252100840336,0.0105042016807,0.0,0.00420168067227,0.0189075630252,0.00840336134454,0.0,0.0294117647059,0.168067226891,0.144957983193,0.0147058823529,0.0,0.0,0.0189075630252,0.0168067226891
604,0,0,0,1,0,6,5,7,8,24,5,0,5,17,16,4,7,2,3,0,24,43,7,1,32,71,9,27,138,0,2,30,9,0,14,13,15,0,37,132,91,31,2,0,15,11,864,0.0,0.0,0.0,0.00115740740741,0.0,0.00694444444444,0.00578703703704,0.00810185185185,0.00925925925926,0.0277777777778,0.00578703703704,0.0,0.00578703703704,0.0196759259259,0.0185185185185,0.00462962962963,0.00810185185185,0.00231481481481,0.00347222222222,0.0,0.0277777777778,0.0497685185185,0.00810185185185,0.00115740740741,0.037037037037,0.0821759259259,0.0104166666667,0.03125,0.159722222222,0.0,0.00231481481481,0.0347222222222,0.0104166666667,0.0,0.0162037037037,0.0150462962963,0.0173611111111,0.0,0.0428240740741,0.152777777778,0.105324074074,0.0358796296296,0.00231481481481,0.0,0.0173611111111,0.0127314814815
605,0,0,5,3,1,6,2,2,5,41,3,0,3,10,18,5,1,1,1,0,31,49,2,3,31,86,5,39,168,2,0,35,12,1,0,17,13,0,52,173,177,24,1,0,13,19,1060,0.0,0.0,0.00471698113208,0.00283018867925,0.000943396226415,0.00566037735849,0.00188679245283,0.00188679245283,0.00471698113208,0.038679245283,0.00283018867925,0.0,0.00283018867925,0.00943396226415,0.0169811320755,0.00471698113208,0.000943396226415,0.000943396226415,0.000943396226415,0.0,0.0292452830189,0.0462264150943,0.00188679245283,0.00283018867925,0.0292452830189,0.0811320754717,0.00471698113208,0.0367924528302,0.158490566038,0.00188679245283,0.0,0.0330188679245,0.011320754717,0.000943396226415,0.0,0.0160377358491,0.0122641509434,0.0,0.0490566037736,0.16320754717,0.166981132075,0.022641509434,0.000943396226415,0.0,0.0122641509434,0.0179245283019
606,0,0,0,1,0,6,5,7,8,24,5,0,5,17,16,4,7,2,3,0,24,43,7,1,32,71,9,27,138,0,2,30,9,0,14,13,15,0,37,132,91,31,2,0,15,11,864,0.0,0.0,0.0,0.00115740740741,0.0,0.00694444444444,0.00578703703704,0.00810185185185,0.00925925925926,0.0277777777778,0.00578703703704,0.0,0.00578703703704,0.0196759259259,0.0185185185185,0.00462962962963,0.00810185185185,0.00231481481481,0.00347222222222,0.0,0.0277777777778,0.0497685185185,0.00810185185185,0.00115740740741,0.037037037037,0.0821759259259,0.0104166666667,0.03125,0.159722222222,0.0,0.00231481481481,0.0347222222222,0.0104166666667,0.0,0.0162037037037,0.0150462962963,0.0173611111111,0.0,0.0428240740741,0.152777777778,0.105324074074,0.0358796296296,0.00231481481481,0.0,0.0173611111111,0.0127314814815
607,0,0,1,1,0,3,2,3,2,36,0,0,1,3,9,6,4,0,8,0,10,16,0,1,11,37,4,15,84,0,0,12,5,0,2,9,4,0,14,80,69,7,0,0,9,8,476,0.0,0.0,0.00210084033613,0.00210084033613,0.0,0.0063025210084,0.00420168067227,0.0063025210084,0.00420168067227,0.0756302521008,0.0,0.0,0.00210084033613,0.0063025210084,0.0189075630252,0.0126050420168,0.00840336134454,0.0,0.0168067226891,0.0,0.0210084033613,0.0336134453782,0.0,0.00210084033613,0.0231092436975,0.077731092437,0.00840336134454,0.031512605042,0.176470588235,0.0,0.0,0.0252100840336,0.0105042016807,0.0,0.00420168067227,0.0189075630252,0.00840336134454,0.0,0.0294117647059,0.168067226891,0.144957983193,0.0147058823529,0.0,0.0,0.0189075630252,0.0168067226891
701,1,0,43,11,0,5,1,7,5,46,1,0,1,3,14,12,2,2,10,0,14,11,3,1,10,24,1,32,38,4,0,13,0,0,4,4,6,0,10,95,30,10,0,0,19,15,508,0.00196850393701,0.0,0.0846456692913,0.0216535433071,0.0,0.00984251968504,0.00196850393701,0.0137795275591,0.00984251968504,0.0905511811024,0.00196850393701,0.0,0.00196850393701,0.00590551181102,0.0275590551181,0.0236220472441,0.00393700787402,0.00393700787402,0.0196850393701,0.0,0.0275590551181,0.0216535433071,0.00590551181102,0.00196850393701,0.0196850393701,0.0472440944882,0.00196850393701,0.0629921259843,0.0748031496063,0.00787401574803,0.0,0.0255905511811,0.0,0.0,0.00787401574803,0.00787401574803,0.011811023622,0.0,0.0196850393701,0.187007874016,0.0590551181102,0.0196850393701,0.0,0.0,0.0374015748031,0.0295275590551
702,1,0,43,11,0,5,1,7,5,46,1,0,1,3,14,12,2,2,10,0,14,11,3,1,10,24,1,32,38,4,0,13,0,0,4,4,6,0,10,95,30,10,0,0,19,15,508,0.00196850393701,0.0,0.0846456692913,0.0216535433071,0.0,0.00984251968504,0.00196850393701,0.0137795275591,0.00984251968504,0.0905511811024,0.00196850393701,0.0,0.00196850393701,0.00590551181102,0.0275590551181,0.0236220472441,0.00393700787402,0.00393700787402,0.0196850393701,0.0,0.0275590551181,0.0216535433071,0.00590551181102,0.00196850393701,0.0196850393701,0.0472440944882,0.00196850393701,0.0629921259843,0.0748031496063,0.00787401574803,0.0,0.0255905511811,0.0,0.0,0.00787401574803,0.00787401574803,0.011811023622,0.0,0.0196850393701,0.187007874016,0.0590551181102,0.0196850393701,0.0,0.0,0.0374015748031,0.0295275590551
703,0,0,4,4,1,3,0,0,1,19,0,0,1,0,11,3,2,1,5,0,7,5,3,1,9,8,2,14,39,0,0,10,7,0,2,2,2,0,8,51,12,7,0,0,11,11,266,0.0,0.0,0.015037593985,0.015037593985,0.00375939849624,0.0112781954887,0.0,0.0,0.00375939849624,0.0714285714286,0.0,0.0,0.00375939849624,0.0,0.0413533834586,0.0112781954887,0.00751879699248,0.00375939849624,0.0187969924812,0.0,0.0263157894737,0.0187969924812,0.0112781954887,0.00375939849624,0.0338345864662,0.0300751879699,0.00751879699248,0.0526315789474,0.146616541353,0.0,0.0,0.0375939849624,0.0263157894737,0.0,0.00751879699248,0.00751879699248,0.00751879699248,0.0,0.0300751879699,0.191729323308,0.0451127819549,0.0263157894737,0.0,0.0,0.0413533834586,0.0413533834586
704,0,0,4,4,1,3,0,0,1,19,0,0,1,0,11,3,2,1,5,0,7,5,3,1,9,8,2,14,39,0,0,10,7,0,2,2,2,0,8,51,12,7,0,0,11,11,266,0.0,0.0,0.015037593985,0.015037593985,0.00375939849624,0.0112781954887,0.0,0.0,0.00375939849624,0.0714285714286,0.0,0.0,0.00375939849624,0.0,0.0413533834586,0.0112781954887,0.00751879699248,0.00375939849624,0.0187969924812,0.0,0.0263157894737,0.0187969924812,0.0112781954887,0.00375939849624,0.0338345864662,0.0300751879699,0.00751879699248,0.0526315789474,0.146616541353,0.0,0.0,0.0375939849624,0.0263157894737,0.0,0.00751879699248,0.00751879699248,0.00751879699248,0.0,0.0300751879699,0.191729323308,0.0451127819549,0.0263157894737,0.0,0.0,0.0413533834586,0.0413533834586
705,1,0,43,11,0,5,1,7,5,46,1,0,1,3,14,12,2,2,10,0,14,11,3,1,10,24,1,32,38,4,0,13,0,0,4,4,6,0,10,95,30,10,0,0,19,15,508,0.00196850393701,0.0,0.0846456692913,0.0216535433071,0.0,0.00984251968504,0.00196850393701,0.0137795275591,0.00984251968504,0.0905511811024,0.00196850393701,0.0,0.00196850393701,0.00590551181102,0.0275590551181,0.0236220472441,0.00393700787402,0.00393700787402,0.0196850393701,0.0,0.0275590551181,0.0216535433071,0.00590551181102,0.00196850393701,0.0196850393701,0.0472440944882,0.00196850393701,0.0629921259843,0.0748031496063,0.00787401574803,0.0,0.0255905511811,0.0,0.0,0.00787401574803,0.00787401574803,0.011811023622,0.0,0.0196850393701,0.187007874016,0.0590551181102,0.0196850393701,0.0,0.0,0.0374015748031,0.0295275590551
706,0,0,4,4,1,3,0,0,1,19,0,0,1,0,11,3,2,1,5,0,7,5,3,1,9,8,2,14,39,0,0,10,7,0,2,2,2,0,8,51,12,7,0,0,11,11,266,0.0,0.0,0.015037593985,0.015037593985,0.00375939849624,0.0112781954887,0.0,0.0,0.00375939849624,0.0714285714286,0.0,0.0,0.00375939849624,0.0,0.0413533834586,0.0112781954887,0.00751879699248,0.00375939849624,0.0187969924812,0.0,0.0263157894737,0.0187969924812,0.0112781954887,0.00375939849624,0.0338345864662,0.0300751879699,0.00751879699248,0.0526315789474,0.146616541353,0.0,0.0,0.0375939849624,0.0263157894737,0.0,0.00751879699248,0.00751879699248,0.00751879699248,0.0,0.0300751879699,0.191729323308,0.0451127819549,0.0263157894737,0.0,0.0,0.0413533834586,0.0413533834586
801,1,0,7,5,2,11,10,4,8,54,4,2,11,16,19,15,7,4,14,0,29,65,9,4,118,134,19,46,273,3,0,59,21,5,10,50,66,0,62,251,476,58,2,0,28,21,2003,0.000499251123315,0.0,0.00349475786321,0.00249625561658,0.00099850224663,0.00549176235647,0.00499251123315,0.00199700449326,0.00399400898652,0.026959560659,0.00199700449326,0.00099850224663,0.00549176235647,0.00798801797304,0.00948577134299,0.00748876684973,0.00349475786321,0.00199700449326,0.00698951572641,0.0,0.0144782825761,0.0324513230155,0.00449326010984,0.00199700449326,0.0589116325512,0.0668996505242,0.00948577134299,0.0229655516725,0.136295556665,0.00149775336995,0.0,0.0294558162756,0.0104842735896,0.00249625561658,0.00499251123315,0.0249625561658,0.0329505741388,0.0,0.0309535696455,0.125312031952,0.237643534698,0.0289565651523,0.00099850224663,0.0,0.0139790314528,0.0104842735896
802,0,0,2,0,0,3,0,0,2,8,0,0,2,2,6,2,3,1,3,0,5,17,2,1,30,37,5,22,76,6,0,35,6,1,1,15,8,0,12,72,49,6,0,1,9,5,455,0.0,0.0,0.0043956043956,0.0,0.0,0.00659340659341,0.0,0.0,0.0043956043956,0.0175824175824,0.0,0.0,0.0043956043956,0.0043956043956,0.0131868131868,0.0043956043956,0.00659340659341,0.0021978021978,0.00659340659341,0.0,0.010989010989,0.0373626373626,0.0043956043956,0.0021978021978,0.0659340659341,0.0813186813187,0.010989010989,0.0483516483516,0.167032967033,0.0131868131868,0.0,0.0769230769231,0.0131868131868,0.0021978021978,0.0021978021978,0.032967032967,0.0175824175824,0.0,0.0263736263736,0.158241758242,0.107692307692,0.0131868131868,0.0,0.0021978021978,0.0197802197802,0.010989010989
901,6,2,13,7,12,41,49,35,58,192,60,3,22,87,84,111,34,19,29,1,163,255,93,18,228,744,36,167,501,2,0,267,246,51,50,520,439,1,232,768,195,206,5,13,111,105,6281,0.000955261900971,0.000318420633657,0.00206973411877,0.0011144722178,0.00191052380194,0.00652762298997,0.0078013055246,0.005572361089,0.00923419837605,0.0305683808311,0.00955261900971,0.000477630950486,0.00350262697023,0.0138512975641,0.0133736666136,0.017672345168,0.00541315077217,0.00302499601974,0.00461709918803,0.000159210316829,0.0259512816431,0.0405986307913,0.0148065594651,0.00286578570291,0.0362999522369,0.11845247572,0.00573157140583,0.0265881229104,0.0797643687311,0.000318420633657,0.0,0.0425091545932,0.0391657379398,0.00811972615826,0.00796051584143,0.0827893647508,0.0698933290877,0.000159210316829,0.0369367935042,0.122273523324,0.0310460117816,0.0327973252667,0.000796051584143,0.00206973411877,0.017672345168,0.016717083267
902,6,2,13,7,12,41,49,35,58,192,60,3,22,87,84,111,34,19,29,1,163,255,93,18,228,744,36,167,501,2,0,267,246,51,50,520,439,1,232,768,195,206,5,13,111,105,6281,0.000955261900971,0.000318420633657,0.00206973411877,0.0011144722178,0.00191052380194,0.00652762298997,0.0078013055246,0.005572361089,0.00923419837605,0.0305683808311,0.00955261900971,0.000477630950486,0.00350262697023,0.0138512975641,0.0133736666136,0.017672345168,0.00541315077217,0.00302499601974,0.00461709918803,0.000159210316829,0.0259512816431,0.0405986307913,0.0148065594651,0.00286578570291,0.0362999522369,0.11845247572,0.00573157140583,0.0265881229104,0.0797643687311,0.000318420633657,0.0,0.0425091545932,0.0391657379398,0.00811972615826,0.00796051584143,0.0827893647508,0.0698933290877,0.000159210316829,0.0369367935042,0.122273523324,0.0310460117816,0.0327973252667,0.000796051584143,0.00206973411877,0.017672345168,0.016717083267
903,0,1,10,4,0,7,2,0,5,59,1,0,1,5,12,7,10,2,4,0,21,71,2,5,195,144,17,69,127,3,0,81,19,0,9,44,8,1,41,246,145,28,2,4,24,25,1461,0.0,0.000684462696783,0.00684462696783,0.00273785078713,0.0,0.00479123887748,0.00136892539357,0.0,0.00342231348392,0.0403832991102,0.000684462696783,0.0,0.000684462696783,0.00342231348392,0.0082135523614,0.00479123887748,0.00684462696783,0.00136892539357,0.00273785078713,0.0,0.0143737166324,0.0485968514716,0.00136892539357,0.00342231348392,0.133470225873,0.0985626283368,0.0116358658453,0.047227926078,0.0869267624914,0.00205338809035,0.0,0.0554414784394,0.0130047912389,0.0,0.00616016427105,0.0301163586585,0.00547570157426,0.000684462696783,0.0280629705681,0.168377823409,0.0992470910335,0.0191649555099,0.00136892539357,0.00273785078713,0.0164271047228,0.0171115674196
904,0,1,10,4,0,7,2,0,5,59,1,0,1,5,12,7,10,2,4,0,21,71,2,5,195,144,17,69,127,3,0,81,19,0,9,44,8,1,41,246,145,28,2,4,24,25,1461,0.0,0.000684462696783,0.00684462696783,0.00273785078713,0.0,0.00479123887748,0.00136892539357,0.0,0.00342231348392,0.0403832991102,0.000684462696783,0.0,0.000684462696783,0.00342231348392,0.0082135523614,0.00479123887748,0.00684462696783,0.00136892539357,0.00273785078713,0.0,0.0143737166324,0.0485968514716,0.00136892539357,0.00342231348392,0.133470225873,0.0985626283368,0.0116358658453,0.047227926078,0.0869267624914,0.00205338809035,0.0,0.0554414784394,0.0130047912389,0.0,0.00616016427105,0.0301163586585,0.00547570157426,0.000684462696783,0.0280629705681,0.168377823409,0.0992470910335,0.0191649555099,0.00136892539357,0.00273785078713,0.0164271047228,0.0171115674196
1001,5,0,80,6,2,6,7,5,12,58,2,0,10,16,24,23,9,5,15,2,18,24,3,2,43,32,0,77,57,4,0,18,2,1,7,13,11,0,33,154,60,30,1,1,43,18,939,0.00532481363152,0.0,0.0851970181044,0.00638977635783,0.00212992545261,0.00638977635783,0.00745473908413,0.00532481363152,0.0127795527157,0.0617678381257,0.00212992545261,0.0,0.010649627263,0.0170394036209,0.0255591054313,0.024494142705,0.00958466453674,0.00532481363152,0.0159744408946,0.00212992545261,0.0191693290735,0.0255591054313,0.00319488817891,0.00212992545261,0.0457933972311,0.0340788072417,0.0,0.0820021299255,0.0607028753994,0.00425985090522,0.0,0.0191693290735,0.00212992545261,0.0010649627263,0.00745473908413,0.013844515442,0.0117145899894,0.0,0.0351437699681,0.164004259851,0.0638977635783,0.0319488817891,0.0010649627263,0.0010649627263,0.0457933972311,0.0191693290735
1002,5,0,80,6,2,6,7,5,12,58,2,0,10,16,24,23,9,5,15,2,18,24,3,2,43,32,0,77,57,4,0,18,2,1,7,13,11,0,33,154,60,30,1,1,43,18,939,0.00532481363152,0.0,0.0851970181044,0.00638977635783,0.00212992545261,0.00638977635783,0.00745473908413,0.00532481363152,0.0127795527157,0.0617678381257,0.00212992545261,0.0,0.010649627263,0.0170394036209,0.0255591054313,0.024494142705,0.00958466453674,0.00532481363152,0.0159744408946,0.00212992545261,0.0191693290735,0.0255591054313,0.00319488817891,0.00212992545261,0.0457933972311,0.0340788072417,0.0,0.0820021299255,0.0607028753994,0.00425985090522,0.0,0.0191693290735,0.00212992545261,0.0010649627263,0.00745473908413,0.013844515442,0.0117145899894,0.0,0.0351437699681,0.164004259851,0.0638977635783,0.0319488817891,0.0010649627263,0.0010649627263,0.0457933972311,0.0191693290735
1003,5,0,80,6,2,6,7,5,12,58,2,0,10,16,24,23,9,5,15,2,18,24,3,2,43,32,0,77,57,4,0,18,2,1,7,13,11,0,33,154,60,30,1,1,43,18,939,0.00532481363152,0.0,0.0851970181044,0.00638977635783,0.00212992545261,0.00638977635783,0.00745473908413,0.00532481363152,0.0127795527157,0.0617678381257,0.00212992545261,0.0,0.010649627263,0.0170394036209,0.0255591054313,0.024494142705,0.00958466453674,0.00532481363152,0.0159744408946,0.00212992545261,0.0191693290735,0.0255591054313,0.00319488817891,0.00212992545261,0.0457933972311,0.0340788072417,0.0,0.0820021299255,0.0607028753994,0.00425985090522,0.0,0.0191693290735,0.00212992545261,0.0010649627263,0.00745473908413,0.013844515442,0.0117145899894,0.0,0.0351437699681,0.164004259851,0.0638977635783,0.0319488817891,0.0010649627263,0.0010649627263,0.0457933972311,0.0191693290735
1004,5,0,80,6,2,6,7,5,12,58,2,0,10,16,24,23,9,5,15,2,18,24,3,2,43,32,0,77,57,4,0,18,2,1,7,13,11,0,33,154,60,30,1,1,43,18,939,0.00532481363152,0.0,0.0851970181044,0.00638977635783,0.00212992545261,0.00638977635783,0.00745473908413,0.00532481363152,0.0127795527157,0.0617678381257,0.00212992545261,0.0,0.010649627263,0.0170394036209,0.0255591054313,0.024494142705,0.00958466453674,0.00532481363152,0.0159744408946,0.00212992545261,0.0191693290735,0.0255591054313,0.00319488817891,0.00212992545261,0.0457933972311,0.0340788072417,0.0,0.0820021299255,0.0607028753994,0.00425985090522,0.0,0.0191693290735,0.00212992545261,0.0010649627263,0.00745473908413,0.013844515442,0.0117145899894,0.0,0.0351437699681,0.164004259851,0.0638977635783,0.0319488817891,0.0010649627263,0.0010649627263,0.0457933972311,0.0191693290735
1005,5,0,80,6,2,6,7,5,12,58,2,0,10,16,24,23,9,5,15,2,18,24,3,2,43,32,0,77,57,4,0,18,2,1,7,13,11,0,33,154,60,30,1,1,43,18,939,0.00532481363152,0.0,0.0851970181044,0.00638977635783,0.00212992545261,0.00638977635783,0.00745473908413,0.00532481363152,0.0127795527157,0.0617678381257,0.00212992545261,0.0,0.010649627263,0.0170394036209,0.0255591054313,0.024494142705,0.00958466453674,0.00532481363152,0.0159744408946,0.00212992545261,0.0191693290735,0.0255591054313,0.00319488817891,0.00212992545261,0.0457933972311,0.0340788072417,0.0,0.0820021299255,0.0607028753994,0.00425985090522,0.0,0.0191693290735,0.00212992545261,0.0010649627263,0.00745473908413,0.013844515442,0.0117145899894,0.0,0.0351437699681,0.164004259851,0.0638977635783,0.0319488817891,0.0010649627263,0.0010649627263,0.0457933972311,0.0191693290735
1006,5,0,80,6,2,6,7,5,12,58,2,0,10,16,24,23,9,5,15,2,18,24,3,2,43,32,0,77,57,4,0,18,2,1,7,13,11,0,33,154,60,30,1,1,43,18,939,0.00532481363152,0.0,0.0851970181044,0.00638977635783,0.00212992545261,0.00638977635783,0.00745473908413,0.00532481363152,0.0127795527157,0.0617678381257,0.00212992545261,0.0,0.010649627263,0.0170394036209,0.0255591054313,0.024494142705,0.00958466453674,0.00532481363152,0.0159744408946,0.00212992545261,0.0191693290735,0.0255591054313,0.00319488817891,0.00212992545261,0.0457933972311,0.0340788072417,0.0,0.0820021299255,0.0607028753994,0.00425985090522,0.0,0.0191693290735,0.00212992545261,0.0010649627263,0.00745473908413,0.013844515442,0.0117145899894,0.0,0.0351437699681,0.164004259851,0.0638977635783,0.0319488817891,0.0010649627263,0.0010649627263,0.0457933972311,0.0191693290735
1101,2,2,13,14,25,45,131,42,41,133,68,5,42,105,42,211,173,32,19,2,177,515,81,22,1986,952,69,280,388,6,0,673,187,41,99,210,159,1,452,1057,280,144,30,10,139,216,9321,0.000214569252226,0.000214569252226,0.00139470013947,0.00150198476558,0.00268211565283,0.00482780817509,0.0140542860208,0.00450595429675,0.00439866967064,0.014268855273,0.00729535457569,0.000536423130565,0.00450595429675,0.0112648857419,0.00450595429675,0.0226370561099,0.0185602403176,0.00343310803562,0.00203840789615,0.000214569252226,0.018989378822,0.0552515824482,0.00869005471516,0.00236026177449,0.213067267461,0.10213496406,0.0074026392018,0.0300396953117,0.0416264349319,0.000643707756678,0.0,0.0722025533741,0.0200622250831,0.00439866967064,0.0106211779852,0.0225297714837,0.017058255552,0.000107284626113,0.0484926510031,0.113399849802,0.0300396953117,0.0154489861603,0.00321853878339,0.00107284626113,0.0149125630297,0.0231734792404
1102,0,1,3,3,0,5,5,3,2,24,1,0,0,31,5,4,17,2,1,1,6,18,1,0,83,44,3,28,78,4,0,36,9,2,6,10,9,0,27,74,146,32,3,0,10,9,746,0.0,0.00134048257373,0.00402144772118,0.00402144772118,0.0,0.00670241286863,0.00670241286863,0.00402144772118,0.00268096514745,0.0321715817694,0.00134048257373,0.0,0.0,0.0415549597855,0.00670241286863,0.00536193029491,0.0227882037534,0.00268096514745,0.00134048257373,0.00134048257373,0.00804289544236,0.0241286863271,0.00134048257373,0.0,0.111260053619,0.058981233244,0.00402144772118,0.0375335120643,0.104557640751,0.00536193029491,0.0,0.0482573726542,0.0120643431635,0.00268096514745,0.00804289544236,0.0134048257373,0.0120643431635,0.0,0.0361930294906,0.0991957104558,0.195710455764,0.0428954423592,0.00402144772118,0.0,0.0134048257373,0.0120643431635
1201,2,0,23,3,10,38,76,57,70,127,79,13,32,143,42,122,98,25,23,2,147,257,64,19,691,586,31,188,118,4,0,281,204,14,69,228,549,1,226,514,227,148,13,4,98,145,5811,0.000344174840819,0.0,0.00395801066942,0.000516262261229,0.0017208742041,0.00653932197556,0.0130786439511,0.00980898296335,0.0120461194287,0.021855102392,0.0135949062124,0.00223713646532,0.00550679745311,0.0246085011186,0.0072276716572,0.02099466529,0.0168645672001,0.00430218551024,0.00395801066942,0.000344174840819,0.0252968508002,0.0442264670453,0.0110135949062,0.00326966098778,0.118912407503,0.10084322836,0.0053347100327,0.032352435037,0.0203063156083,0.000688349681638,0.0,0.0483565651351,0.0351058337636,0.00240922388573,0.0118740320083,0.0392359318534,0.0944759938049,0.00017208742041,0.0388917570126,0.0884529340905,0.039063844433,0.0254689382206,0.00223713646532,0.000688349681638,0.0168645672001,0.0249526759594
1202,2,0,23,3,10,38,76,57,70,127,79,13,32,143,42,122,98,25,23,2,147,257,64,19,691,586,31,188,118,4,0,281,204,14,69,228,549,1,226,514,227,148,13,4,98,145,5811,0.000344174840819,0.0,0.00395801066942,0.000516262261229,0.0017208742041,0.00653932197556,0.0130786439511,0.00980898296335,0.0120461194287,0.021855102392,0.0135949062124,0.00223713646532,0.00550679745311,0.0246085011186,0.0072276716572,0.02099466529,0.0168645672001,0.00430218551024,0.00395801066942,0.000344174840819,0.0252968508002,0.0442264670453,0.0110135949062,0.00326966098778,0.118912407503,0.10084322836,0.0053347100327,0.032352435037,0.0203063156083,0.000688349681638,0.0,0.0483565651351,0.0351058337636,0.00240922388573,0.0118740320083,0.0392359318534,0.0944759938049,0.00017208742041,0.0388917570126,0.0884529340905,0.039063844433,0.0254689382206,0.00223713646532,0.000688349681638,0.0168645672001,0.0249526759594
