PROVINCE,MUNICIPIO,ISIC,SIZE,EMPRESAS,MUNICINUM,PROVNUM
13,1301,'0111,10-49,2,149,170
13,1301,'0112,1-9,1,305,345
13,1301,'0112,10-49,1,149,170
13,1301,'0112,250-,1,12,12
13,1301,'0112,50-99,1,21,23
13,1301,'0121,1-9,1,305,345
13,1301,'0121,10-49,1,149,170
13,1301,'0122,1-9,1,305,345
13,1301,'0122,50-99,2,21,23
13,1301,'0140,1-9,1,305,345
13,1301,'0140,10-49,3,149,170
13,1301,'0140,50-99,1,21,23
13,1301,'1511,1-9,1,305,345
13,1301,'1511,250-,2,12,12
13,1301,'1513,10-49,1,149,170
13,1301,'1520,1-9,1,305,345
13,1301,'1520,10-49,1,149,170
13,1301,'1533,100-249,1,16,18
13,1301,'1541,1-9,1,305,345
13,1301,'1541,10-49,2,149,170
13,1301,'1549,1-9,2,305,345
13,1301,'1549,10-49,2,149,170
13,1301,'1553,10-49,2,149,170
13,1301,'1553,250-,1,12,12
13,1301,'1554,1-9,2,305,345
13,1301,'1554,10-49,2,149,170
13,1301,'1554,50-99,2,21,23
13,1301,'1711,10-49,1,149,170
13,1301,'1712,10-49,1,149,170
13,1301,'1712,250-,1,12,12
13,1301,'1721,1-9,1,305,345
13,1301,'1723,10-49,1,149,170
13,1301,'1723,100-249,2,16,18
13,1301,'1810,1-9,2,305,345
13,1301,'1810,10-49,4,149,170
13,1301,'1810,100-249,4,16,18
13,1301,'1810,250-,5,12,12
13,1301,'1810,50-99,2,21,23
13,1301,'1920,250-,1,12,12
13,1301,'2010,10-49,1,149,170
13,1301,'2022,10-49,1,149,170
13,1301,'2029,10-49,1,149,170
13,1301,'2221,1-9,5,305,345
13,1301,'2221,10-49,4,149,170
13,1301,'2411,1-9,1,305,345
13,1301,'2423,10-49,2,149,170
13,1301,'2429,1-9,1,305,345
13,1301,'2519,10-49,1,149,170
13,1301,'2610,1-9,1,305,345
13,1301,'2694,50-99,1,21,23
13,1301,'2695,1-9,1,305,345
13,1301,'2695,10-49,1,149,170
13,1301,'2710,10-49,1,149,170
13,1301,'2899,1-9,1,305,345
13,1301,'2899,10-49,1,149,170
13,1301,'2919,1-9,1,305,345
13,1301,'3110,1-9,1,305,345
13,1301,'3110,10-49,1,149,170
13,1301,'3120,100-249,1,16,18
13,1301,'3140,1-9,1,305,345
13,1301,'3190,10-49,1,149,170
13,1301,'3320,1-9,1,305,345
13,1301,'3320,10-49,1,149,170
13,1301,'3410,1-9,1,305,345
13,1301,'3610,1-9,6,305,345
13,1301,'3610,10-49,4,149,170
13,1301,'3610,100-249,1,16,18
13,1301,'4020,1-9,1,305,345
13,1301,'4520,1-9,8,305,345
13,1301,'4520,10-49,1,149,170
13,1301,'4520,50-99,1,21,23
13,1301,'5010,1-9,50,305,345
13,1301,'5010,10-49,11,149,170
13,1301,'5020,1-9,8,305,345
13,1301,'5020,10-49,2,149,170
13,1301,'5030,1-9,6,305,345
13,1301,'5030,10-49,10,149,170
13,1301,'5030,50-99,1,21,23
13,1301,'5040,1-9,1,305,345
13,1301,'5040,10-49,1,149,170
13,1301,'5050,1-9,5,305,345
13,1301,'5050,10-49,5,149,170
13,1301,'5110,1-9,10,305,345
13,1301,'5110,10-49,3,149,170
13,1301,'5121,1-9,3,305,345
13,1301,'5121,10-49,2,149,170
13,1301,'5122,1-9,3,305,345
13,1301,'5122,10-49,1,149,170
13,1301,'5131,1-9,3,305,345
13,1301,'5131,10-49,2,149,170
13,1301,'5131,50-99,1,21,23
13,1301,'5139,1-9,2,305,345
13,1301,'5139,10-49,1,149,170
13,1301,'5141,1-9,3,305,345
13,1301,'5141,10-49,2,149,170
13,1301,'5143,1-9,5,305,345
13,1301,'5150,1-9,3,305,345
13,1301,'5190,1-9,11,305,345
13,1301,'5190,10-49,5,149,170
13,1301,'5190,100-249,1,16,18
13,1301,'5211,1-9,6,305,345
13,1301,'5211,10-49,3,149,170
13,1301,'5211,50-99,1,21,23
13,1301,'5219,1-9,1,305,345
13,1301,'5219,50-99,1,21,23
13,1301,'5220,1-9,2,305,345
13,1301,'5220,10-49,1,149,170
13,1301,'5231,1-9,26,305,345
13,1301,'5231,10-49,3,149,170
13,1301,'5231,50-99,1,21,23
13,1301,'5232,1-9,10,305,345
13,1301,'5232,10-49,2,149,170
13,1301,'5232,100-249,1,16,18
13,1301,'5232,50-99,2,21,23
13,1301,'5233,1-9,7,305,345
13,1301,'5233,10-49,2,149,170
13,1301,'5234,1-9,5,305,345
13,1301,'5234,10-49,4,149,170
13,1301,'5234,100-249,1,16,18
13,1301,'5239,1-9,10,305,345
13,1301,'5239,10-49,4,149,170
13,1301,'5259,1-9,1,305,345
13,1301,'5259,10-49,1,149,170
13,1301,'5510,1-9,3,305,345
13,1301,'5510,10-49,3,149,170
13,1301,'5520,1-9,1,305,345
13,1301,'5520,10-49,1,149,170
13,1301,'6010,1-9,1,305,345
13,1301,'6021,10-49,4,149,170
13,1301,'6302,10-49,1,149,170
13,1301,'6304,1-9,5,305,345
13,1301,'6304,10-49,1,149,170
13,1301,'6309,1-9,1,305,345
13,1301,'6420,1-9,9,305,345
13,1301,'6420,10-49,10,149,170
13,1301,'6420,50-99,2,21,23
13,1301,'6519,1-9,4,305,345
13,1301,'6519,100-249,1,16,18
13,1301,'6592,1-9,6,305,345
13,1301,'6592,10-49,4,149,170
13,1301,'6599,1-9,2,305,345
13,1301,'6603,1-9,1,305,345
13,1301,'6719,10-49,1,149,170
13,1301,'6720,1-9,1,305,345
13,1301,'7010,1-9,4,305,345
13,1301,'7020,1-9,17,305,345
13,1301,'7020,10-49,1,149,170
13,1301,'7020,100-249,1,16,18
13,1301,'7111,1-9,1,305,345
13,1301,'7411,1-9,3,305,345
13,1301,'7411,10-49,1,149,170
13,1301,'7414,10-49,1,149,170
13,1301,'7421,1-9,7,305,345
13,1301,'7430,1-9,1,305,345
13,1301,'7430,10-49,1,149,170
13,1301,'7492,10-49,1,149,170
13,1301,'7499,1-9,2,305,345
13,1301,'7499,10-49,1,149,170
13,1301,'8010,1-9,1,305,345
13,1301,'8010,50-99,1,21,23
13,1301,'8021,10-49,1,149,170
13,1301,'8030,1-9,1,305,345
13,1301,'8511,1-9,5,305,345
13,1301,'8511,10-49,2,149,170
13,1301,'8511,100-249,2,16,18
13,1301,'8511,250-,1,12,12
13,1301,'8511,50-99,1,21,23
13,1301,'8512,1-9,1,305,345
13,1301,'9213,1-9,1,305,345
13,1301,'9213,10-49,2,149,170
13,1301,'9214,10-49,1,149,170
13,1301,'9219,1-9,1,305,345
13,1301,'9219,10-49,2,149,170
13,1301,'9249,1-9,1,305,345
13,1302,'0140,1-9,1,16,345
13,1302,'0140,50-99,1,1,23
13,1302,'4520,1-9,1,16,345
13,1302,'5010,1-9,3,16,345
13,1302,'5030,1-9,2,16,345
13,1302,'5040,1-9,1,16,345
13,1302,'5050,10-49,1,8,170
13,1302,'5149,1-9,1,16,345
13,1302,'5231,1-9,4,16,345
13,1302,'5231,10-49,1,8,170
13,1302,'5233,10-49,1,8,170
13,1302,'5234,10-49,2,8,170
13,1302,'5510,1-9,1,16,345
13,1302,'7414,10-49,1,8,170
13,1302,'7499,1-9,1,16,345
13,1302,'8010,10-49,1,8,170
13,1302,'8022,1-9,1,16,345
13,1302,'8511,10-49,1,8,170
13,1303,'0112,10-49,2,12,170
13,1303,'1541,10-49,1,12,170
13,1303,'1549,1-9,1,23,345
13,1303,'2423,10-49,1,12,170
13,1303,'2429,1-9,1,23,345
13,1303,'4520,1-9,1,23,345
13,1303,'5010,1-9,2,23,345
13,1303,'5030,1-9,1,23,345
13,1303,'5050,1-9,1,23,345
13,1303,'5122,1-9,1,23,345
13,1303,'5131,1-9,1,23,345
13,1303,'5131,10-49,1,12,170
13,1303,'5143,10-49,1,12,170
13,1303,'5190,10-49,1,12,170
13,1303,'5231,1-9,8,23,345
13,1303,'5231,10-49,1,12,170
13,1303,'5233,1-9,1,23,345
13,1303,'5234,1-9,1,23,345
13,1303,'5234,10-49,1,12,170
13,1303,'5510,10-49,1,12,170
13,1303,'6304,10-49,1,12,170
13,1303,'7010,1-9,1,23,345
13,1303,'7123,1-9,1,23,345
13,1303,'7499,1-9,1,23,345
13,1303,'8022,1-9,1,23,345
13,1303,'8030,10-49,1,12,170
13,1304,'0111,1-9,1,1,345
13,1304,'0111,50-99,1,1,23
13,1304,'1531,100-249,1,2,18
13,1304,'1600,100-249,1,2,18
13,1304,'5121,10-49,1,1,170
14,1401,'0111,1-9,1,81,91
14,1401,'0111,10-49,1,18,20
14,1401,'1541,10-49,1,18,20
14,1401,'1554,10-49,2,18,20
14,1401,'1554,50-99,1,1,1
14,1401,'2022,1-9,1,81,91
14,1401,'2693,1-9,1,81,91
14,1401,'2899,1-9,1,81,91
14,1401,'4520,1-9,1,81,91
14,1401,'5010,1-9,4,81,91
14,1401,'5010,10-49,2,18,20
14,1401,'5020,1-9,1,81,91
14,1401,'5020,10-49,1,18,20
14,1401,'5030,1-9,1,81,91
14,1401,'5040,1-9,2,81,91
14,1401,'5040,10-49,1,18,20
14,1401,'5050,1-9,1,81,91
14,1401,'5050,10-49,1,18,20
14,1401,'5121,1-9,1,81,91
14,1401,'5122,1-9,1,81,91
14,1401,'5141,1-9,1,81,91
14,1401,'5143,1-9,1,81,91
14,1401,'5150,1-9,1,81,91
14,1401,'5190,1-9,1,81,91
14,1401,'5211,1-9,1,81,91
14,1401,'5231,1-9,11,81,91
14,1401,'5232,1-9,1,81,91
14,1401,'5234,1-9,4,81,91
14,1401,'5234,10-49,1,18,20
14,1401,'5239,1-9,2,81,91
14,1401,'5510,1-9,2,81,91
14,1401,'6021,1-9,1,81,91
14,1401,'6304,1-9,3,81,91
14,1401,'6304,10-49,1,18,20
14,1401,'6309,1-9,2,81,91
14,1401,'6420,1-9,7,81,91
14,1401,'6420,10-49,2,18,20
14,1401,'6592,1-9,3,81,91
14,1401,'6592,10-49,2,18,20
14,1401,'6602,1-9,1,81,91
14,1401,'7020,1-9,18,81,91
14,1401,'7111,1-9,1,81,91
14,1401,'7494,1-9,1,81,91
14,1401,'8090,1-9,1,81,91
14,1401,'8511,1-9,1,81,91
14,1401,'8511,10-49,3,18,20
14,1401,'9214,1-9,1,81,91
14,1402,'0111,1-9,1,4,91
14,1402,'0500,10-49,1,2,20
14,1402,'5220,1-9,1,4,91
14,1402,'5234,1-9,1,4,91
14,1402,'5510,100-249,1,1,1
14,1402,'7499,1-9,1,4,91
14,1402,'8511,10-49,1,2,20
14,1404,'2022,1-9,1,6,91
14,1404,'4520,1-9,1,6,91
14,1404,'5231,1-9,2,6,91
14,1404,'5510,1-9,1,6,91
14,1404,'9111,1-9,1,6,91
15,1501,'0111,10-49,1,12,24
15,1501,'0140,50-99,1,2,3
15,1501,'1511,50-99,1,2,3
15,1501,'1600,250-,1,1,3
15,1501,'2101,10-49,1,12,24
15,1501,'2811,10-49,1,12,24
15,1501,'2811,100-249,1,2,3
15,1501,'5010,10-49,2,12,24
15,1501,'5030,1-9,3,25,31
15,1501,'5050,1-9,2,25,31
15,1501,'5122,1-9,1,25,31
15,1501,'5139,100-249,1,2,3
15,1501,'5190,1-9,2,25,31
15,1501,'5220,1-9,2,25,31
15,1501,'5220,10-49,1,12,24
15,1501,'5231,1-9,4,25,31
15,1501,'5232,1-9,2,25,31
15,1501,'5232,10-49,1,12,24
15,1501,'5510,1-9,3,25,31
15,1501,'5520,1-9,1,25,31
15,1501,'5520,10-49,1,12,24
15,1501,'6420,1-9,1,25,31
15,1501,'6420,10-49,1,12,24
15,1501,'6519,1-9,1,25,31
15,1501,'6519,10-49,1,12,24
15,1501,'6592,10-49,1,12,24
15,1501,'7020,1-9,2,25,31
15,1501,'7492,10-49,1,12,24
15,1501,'8511,1-9,1,25,31
15,1502,'5231,1-9,1,1,31
15,1502,'5239,10-49,1,1,24
15,1503,'0113,10-49,1,5,24
15,1503,'0113,100-249,1,1,3
15,1503,'0113,250-,1,2,3
15,1503,'0113,50-99,1,1,3
15,1503,'1520,10-49,1,5,24
15,1503,'2423,250-,1,2,3
15,1503,'2899,10-49,1,5,24
15,1503,'5040,1-9,1,2,31
15,1503,'5040,10-49,1,5,24
15,1503,'6420,1-9,1,2,31
15,1503,'6592,10-49,1,5,24
15,1504,'5231,1-9,1,1,31
15,1504,'5234,10-49,1,1,24
15,1505,'5121,10-49,1,3,24
15,1505,'6110,1-9,1,1,31
15,1505,'6420,10-49,2,3,24
15,1506,'0111,10-49,1,2,24
15,1506,'0140,10-49,1,2,24
15,1506,'5231,1-9,1,1,31
16,1601,'0140,250-,1,1,1
16,1601,'2695,1-9,1,5,5
16,1601,'5231,1-9,1,5,5
16,1601,'5233,1-9,1,5,5
16,1601,'6592,1-9,1,5,5
16,1601,'7421,1-9,1,5,5
17,1701,'0140,10-49,1,39,40
17,1701,'1513,250-,1,2,2
17,1701,'1520,10-49,1,39,40
17,1701,'1533,10-49,2,39,40
17,1701,'1542,1-9,1,98,100
17,1701,'1543,10-49,2,39,40
17,1701,'1549,1-9,1,98,100
17,1701,'1554,10-49,2,39,40
17,1701,'1712,10-49,1,39,40
17,1701,'1810,10-49,1,39,40
17,1701,'1810,100-249,1,2,2
17,1701,'2010,10-49,2,39,40
17,1701,'2423,1-9,2,98,100
17,1701,'2692,1-9,1,98,100
17,1701,'2811,1-9,1,98,100
17,1701,'3511,250-,1,2,2
17,1701,'3610,10-49,1,39,40
17,1701,'3610,50-99,1,5,5
17,1701,'4520,1-9,1,98,100
17,1701,'5010,1-9,11,98,100
17,1701,'5010,10-49,2,39,40
17,1701,'5020,1-9,2,98,100
17,1701,'5030,1-9,2,98,100
17,1701,'5040,1-9,1,98,100
17,1701,'5050,10-49,2,39,40
17,1701,'5110,1-9,1,98,100
17,1701,'5122,1-9,1,98,100
17,1701,'5122,10-49,2,39,40
17,1701,'5131,10-49,1,39,40
17,1701,'5141,10-49,1,39,40
17,1701,'5141,100-249,1,2,2
17,1701,'5142,1-9,1,98,100
17,1701,'5143,1-9,1,98,100
17,1701,'5143,10-49,1,39,40
17,1701,'5150,1-9,1,98,100
17,1701,'5150,10-49,1,39,40
17,1701,'5190,1-9,2,98,100
17,1701,'5190,10-49,1,39,40
17,1701,'5190,50-99,1,5,5
17,1701,'5211,1-9,5,98,100
17,1701,'5219,1-9,2,98,100
17,1701,'5220,10-49,2,39,40
17,1701,'5220,50-99,1,5,5
17,1701,'5231,1-9,16,98,100
17,1701,'5232,1-9,2,98,100
17,1701,'5234,1-9,7,98,100
17,1701,'5234,10-49,1,39,40
17,1701,'5239,1-9,1,98,100
17,1701,'5239,10-49,2,39,40
17,1701,'5259,1-9,1,98,100
17,1701,'5520,1-9,1,98,100
17,1701,'6021,1-9,1,98,100
17,1701,'6021,10-49,2,39,40
17,1701,'6420,1-9,6,98,100
17,1701,'6420,10-49,1,39,40
17,1701,'6519,10-49,1,39,40
17,1701,'6519,50-99,1,5,5
17,1701,'6592,1-9,2,98,100
17,1701,'6602,1-9,1,98,100
17,1701,'7010,1-9,1,98,100
17,1701,'7020,1-9,4,98,100
17,1701,'7111,1-9,1,98,100
17,1701,'7421,1-9,2,98,100
17,1701,'7492,1-9,1,98,100
17,1701,'7499,1-9,3,98,100
17,1701,'8010,10-49,2,39,40
17,1701,'8021,10-49,1,39,40
17,1701,'8022,1-9,1,98,100
17,1701,'8030,1-9,2,98,100
17,1701,'8511,1-9,5,98,100
17,1701,'8511,10-49,2,39,40
17,1701,'8511,50-99,1,5,5
17,1701,'8520,1-9,1,98,100
17,1701,'9111,10-49,1,39,40
17,1701,'9199,1-9,1,98,100
17,1701,'9219,1-9,1,98,100
17,1702,'1554,1-9,1,2,100
17,1702,'5231,1-9,1,2,100
17,1702,'6021,10-49,1,1,40
18,1801,'0111,1-9,2,1203,1283
18,1801,'0112,10-49,2,191,219
18,1801,'0121,1-9,1,1203,1283
18,1801,'0140,10-49,1,191,219
18,1801,'1520,1-9,3,1203,1283
18,1801,'1520,50-99,1,25,27
18,1801,'1541,1-9,2,1203,1283
18,1801,'1541,10-49,3,191,219
18,1801,'1549,1-9,1,1203,1283
18,1801,'1551,250-,2,14,16
18,1801,'1554,10-49,2,191,219
18,1801,'1554,50-99,1,25,27
18,1801,'1600,1-9,1,1203,1283
18,1801,'1711,10-49,1,191,219
18,1801,'1712,10-49,1,191,219
18,1801,'1723,10-49,3,191,219
18,1801,'1723,250-,1,14,16
18,1801,'1730,10-49,1,191,219
18,1801,'1730,250-,1,14,16
18,1801,'1810,1-9,1,1203,1283
18,1801,'1810,10-49,1,191,219
18,1801,'1820,250-,1,14,16
18,1801,'2022,1-9,1,1203,1283
18,1801,'2022,10-49,2,191,219
18,1801,'2029,1-9,1,1203,1283
18,1801,'2221,1-9,4,1203,1283
18,1801,'2221,10-49,1,191,219
18,1801,'2222,1-9,2,1203,1283
18,1801,'2222,10-49,1,191,219
18,1801,'2693,10-49,1,191,219
18,1801,'2699,10-49,1,191,219
18,1801,'2710,1-9,1,1203,1283
18,1801,'2710,10-49,1,191,219
18,1801,'2919,10-49,1,191,219
18,1801,'2929,10-49,1,191,219
18,1801,'3110,10-49,1,191,219
18,1801,'3140,1-9,3,1203,1283
18,1801,'3150,50-99,1,25,27
18,1801,'3190,10-49,1,191,219
18,1801,'3320,1-9,2,1203,1283
18,1801,'3699,10-49,1,191,219
18,1801,'3699,100-249,1,15,17
18,1801,'4010,10-49,2,191,219
18,1801,'4520,1-9,8,1203,1283
18,1801,'4520,10-49,3,191,219
18,1801,'4520,50-99,1,25,27
18,1801,'4530,10-49,1,191,219
18,1801,'5010,1-9,16,1203,1283
18,1801,'5010,10-49,1,191,219
18,1801,'5020,1-9,6,1203,1283
18,1801,'5020,10-49,2,191,219
18,1801,'5030,1-9,2,1203,1283
18,1801,'5050,1-9,3,1203,1283
18,1801,'5050,10-49,8,191,219
18,1801,'5110,1-9,5,1203,1283
18,1801,'5121,1-9,1,1203,1283
18,1801,'5122,1-9,5,1203,1283
18,1801,'5131,1-9,1,1203,1283
18,1801,'5139,1-9,2,1203,1283
18,1801,'5139,10-49,1,191,219
18,1801,'5143,1-9,1,1203,1283
18,1801,'5143,10-49,2,191,219
18,1801,'5143,50-99,1,25,27
18,1801,'5150,1-9,3,1203,1283
18,1801,'5150,250-,1,14,16
18,1801,'5190,1-9,23,1203,1283
18,1801,'5190,10-49,4,191,219
18,1801,'5190,100-249,1,15,17
18,1801,'5190,50-99,1,25,27
18,1801,'5211,1-9,2,1203,1283
18,1801,'5211,100-249,2,15,17
18,1801,'5219,1-9,1,1203,1283
18,1801,'5219,10-49,1,191,219
18,1801,'5219,100-249,1,15,17
18,1801,'5220,1-9,5,1203,1283
18,1801,'5231,1-9,19,1203,1283
18,1801,'5231,10-49,4,191,219
18,1801,'5232,1-9,11,1203,1283
18,1801,'5232,10-49,3,191,219
18,1801,'5233,1-9,2,1203,1283
18,1801,'5233,10-49,2,191,219
18,1801,'5233,100-249,1,15,17
18,1801,'5234,1-9,3,1203,1283
18,1801,'5234,10-49,9,191,219
18,1801,'5234,100-249,1,15,17
18,1801,'5234,50-99,1,25,27
18,1801,'5239,1-9,24,1203,1283
18,1801,'5239,10-49,3,191,219
18,1801,'5239,100-249,1,15,17
18,1801,'5259,10-49,1,191,219
18,1801,'5510,1-9,32,1203,1283
18,1801,'5510,10-49,9,191,219
18,1801,'5510,100-249,3,15,17
18,1801,'5510,250-,2,14,16
18,1801,'5510,50-99,2,25,27
18,1801,'5520,1-9,27,1203,1283
18,1801,'5520,10-49,5,191,219
18,1801,'6021,1-9,13,1203,1283
18,1801,'6021,10-49,13,191,219
18,1801,'6110,1-9,1,1203,1283
18,1801,'6110,10-49,2,191,219
18,1801,'6120,1-9,1,1203,1283
18,1801,'6220,10-49,1,191,219
18,1801,'6220,100-249,1,15,17
18,1801,'6301,50-99,1,25,27
18,1801,'6303,10-49,2,191,219
18,1801,'6304,1-9,43,1203,1283
18,1801,'6304,10-49,8,191,219
18,1801,'6304,250-,1,14,16
18,1801,'6304,50-99,2,25,27
18,1801,'6309,1-9,13,1203,1283
18,1801,'6309,10-49,3,191,219
18,1801,'6420,1-9,18,1203,1283
18,1801,'6420,10-49,7,191,219
18,1801,'6420,250-,1,14,16
18,1801,'6519,1-9,165,1203,1283
18,1801,'6519,10-49,1,191,219
18,1801,'6592,1-9,105,1203,1283
18,1801,'6592,10-49,14,191,219
18,1801,'6592,100-249,1,15,17
18,1801,'6592,50-99,1,25,27
18,1801,'6602,1-9,2,1203,1283
18,1801,'6719,1-9,3,1203,1283
18,1801,'6720,1-9,1,1203,1283
18,1801,'7010,1-9,120,1203,1283
18,1801,'7010,10-49,4,191,219
18,1801,'7010,50-99,2,25,27
18,1801,'7020,1-9,406,1203,1283
18,1801,'7020,10-49,27,191,219
18,1801,'7020,100-249,1,15,17
18,1801,'7020,250-,1,14,16
18,1801,'7020,50-99,3,25,27
18,1801,'7111,1-9,12,1203,1283
18,1801,'7129,1-9,3,1203,1283
18,1801,'7129,10-49,1,191,219
18,1801,'7130,1-9,1,1203,1283
18,1801,'7220,1-9,2,1203,1283
18,1801,'7250,1-9,1,1203,1283
18,1801,'7411,1-9,10,1203,1283
18,1801,'7411,10-49,1,191,219
18,1801,'7412,1-9,1,1203,1283
18,1801,'7414,1-9,1,1203,1283
18,1801,'7414,10-49,1,191,219
18,1801,'7421,1-9,10,1203,1283
18,1801,'7421,10-49,1,191,219
18,1801,'7421,250-,1,14,16
18,1801,'7430,1-9,3,1203,1283
18,1801,'7430,10-49,1,191,219
18,1801,'7492,1-9,2,1203,1283
18,1801,'7492,10-49,3,191,219
18,1801,'7494,10-49,1,191,219
18,1801,'7499,10-49,1,191,219
18,1801,'7499,50-99,1,25,27
18,1801,'8010,10-49,3,191,219
18,1801,'8010,50-99,1,25,27
18,1801,'8021,1-9,1,1203,1283
18,1801,'8022,10-49,1,191,219
18,1801,'8090,1-9,3,1203,1283
18,1801,'8090,10-49,1,191,219
18,1801,'8511,1-9,2,1203,1283
18,1801,'8511,10-49,2,191,219
18,1801,'8511,100-249,1,15,17
18,1801,'8511,250-,1,14,16
18,1801,'8520,1-9,1,1203,1283
18,1801,'9111,1-9,1,1203,1283
18,1801,'9211,1-9,2,1203,1283
18,1801,'9211,10-49,1,191,219
18,1801,'9213,1-9,2,1203,1283
18,1801,'9214,1-9,1,1203,1283
18,1801,'9219,1-9,7,1203,1283
18,1801,'9219,10-49,2,191,219
18,1801,'9219,250-,1,14,16
18,1801,'9219,50-99,1,25,27
18,1801,'9241,1-9,7,1203,1283
18,1801,'9241,10-49,1,191,219
18,1801,'9241,50-99,3,25,27
18,1801,'9249,1-9,7,1203,1283
18,1801,'9309,1-9,5,1203,1283
18,1801,'9309,50-99,1,25,27
18,1802,'5050,10-49,1,1,219
18,1803,'3610,10-49,1,1,219
18,1803,'5050,1-9,1,2,1283
18,1803,'5231,1-9,1,2,1283
18,1804,'1541,1-9,1,1,1283
18,1804,'5234,10-49,1,1,219
18,1805,'5231,1-9,2,2,1283
18,1806,'5231,1-9,4,4,1283
18,1806,'5510,250-,1,1,16
18,1807,'1511,250-,1,1,16
18,1807,'1520,1-9,2,70,1283
18,1807,'1520,10-49,1,25,219
18,1807,'1552,1-9,1,70,1283
18,1807,'1600,1-9,1,70,1283
18,1807,'2221,1-9,1,70,1283
18,1807,'2693,10-49,1,25,219
18,1807,'3610,1-9,1,70,1283
18,1807,'4010,10-49,1,25,219
18,1807,'4510,1-9,1,70,1283
18,1807,'4510,10-49,1,25,219
18,1807,'4520,1-9,4,70,1283
18,1807,'4520,10-49,2,25,219
18,1807,'4520,100-249,1,2,17
18,1807,'5020,1-9,1,70,1283
18,1807,'5050,1-9,2,70,1283
18,1807,'5050,10-49,1,25,219
18,1807,'5122,1-9,2,70,1283
18,1807,'5190,1-9,2,70,1283
18,1807,'5211,10-49,1,25,219
18,1807,'5211,100-249,1,2,17
18,1807,'5220,1-9,1,70,1283
18,1807,'5231,1-9,5,70,1283
18,1807,'5232,1-9,1,70,1283
18,1807,'5233,1-9,2,70,1283
18,1807,'5234,1-9,2,70,1283
18,1807,'5239,1-9,1,70,1283
18,1807,'5239,10-49,1,25,219
18,1807,'5510,1-9,7,70,1283
18,1807,'5510,10-49,8,25,219
18,1807,'5510,50-99,1,2,27
18,1807,'5520,1-9,2,70,1283
18,1807,'5520,10-49,2,25,219
18,1807,'6304,1-9,2,70,1283
18,1807,'6304,10-49,2,25,219
18,1807,'6592,1-9,3,70,1283
18,1807,'6603,1-9,1,70,1283
18,1807,'7010,1-9,3,70,1283
18,1807,'7010,10-49,1,25,219
18,1807,'7020,1-9,5,70,1283
18,1807,'7111,1-9,6,70,1283
18,1807,'7220,1-9,1,70,1283
18,1807,'7412,1-9,3,70,1283
18,1807,'7414,1-9,1,70,1283
18,1807,'7492,1-9,1,70,1283
18,1807,'7492,10-49,2,25,219
18,1807,'7494,1-9,1,70,1283
18,1807,'8010,1-9,2,70,1283
18,1807,'8022,1-9,1,70,1283
18,1807,'9111,10-49,1,25,219
18,1807,'9241,1-9,1,70,1283
18,1807,'9249,50-99,1,2,27
18,1809,'5231,1-9,1,1,1283
19,1901,'0112,1-9,1,31,42
19,1901,'0113,10-49,1,8,15
19,1901,'1533,10-49,1,8,15
19,1901,'1543,10-49,1,8,15
19,1901,'1810,250-,1,1,1
19,1901,'3110,1-9,1,31,42
19,1901,'5010,1-9,8,31,42
19,1901,'5030,1-9,1,31,42
19,1901,'5040,1-9,1,31,42
19,1901,'5141,1-9,1,31,42
19,1901,'5143,10-49,1,8,15
19,1901,'5231,1-9,8,31,42
19,1901,'5231,10-49,1,8,15
19,1901,'5239,1-9,1,31,42
19,1901,'6021,1-9,1,31,42
19,1901,'6304,1-9,1,31,42
19,1901,'6304,10-49,1,8,15
19,1901,'6420,1-9,1,31,42
19,1901,'6592,1-9,1,31,42
19,1901,'6719,10-49,1,8,15
19,1901,'7010,1-9,1,31,42
19,1901,'7020,1-9,3,31,42
19,1901,'7430,1-9,1,31,42
19,1901,'8010,10-49,1,8,15
19,1902,'5050,10-49,1,3,15
19,1902,'5231,1-9,5,9,42
19,1902,'5234,1-9,1,9,42
19,1902,'5239,50-99,1,1,1
19,1902,'6420,10-49,1,3,15
19,1902,'7010,1-9,1,9,42
19,1902,'7020,1-9,1,9,42
19,1902,'7421,1-9,1,9,42
19,1902,'8511,10-49,1,3,15
19,1903,'1533,10-49,1,4,15
19,1903,'1554,10-49,1,4,15
19,1903,'5040,10-49,1,4,15
19,1903,'5231,1-9,2,2,42
19,1903,'5234,10-49,1,4,15
20,2001,'0140,1-9,1,146,168
20,2001,'1554,1-9,1,146,168
20,2001,'1554,10-49,2,16,23
20,2001,'2211,10-49,1,16,23
20,2001,'2695,1-9,1,146,168
20,2001,'4010,1-9,1,146,168
20,2001,'4010,10-49,1,16,23
20,2001,'4520,250-,1,1,1
20,2001,'5050,1-9,1,146,168
20,2001,'5121,1-9,2,146,168
20,2001,'5122,1-9,1,146,168
20,2001,'5190,1-9,2,146,168
20,2001,'5231,1-9,4,146,168
20,2001,'5232,1-9,1,146,168
20,2001,'5234,1-9,1,146,168
20,2001,'5234,10-49,1,16,23
20,2001,'5239,1-9,2,146,168
20,2001,'5510,1-9,4,146,168
20,2001,'5520,1-9,1,146,168
20,2001,'6021,10-49,2,16,23
20,2001,'6220,1-9,1,146,168
20,2001,'6304,1-9,5,146,168
20,2001,'6304,10-49,1,16,23
20,2001,'6304,50-99,1,2,5
20,2001,'6309,1-9,5,146,168
20,2001,'6309,10-49,1,16,23
20,2001,'6420,1-9,2,146,168
20,2001,'6519,1-9,17,146,168
20,2001,'6592,1-9,11,146,168
20,2001,'6592,50-99,1,2,5
