PROVINCE,MUNICIPIO,ISIC,SIZE,EMPRESAS,MUNICINUM,PROVNUM
1,101,'9249,10-49,5,3121,3121
1,101,'9249,100-249,1,298,298
1,101,'9249,250-,2,248,248
1,101,'9249,50-99,4,484,484
1,101,'9301,1-9,17,8021,8021
1,101,'9301,10-49,8,3121,3121
1,101,'9302,1-9,34,8021,8021
1,101,'9302,10-49,19,3121,3121
1,101,'9302,100-249,2,298,298
1,101,'9303,1-9,1,8021,8021
1,101,'9309,1-9,29,8021,8021
1,101,'9309,10-49,14,3121,3121
1,101,'9309,50-99,3,484,484
2,201,'0113,10-49,3,12,16
2,201,'0140,10-49,1,12,16
2,201,'0140,50-99,1,5,5
2,201,'1541,1-9,1,34,39
2,201,'1554,10-49,1,12,16
2,201,'1554,50-99,1,5,5
2,201,'2695,1-9,1,34,39
2,201,'5010,1-9,1,34,39
2,201,'5020,10-49,1,12,16
2,201,'5050,1-9,1,34,39
2,201,'5150,1-9,1,34,39
2,201,'5190,1-9,1,34,39
2,201,'5231,1-9,6,34,39
2,201,'5231,10-49,1,12,16
2,201,'5232,1-9,1,34,39
2,201,'5233,10-49,1,12,16
2,201,'5234,1-9,1,34,39
2,201,'5234,10-49,1,12,16
2,201,'5239,1-9,1,34,39
2,201,'5239,10-49,1,12,16
2,201,'5259,1-9,1,34,39
2,201,'5510,1-9,1,34,39
2,201,'6021,1-9,1,34,39
2,201,'6304,1-9,1,34,39
2,201,'6304,100-249,1,1,1
2,201,'6420,1-9,5,34,39
2,201,'6592,50-99,1,5,5
2,201,'7010,1-9,2,34,39
2,201,'7020,1-9,1,34,39
2,201,'8022,1-9,1,34,39
2,201,'8030,50-99,1,5,5
2,201,'8511,1-9,2,34,39
2,201,'8511,10-49,2,12,16
2,201,'9111,50-99,1,5,5
2,201,'9211,1-9,1,34,39
2,201,'9213,1-9,3,34,39
2,202,'5190,10-49,1,1,16
2,204,'5121,10-49,1,2,16
2,204,'5231,1-9,1,1,39
2,204,'8532,10-49,1,2,16
2,207,'5231,1-9,4,4,39
2,207,'5231,10-49,1,1,16
3,301,'0113,50-99,1,1,1
3,301,'5030,1-9,1,3,3
3,301,'5211,1-9,1,3,3
3,301,'5231,1-9,1,3,3
3,301,'5231,10-49,1,1,2
3,303,'8511,10-49,1,1,2
4,401,'0111,100-249,1,3,3
4,401,'0113,10-49,1,18,18
4,401,'1549,250-,1,2,2
4,401,'1554,1-9,2,44,48
4,401,'1810,250-,1,2,2
4,401,'2221,1-9,1,44,48
4,401,'2222,1-9,1,44,48
4,401,'2423,1-9,1,44,48
4,401,'2693,100-249,1,3,3
4,401,'3610,1-9,1,44,48
4,401,'3610,10-49,1,18,18
4,401,'3720,50-99,1,1,1
4,401,'4520,1-9,2,44,48
4,401,'5010,10-49,2,18,18
4,401,'5050,1-9,2,44,48
4,401,'5050,10-49,1,18,18
4,401,'5141,1-9,1,44,48
4,401,'5190,1-9,1,44,48
4,401,'5219,1-9,1,44,48
4,401,'5231,1-9,7,44,48
4,401,'5232,1-9,1,44,48
4,401,'5234,1-9,1,44,48
4,401,'5234,10-49,1,18,18
4,401,'5239,1-9,3,44,48
4,401,'5239,10-49,2,18,18
4,401,'5510,1-9,1,44,48
4,401,'5510,10-49,4,18,18
4,401,'5520,1-9,2,44,48
4,401,'6021,10-49,1,18,18
4,401,'6309,1-9,2,44,48
4,401,'6420,1-9,5,44,48
4,401,'6519,10-49,1,18,18
4,401,'6592,1-9,2,44,48
4,401,'6592,10-49,1,18,18
4,401,'7010,1-9,1,44,48
4,401,'7020,1-9,2,44,48
4,401,'7123,10-49,1,18,18
4,401,'7129,1-9,1,44,48
4,401,'7421,1-9,1,44,48
4,401,'8010,10-49,1,18,18
4,401,'8022,100-249,1,3,3
4,401,'8511,1-9,1,44,48
4,401,'8511,10-49,1,18,18
4,401,'9211,1-9,1,44,48
4,402,'1514,1-9,1,2,48
4,402,'5231,1-9,1,2,48
4,404,'5050,1-9,1,1,48
4,405,'5231,1-9,1,1,48
5,501,'1554,1-9,2,12,16
5,501,'1554,10-49,1,2,2
5,501,'5050,1-9,1,12,16
5,501,'5110,100-249,1,1,1
5,501,'5219,1-9,1,12,16
5,501,'5231,1-9,6,12,16
5,501,'6220,10-49,1,2,2
5,501,'6420,1-9,1,12,16
5,501,'7411,1-9,1,12,16
5,502,'5231,1-9,2,3,16
5,502,'6420,1-9,1,3,16
5,503,'5231,1-9,1,1,16
6,601,'0111,1-9,2,200,212
6,601,'0111,10-49,2,71,73
6,601,'0111,100-249,2,8,8
6,601,'0111,50-99,3,18,18
6,601,'0121,1-9,1,200,212
6,601,'0140,1-9,1,200,212
6,601,'1520,10-49,1,71,73
6,601,'1541,1-9,1,200,212
6,601,'1541,10-49,2,71,73
6,601,'1543,1-9,1,200,212
6,601,'1543,10-49,1,71,73
6,601,'1543,100-249,1,8,8
6,601,'1551,10-49,1,71,73
6,601,'1554,1-9,1,200,212
6,601,'1554,10-49,3,71,73
6,601,'1554,100-249,1,8,8
6,601,'1554,50-99,1,18,18
6,601,'1712,250-,1,3,3
6,601,'1723,50-99,1,18,18
6,601,'1810,1-9,1,200,212
6,601,'1820,50-99,1,18,18
6,601,'2221,1-9,1,200,212
6,601,'2221,10-49,1,71,73
6,601,'2222,10-49,1,71,73
6,601,'2423,1-9,1,200,212
6,601,'2429,1-9,1,200,212
6,601,'2520,10-49,1,71,73
6,601,'2710,10-49,1,71,73
6,601,'2899,10-49,1,71,73
6,601,'2929,1-9,1,200,212
6,601,'3120,1-9,1,200,212
6,601,'3140,1-9,1,200,212
6,601,'3311,1-9,1,200,212
6,601,'3610,1-9,1,200,212
6,601,'4010,10-49,1,71,73
6,601,'4520,1-9,8,200,212
6,601,'4520,10-49,1,71,73
6,601,'5010,1-9,17,200,212
6,601,'5010,10-49,4,71,73
6,601,'5020,1-9,5,200,212
6,601,'5020,10-49,1,71,73
6,601,'5030,1-9,5,200,212
6,601,'5030,50-99,1,18,18
6,601,'5040,1-9,1,200,212
6,601,'5050,10-49,5,71,73
6,601,'5110,10-49,3,71,73
6,601,'5121,1-9,2,200,212
6,601,'5122,10-49,3,71,73
6,601,'5122,250-,1,3,3
6,601,'5131,1-9,1,200,212
6,601,'5141,1-9,1,200,212
6,601,'5141,10-49,2,71,73
6,601,'5143,1-9,3,200,212
6,601,'5143,10-49,4,71,73
6,601,'5150,1-9,1,200,212
6,601,'5190,1-9,6,200,212
6,601,'5190,10-49,3,71,73
6,601,'5190,50-99,1,18,18
6,601,'5211,1-9,1,200,212
6,601,'5231,1-9,20,200,212
6,601,'5231,10-49,2,71,73
6,601,'5231,50-99,1,18,18
6,601,'5232,1-9,3,200,212
6,601,'5232,50-99,1,18,18
6,601,'5233,1-9,5,200,212
6,601,'5233,10-49,4,71,73
6,601,'5234,1-9,5,200,212
6,601,'5234,10-49,5,71,73
6,601,'5234,50-99,1,18,18
6,601,'5239,1-9,7,200,212
6,601,'5239,10-49,2,71,73
6,601,'5259,1-9,1,200,212
6,601,'5260,1-9,1,200,212
6,601,'5510,10-49,2,71,73
6,601,'5510,50-99,1,18,18
6,601,'5520,1-9,1,200,212
6,601,'6021,1-9,1,200,212
6,601,'6022,1-9,1,200,212
6,601,'6220,1-9,1,200,212
6,601,'6304,1-9,7,200,212
6,601,'6309,1-9,1,200,212
6,601,'6420,1-9,15,200,212
6,601,'6420,10-49,3,71,73
6,601,'6420,100-249,1,8,8
6,601,'6519,1-9,3,200,212
6,601,'6519,100-249,1,8,8
6,601,'6519,50-99,1,18,18
6,601,'6592,1-9,6,200,212
6,601,'6592,10-49,2,71,73
6,601,'6592,50-99,1,18,18
6,601,'6599,1-9,2,200,212
6,601,'6599,10-49,1,71,73
6,601,'6602,1-9,1,200,212
6,601,'6719,1-9,1,200,212
6,601,'6720,1-9,1,200,212
6,601,'7010,1-9,7,200,212
6,601,'7020,1-9,23,200,212
6,601,'7020,10-49,1,71,73
6,601,'7220,1-9,2,200,212
6,601,'7250,1-9,1,200,212
6,601,'7411,1-9,5,200,212
6,601,'7412,1-9,3,200,212
6,601,'7421,1-9,1,200,212
6,601,'7492,10-49,2,71,73
6,601,'7492,50-99,1,18,18
6,601,'7499,1-9,1,200,212
6,601,'8010,10-49,1,71,73
6,601,'8010,50-99,1,18,18
6,601,'8022,1-9,1,200,212
6,601,'8030,250-,1,3,3
6,601,'8090,1-9,1,200,212
6,601,'8511,1-9,1,200,212
6,601,'8511,10-49,3,71,73
6,601,'8511,100-249,2,8,8
6,601,'8511,50-99,2,18,18
6,601,'8531,1-9,2,200,212
6,601,'9191,10-49,1,71,73
6,601,'9213,1-9,1,200,212
6,601,'9220,1-9,1,200,212
6,602,'5231,1-9,1,1,212
6,603,'5231,1-9,1,1,212
6,604,'5050,1-9,1,4,212
6,604,'5050,10-49,1,2,73
6,604,'5231,1-9,2,4,212
6,604,'6420,1-9,1,4,212
6,604,'8511,10-49,1,2,73
6,605,'1531,1-9,1,3,212
6,605,'5110,1-9,1,3,212
6,605,'5231,1-9,1,3,212
6,606,'5231,1-9,3,3,212
7,701,'5231,1-9,2,2,2
8,801,'1513,250-,1,1,1
8,801,'1541,1-9,1,19,21
8,801,'1543,10-49,1,10,10
8,801,'1711,10-49,1,10,10
8,801,'1711,50-99,1,1,1
8,801,'2695,1-9,1,19,21
8,801,'5010,10-49,1,10,10
8,801,'5030,1-9,1,19,21
8,801,'5050,1-9,1,19,21
8,801,'5050,10-49,1,10,10
8,801,'5122,1-9,1,19,21
8,801,'5139,1-9,1,19,21
8,801,'5231,1-9,5,19,21
8,801,'5231,10-49,1,10,10
8,801,'5233,1-9,1,19,21
8,801,'5233,10-49,1,10,10
8,801,'5234,1-9,1,19,21
8,801,'5239,10-49,1,10,10
8,801,'5259,1-9,1,19,21
8,801,'6304,1-9,1,19,21
8,801,'6420,1-9,1,19,21
8,801,'6420,10-49,1,10,10
8,801,'7010,1-9,1,19,21
8,801,'7010,10-49,1,10,10
8,801,'7020,1-9,1,19,21
8,801,'7020,10-49,1,10,10
8,801,'8520,1-9,1,19,21
8,802,'6304,1-9,1,2,21
8,802,'7421,1-9,1,2,21
9,901,'0111,250-,1,5,6
9,901,'0121,1-9,1,140,149
9,901,'0121,10-49,3,86,86
9,901,'0122,1-9,3,140,149
9,901,'0122,10-49,9,86,86
9,901,'0140,1-9,1,140,149
9,901,'0140,10-49,1,86,86
9,901,'1511,10-49,1,86,86
9,901,'1533,10-49,5,86,86
9,901,'1533,50-99,2,11,12
9,901,'1541,1-9,2,140,149
9,901,'1541,10-49,1,86,86
9,901,'1541,50-99,1,11,12
9,901,'1553,250-,1,5,6
9,901,'1554,1-9,1,140,149
9,901,'1600,10-49,1,86,86
9,901,'1711,100-249,1,7,8
9,901,'1723,10-49,1,86,86
9,901,'1723,250-,1,5,6
9,901,'1810,1-9,1,140,149
9,901,'1810,10-49,1,86,86
9,901,'1810,100-249,1,7,8
9,901,'1810,250-,1,5,6
9,901,'1810,50-99,1,11,12
9,901,'1920,1-9,1,140,149
9,901,'1920,10-49,2,86,86
9,901,'2221,1-9,3,140,149
9,901,'2221,10-49,1,86,86
9,901,'2412,10-49,1,86,86
9,901,'2423,10-49,2,86,86
9,901,'2424,100-249,1,7,8
9,901,'2695,10-49,1,86,86
9,901,'2710,1-9,1,140,149
9,901,'2710,10-49,1,86,86
9,901,'2811,1-9,2,140,149
9,901,'2919,10-49,1,86,86
9,901,'3110,10-49,1,86,86
9,901,'3140,100-249,1,7,8
9,901,'3410,1-9,1,140,149
9,901,'3610,1-9,1,140,149
9,901,'3610,10-49,1,86,86
9,901,'3691,10-49,1,86,86
9,901,'3693,50-99,1,11,12
9,901,'3699,1-9,1,140,149
9,901,'4100,250-,1,5,6
9,901,'4520,1-9,1,140,149
9,901,'4520,10-49,2,86,86
9,901,'5010,1-9,23,140,149
9,901,'5010,10-49,8,86,86
9,901,'5010,50-99,1,11,12
9,901,'5020,1-9,4,140,149
9,901,'5030,1-9,2,140,149
9,901,'5030,10-49,2,86,86
9,901,'5050,10-49,1,86,86
9,901,'5110,1-9,1,140,149
9,901,'5110,10-49,1,86,86
9,901,'5121,1-9,1,140,149
9,901,'5121,10-49,1,86,86
9,901,'5122,1-9,1,140,149
9,901,'5122,10-49,1,86,86
9,901,'5131,1-9,1,140,149
9,901,'5131,10-49,1,86,86
9,901,'5131,50-99,1,11,12
9,901,'5143,1-9,2,140,149
9,901,'5150,1-9,1,140,149
9,901,'5150,10-49,2,86,86
9,901,'5190,1-9,3,140,149
9,901,'5190,10-49,2,86,86
9,901,'5211,1-9,1,140,149
9,901,'5211,100-249,1,7,8
9,901,'5231,1-9,13,140,149
9,901,'5231,10-49,3,86,86
9,901,'5232,1-9,5,140,149
9,901,'5232,10-49,6,86,86
9,901,'5232,50-99,1,11,12
9,901,'5233,10-49,3,86,86
9,901,'5234,1-9,2,140,149
9,901,'5234,10-49,2,86,86
9,901,'5239,1-9,6,140,149
9,901,'5239,10-49,3,86,86
9,901,'5239,100-249,1,7,8
9,901,'5510,1-9,1,140,149
9,901,'5510,10-49,1,86,86
9,901,'5520,1-9,2,140,149
9,901,'5520,10-49,1,86,86
9,901,'6021,10-49,1,86,86
9,901,'6303,10-49,1,86,86
9,901,'6304,1-9,2,140,149
9,901,'6420,1-9,6,140,149
9,901,'6420,10-49,1,86,86
9,901,'6519,1-9,4,140,149
9,901,'6519,50-99,1,11,12
9,901,'6592,1-9,9,140,149
9,901,'6592,10-49,2,86,86
9,901,'6599,1-9,1,140,149
9,901,'6599,10-49,1,86,86
9,901,'6602,1-9,1,140,149
9,901,'6720,1-9,1,140,149
9,901,'7010,1-9,3,140,149
9,901,'7020,1-9,11,140,149
9,901,'7020,10-49,1,86,86
9,901,'7129,10-49,1,86,86
9,901,'7220,1-9,1,140,149
9,901,'7411,1-9,2,140,149
9,901,'7421,1-9,1,140,149
9,901,'7430,1-9,1,140,149
9,901,'7492,1-9,1,140,149
9,901,'8030,50-99,1,11,12
9,901,'8511,10-49,1,86,86
9,901,'8511,100-249,1,7,8
9,901,'8512,1-9,1,140,149
9,901,'8520,1-9,4,140,149
9,901,'8520,10-49,2,86,86
9,901,'9120,1-9,1,140,149
9,901,'9211,1-9,1,140,149
9,901,'9219,50-99,1,11,12
9,902,'1514,1-9,1,3,149
9,902,'5231,1-9,1,3,149
9,902,'6592,1-9,1,3,149
9,903,'5010,100-249,1,1,8
9,903,'5010,50-99,1,1,12
9,903,'5110,1-9,1,5,149
9,903,'5231,1-9,3,5,149
9,903,'5239,1-9,1,5,149
9,903,'5510,250-,1,1,6
9,904,'5231,1-9,1,1,149
10,1001,'1549,100-249,1,1,1
10,1001,'5259,1-9,1,2,4
10,1001,'6420,1-9,1,2,4
10,1002,'0113,50-99,1,1,1
10,1002,'5141,1-9,1,1,4
10,1003,'1429,10-49,1,1,1
10,1003,'5190,1-9,1,1,4
11,1101,'0111,1-9,1,400,404
11,1101,'0111,10-49,1,132,134
11,1101,'0112,1-9,2,400,404
11,1101,'0112,10-49,1,132,134
11,1101,'0121,1-9,4,400,404
11,1101,'0121,10-49,1,132,134
11,1101,'0140,10-49,2,132,134
11,1101,'1511,1-9,1,400,404
11,1101,'1520,1-9,1,400,404
11,1101,'1531,10-49,1,132,134
11,1101,'1533,1-9,1,400,404
11,1101,'1541,1-9,2,400,404
11,1101,'1543,1-9,1,400,404
11,1101,'1549,1-9,1,400,404
11,1101,'1549,10-49,1,132,134
11,1101,'1554,10-49,2,132,134
11,1101,'1600,1-9,1,400,404
11,1101,'1810,1-9,1,400,404
11,1101,'1911,50-99,1,24,24
11,1101,'2022,1-9,2,400,404
11,1101,'2221,1-9,4,400,404
11,1101,'2221,10-49,1,132,134
11,1101,'2423,1-9,1,400,404
11,1101,'2691,1-9,1,400,404
11,1101,'2695,1-9,1,400,404
11,1101,'2696,50-99,1,24,24
11,1101,'2699,1-9,1,400,404
11,1101,'2710,10-49,2,132,134
11,1101,'2731,1-9,1,400,404
11,1101,'2899,1-9,1,400,404
11,1101,'2929,10-49,1,132,134
11,1101,'2930,50-99,1,24,24
11,1101,'3110,1-9,1,400,404
11,1101,'3150,1-9,1,400,404
11,1101,'3610,1-9,1,400,404
11,1101,'3610,250-,1,10,10
11,1101,'3610,50-99,2,24,24
11,1101,'4010,10-49,2,132,134
11,1101,'4510,10-49,1,132,134
11,1101,'4520,1-9,8,400,404
11,1101,'4520,10-49,2,132,134
11,1101,'4520,100-249,1,8,10
11,1101,'4530,1-9,3,400,404
11,1101,'5010,1-9,25,400,404
11,1101,'5010,10-49,4,132,134
11,1101,'5020,1-9,3,400,404
11,1101,'5020,10-49,1,132,134
11,1101,'5030,1-9,3,400,404
11,1101,'5030,10-49,3,132,134
11,1101,'5040,1-9,1,400,404
11,1101,'5050,1-9,1,400,404
11,1101,'5050,10-49,2,132,134
11,1101,'5110,1-9,3,400,404
11,1101,'5110,10-49,1,132,134
11,1101,'5121,1-9,2,400,404
11,1101,'5122,1-9,6,400,404
11,1101,'5122,10-49,5,132,134
11,1101,'5131,10-49,1,132,134
11,1101,'5139,1-9,1,400,404
11,1101,'5139,10-49,1,132,134
11,1101,'5143,1-9,1,400,404
11,1101,'5143,10-49,4,132,134
11,1101,'5150,10-49,1,132,134
11,1101,'5190,1-9,3,400,404
11,1101,'5190,10-49,3,132,134
11,1101,'5211,1-9,3,400,404
11,1101,'5211,10-49,3,132,134
11,1101,'5211,100-249,1,8,10
11,1101,'5219,1-9,1,400,404
11,1101,'5219,50-99,2,24,24
11,1101,'5220,1-9,6,400,404
11,1101,'5220,10-49,1,132,134
11,1101,'5220,50-99,1,24,24
11,1101,'5231,1-9,21,400,404
11,1101,'5231,10-49,2,132,134
11,1101,'5231,50-99,1,24,24
11,1101,'5232,1-9,9,400,404
11,1101,'5232,10-49,1,132,134
11,1101,'5232,100-249,1,8,10
11,1101,'5233,1-9,8,400,404
11,1101,'5233,10-49,5,132,134
11,1101,'5233,50-99,1,24,24
11,1101,'5234,1-9,7,400,404
11,1101,'5234,10-49,2,132,134
11,1101,'5239,1-9,15,400,404
11,1101,'5239,10-49,1,132,134
11,1101,'5259,1-9,2,400,404
11,1101,'5510,1-9,12,400,404
11,1101,'5510,10-49,4,132,134
11,1101,'5510,100-249,1,8,10
11,1101,'5510,250-,8,10,10
11,1101,'5510,50-99,1,24,24
11,1101,'5520,1-9,19,400,404
11,1101,'5520,10-49,2,132,134
11,1101,'5520,50-99,1,24,24
11,1101,'6021,1-9,2,400,404
11,1101,'6021,10-49,8,132,134
11,1101,'6022,1-9,1,400,404
11,1101,'6220,1-9,1,400,404
11,1101,'6304,1-9,27,400,404
11,1101,'6304,10-49,8,132,134
11,1101,'6304,100-249,2,8,10
11,1101,'6304,250-,1,10,10
11,1101,'6304,50-99,4,24,24
11,1101,'6309,1-9,3,400,404
11,1101,'6309,10-49,3,132,134
11,1101,'6420,1-9,13,400,404
11,1101,'6420,10-49,5,132,134
11,1101,'6519,1-9,10,400,404
11,1101,'6592,1-9,30,400,404
11,1101,'6592,10-49,2,132,134
11,1101,'6592,50-99,1,24,24
11,1101,'6599,1-9,4,400,404
11,1101,'6602,1-9,1,400,404
11,1101,'6711,1-9,1,400,404
11,1101,'7010,1-9,15,400,404
11,1101,'7010,10-49,1,132,134
11,1101,'7020,1-9,44,400,404
11,1101,'7020,10-49,13,132,134
11,1101,'7111,1-9,5,400,404
11,1101,'7111,10-49,1,132,134
11,1101,'7129,1-9,3,400,404
11,1101,'7220,1-9,4,400,404
11,1101,'7250,1-9,1,400,404
11,1101,'7250,10-49,1,132,134
11,1101,'7310,1-9,1,400,404
11,1101,'7411,1-9,6,400,404
11,1101,'7411,10-49,1,132,134
11,1101,'7412,1-9,2,400,404
11,1101,'7414,1-9,1,400,404
11,1101,'7414,10-49,1,132,134
11,1101,'7421,1-9,5,400,404
11,1101,'7421,10-49,2,132,134
11,1101,'7430,1-9,3,400,404
11,1101,'7492,1-9,4,400,404
11,1101,'7492,10-49,3,132,134
11,1101,'7492,50-99,3,24,24
11,1101,'8010,10-49,1,132,134
11,1101,'8030,10-49,2,132,134
11,1101,'8090,1-9,1,400,404
11,1101,'8090,10-49,2,132,134
11,1101,'8511,1-9,3,400,404
11,1101,'8511,10-49,5,132,134
11,1101,'8511,100-249,2,8,10
11,1101,'8531,1-9,1,400,404
11,1101,'8532,1-9,1,400,404
11,1101,'8532,10-49,1,132,134
11,1101,'9213,1-9,2,400,404
11,1101,'9214,50-99,1,24,24
11,1101,'9219,1-9,4,400,404
11,1101,'9219,10-49,1,132,134
11,1101,'9219,50-99,2,24,24
11,1101,'9220,10-49,1,132,134
11,1101,'9241,1-9,4,400,404
11,1101,'9241,10-49,3,132,134
11,1101,'9241,50-99,1,24,24
11,1101,'9249,1-9,2,400,404
11,1101,'9301,10-49,1,132,134
11,1101,'9302,1-9,1,400,404
11,1101,'9302,10-49,1,132,134
11,1102,'0113,10-49,1,2,134
11,1102,'4010,100-249,1,2,10
11,1102,'5010,100-249,1,2,10
11,1102,'5231,1-9,1,4,404
11,1102,'5232,1-9,1,4,404
11,1102,'5234,1-9,1,4,404
11,1102,'6303,10-49,1,2,134
11,1102,'6592,1-9,1,4,404
12,1201,'0112,250-,1,9,9
12,1201,'0113,10-49,1,131,131
12,1201,'0140,10-49,1,131,131
12,1201,'1320,1-9,1,631,631
12,1201,'1531,100-249,1,14,14
12,1201,'1541,1-9,2,631,631
12,1201,'1541,10-49,1,131,131
12,1201,'1542,250-,1,9,9
12,1201,'1543,1-9,1,631,631
12,1201,'1554,1-9,1,631,631
12,1201,'1554,10-49,1,131,131
12,1201,'1554,50-99,1,18,18
12,1201,'1600,10-49,1,131,131
12,1201,'1600,250-,1,9,9
12,1201,'1711,100-249,1,14,14
12,1201,'1722,10-49,1,131,131
12,1201,'1729,10-49,1,131,131
12,1201,'1730,50-99,1,18,18
12,1201,'1810,1-9,2,631,631
12,1201,'1810,10-49,1,131,131
12,1201,'1810,100-249,1,14,14
12,1201,'1810,250-,1,9,9
12,1201,'2022,1-9,1,631,631
12,1201,'2029,1-9,1,631,631
12,1201,'2221,1-9,1,631,631
12,1201,'2222,1-9,1,631,631
12,1201,'2424,1-9,1,631,631
12,1201,'2429,1-9,1,631,631
12,1201,'2519,1-9,1,631,631
12,1201,'2520,1-9,1,631,631
12,1201,'2610,1-9,1,631,631
12,1201,'2710,10-49,3,131,131
12,1201,'2811,10-49,3,131,131
12,1201,'2899,1-9,1,631,631
12,1201,'2899,10-49,1,131,131
12,1201,'2922,1-9,1,631,631
12,1201,'3210,50-99,1,18,18
12,1201,'3230,250-,1,9,9
12,1201,'3511,1-9,1,631,631
12,1201,'3511,10-49,1,131,131
12,1201,'3610,1-9,1,631,631
12,1201,'3610,10-49,4,131,131
12,1201,'3699,10-49,1,131,131
12,1201,'3699,100-249,1,14,14
12,1201,'4010,1-9,1,631,631
12,1201,'4030,1-9,1,631,631
12,1201,'4100,100-249,1,14,14
12,1201,'4520,1-9,18,631,631
12,1201,'4520,10-49,8,131,131
12,1201,'4520,50-99,2,18,18
12,1201,'4530,10-49,1,131,131
12,1201,'4540,1-9,1,631,631
12,1201,'5010,1-9,16,631,631
12,1201,'5010,10-49,6,131,131
12,1201,'5020,1-9,3,631,631
12,1201,'5020,10-49,1,131,131
12,1201,'5030,1-9,7,631,631
12,1201,'5030,10-49,3,131,131
12,1201,'5040,1-9,1,631,631
12,1201,'5050,1-9,1,631,631
12,1201,'5050,10-49,5,131,131
12,1201,'5110,1-9,2,631,631
12,1201,'5122,1-9,3,631,631
12,1201,'5122,10-49,1,131,131
12,1201,'5131,10-49,2,131,131
12,1201,'5141,1-9,1,631,631
12,1201,'5143,1-9,4,631,631
12,1201,'5143,10-49,1,131,131
12,1201,'5143,50-99,1,18,18
12,1201,'5149,1-9,1,631,631
12,1201,'5150,1-9,4,631,631
12,1201,'5190,1-9,13,631,631
12,1201,'5190,10-49,6,131,131
12,1201,'5211,100-249,1,14,14
12,1201,'5219,10-49,1,131,131
12,1201,'5220,1-9,1,631,631
12,1201,'5220,10-49,1,131,131
12,1201,'5231,1-9,18,631,631
12,1201,'5231,10-49,3,131,131
12,1201,'5232,1-9,14,631,631
12,1201,'5232,10-49,2,131,131
12,1201,'5232,250-,1,9,9
12,1201,'5232,50-99,1,18,18
12,1201,'5233,1-9,11,631,631
12,1201,'5233,10-49,4,131,131
12,1201,'5233,50-99,1,18,18
12,1201,'5234,1-9,7,631,631
12,1201,'5234,10-49,3,131,131
12,1201,'5234,250-,1,9,9
12,1201,'5239,1-9,25,631,631
12,1201,'5239,10-49,2,131,131
12,1201,'5239,50-99,1,18,18
12,1201,'5240,1-9,3,631,631
12,1201,'5260,1-9,1,631,631
12,1201,'5260,10-49,1,131,131
12,1201,'5510,1-9,10,631,631
12,1201,'5510,10-49,2,131,131
12,1201,'5520,1-9,4,631,631
12,1201,'5520,10-49,5,131,131
12,1201,'6021,1-9,1,631,631
12,1201,'6021,10-49,10,131,131
12,1201,'6022,1-9,2,631,631
12,1201,'6110,1-9,2,631,631
12,1201,'6110,10-49,1,131,131
12,1201,'6110,50-99,1,18,18
12,1201,'6120,1-9,1,631,631
12,1201,'6302,1-9,1,631,631
12,1201,'6303,1-9,1,631,631
12,1201,'6304,1-9,16,631,631
12,1201,'6304,10-49,5,131,131
12,1201,'6304,250-,1,9,9
12,1201,'6309,1-9,1,631,631
12,1201,'6309,10-49,1,131,131
12,1201,'6420,1-9,7,631,631
12,1201,'6420,10-49,5,131,131
12,1201,'6519,1-9,34,631,631
12,1201,'6519,10-49,2,131,131
12,1201,'6519,50-99,1,18,18
12,1201,'6592,1-9,76,631,631
12,1201,'6592,10-49,5,131,131
12,1201,'6599,1-9,3,631,631
12,1201,'6602,1-9,2,631,631
12,1201,'6602,100-249,1,14,14
12,1201,'6711,10-49,1,131,131
12,1201,'6719,1-9,3,631,631
12,1201,'6719,10-49,1,131,131
12,1201,'6720,1-9,3,631,631
12,1201,'7010,1-9,26,631,631
12,1201,'7010,10-49,1,131,131
12,1201,'7010,100-249,2,14,14
12,1201,'7020,1-9,205,631,631
12,1201,'7020,10-49,5,131,131
12,1201,'7020,100-249,1,14,14
12,1201,'7111,1-9,1,631,631
12,1201,'7129,1-9,2,631,631
12,1201,'7220,1-9,1,631,631
12,1201,'7411,1-9,13,631,631
12,1201,'7411,10-49,2,131,131
12,1201,'7412,1-9,2,631,631
12,1201,'7414,1-9,2,631,631
12,1201,'7414,10-49,2,131,131
12,1201,'7421,1-9,9,631,631
12,1201,'7430,1-9,4,631,631
12,1201,'7430,10-49,1,131,131
12,1201,'7492,1-9,4,631,631
12,1201,'7492,10-49,1,131,131
12,1201,'7492,100-249,1,14,14
12,1201,'7492,250-,1,9,9
12,1201,'7492,50-99,2,18,18
12,1201,'7493,10-49,1,131,131
12,1201,'7493,100-249,1,14,14
12,1201,'7495,1-9,1,631,631
12,1201,'7499,1-9,1,631,631
12,1201,'8010,1-9,1,631,631
12,1201,'8010,10-49,1,131,131
12,1201,'8010,50-99,2,18,18
12,1201,'8021,1-9,2,631,631
12,1201,'8021,50-99,1,18,18
12,1201,'8090,1-9,1,631,631
12,1201,'8090,10-49,1,131,131
12,1201,'8511,1-9,2,631,631
12,1201,'8511,10-49,4,131,131
12,1201,'8511,100-249,2,14,14
12,1201,'8511,50-99,1,18,18
12,1201,'8532,1-9,1,631,631
12,1201,'9120,10-49,1,131,131
12,1201,'9199,10-49,1,131,131
12,1201,'9211,1-9,2,631,631
12,1201,'9214,1-9,3,631,631
12,1201,'9219,1-9,1,631,631
12,1201,'9219,50-99,1,18,18
12,1201,'9241,1-9,1,631,631
12,1201,'9302,1-9,1,631,631
12,1201,'9309,1-9,1,631,631
